;kode_sarana;jenis_sarana;nama_pemilik;nama_daop;lokasi;tahun_pembuatan;umur;range_usia;asal_pabrikan
13;GB3065118;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 7 MADIUN;JAWA;1965;56;>30 th;LN
13;GB3065168;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 7 MADIUN;JAWA;1965;56;>30 th;LN
13;GB3065268;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 7 MADIUN;JAWA;1965;56;>30 th;LN
13;GB306645;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 7 MADIUN;JAWA;1966;55;>30 th;LN
13;GB306663;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 7 MADIUN;JAWA;1966;55;>30 th;LN
13;GB306664;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 7 MADIUN;JAWA;1966;55;>30 th;LN
13;GB306720;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 7 MADIUN;JAWA;1967;54;>30 th;LN
13;GD409220;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 7 MADIUN;JAWA;1992;29;21-30 th;ID
13;GD409506;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 7 MADIUN;JAWA;1995;26;21-30 th;ID
13;GD409717;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 7 MADIUN;JAWA;1997;24;21-30 th;ID
13;GD409722;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 7 MADIUN;JAWA;1997;24;21-30 th;ID
13;K106402;Kereta;PT Kereta Api Indonesia (Persero);DAOP 7 MADIUN;JAWA;1964;57;>30 th;LN
13;K106421;Kereta;PT Kereta Api Indonesia (Persero);DAOP 7 MADIUN;JAWA;1964;57;>30 th;LN
13;K106701;Kereta;PT Kereta Api Indonesia (Persero);DAOP 7 MADIUN;JAWA;1967;54;>30 th;LN
13;K108001;Kereta;PT Kereta Api Indonesia (Persero);DAOP 7 MADIUN;JAWA;1980;41;>30 th;LN
13;K100109;Kereta;PT Kereta Api Indonesia (Persero);DAOP 7 MADIUN;JAWA;2001;20;11-20 th;ID
13;K108413;Kereta;PT Kereta Api Indonesia (Persero);DAOP 7 MADIUN;JAWA;1984;37;>30 th;LN
13;K108602;Kereta;PT Kereta Api Indonesia (Persero);DAOP 7 MADIUN;JAWA;1986;35;>30 th;ID
13;K109607;Kereta;PT Kereta Api Indonesia (Persero);DAOP 7 MADIUN;JAWA;1996;25;21-30 th;ID
13;K106716;Kereta;PT Kereta Api Indonesia (Persero);DAOP 7 MADIUN;JAWA;1967;54;>30 th;LN
13;K108416;Kereta;PT Kereta Api Indonesia (Persero);DAOP 7 MADIUN;JAWA;1984;37;>30 th;LN
13;K306653;Kereta;PT Kereta Api Indonesia (Persero);DAOP 7 MADIUN;JAWA;1966;55;>30 th;LN
13;K300717;Kereta;PT Kereta Api Indonesia (Persero);DAOP 7 MADIUN;JAWA;2007;14;11-20 th;ID
13;K300718;Kereta;PT Kereta Api Indonesia (Persero);DAOP 7 MADIUN;JAWA;2007;14;11-20 th;ID
13;K300722;Kereta;PT Kereta Api Indonesia (Persero);DAOP 7 MADIUN;JAWA;2007;14;11-20 th;ID
13;K300901;Kereta;PT Kereta Api Indonesia (Persero);DAOP 7 MADIUN;JAWA;2009;12;11-20 th;ID
13;K300902;Kereta;PT Kereta Api Indonesia (Persero);DAOP 7 MADIUN;JAWA;2009;12;11-20 th;ID
13;K300903;Kereta;PT Kereta Api Indonesia (Persero);DAOP 7 MADIUN;JAWA;2009;12;11-20 th;ID
13;K300905;Kereta;PT Kereta Api Indonesia (Persero);DAOP 7 MADIUN;JAWA;2009;12;11-20 th;ID
13;K300906;Kereta;PT Kereta Api Indonesia (Persero);DAOP 7 MADIUN;JAWA;2009;12;11-20 th;ID
13;K300907;Kereta;PT Kereta Api Indonesia (Persero);DAOP 7 MADIUN;JAWA;2009;12;11-20 th;ID
13;K300908;Kereta;PT Kereta Api Indonesia (Persero);DAOP 7 MADIUN;JAWA;2009;12;11-20 th;ID
13;K300909;Kereta;PT Kereta Api Indonesia (Persero);DAOP 7 MADIUN;JAWA;2009;12;11-20 th;ID
13;K300811;Kereta;PT Kereta Api Indonesia (Persero);DAOP 7 MADIUN;JAWA;2008;13;11-20 th;ID
13;K300924;Kereta;PT Kereta Api Indonesia (Persero);DAOP 7 MADIUN;JAWA;2009;12;11-20 th;ID
13;K300925;Kereta;PT Kereta Api Indonesia (Persero);DAOP 7 MADIUN;JAWA;2009;12;11-20 th;ID
13;K300926;Kereta;PT Kereta Api Indonesia (Persero);DAOP 7 MADIUN;JAWA;2009;12;11-20 th;ID
13;K300927;Kereta;PT Kereta Api Indonesia (Persero);DAOP 7 MADIUN;JAWA;2009;12;11-20 th;ID
13;K300928;Kereta;PT Kereta Api Indonesia (Persero);DAOP 7 MADIUN;JAWA;2009;12;11-20 th;ID
13;K300929;Kereta;PT Kereta Api Indonesia (Persero);DAOP 7 MADIUN;JAWA;2009;12;11-20 th;ID
13;K300930;Kereta;PT Kereta Api Indonesia (Persero);DAOP 7 MADIUN;JAWA;2009;12;11-20 th;ID
13;K300931;Kereta;PT Kereta Api Indonesia (Persero);DAOP 7 MADIUN;JAWA;2009;12;11-20 th;ID
13;K300932;Kereta;PT Kereta Api Indonesia (Persero);DAOP 7 MADIUN;JAWA;2009;12;11-20 th;ID
13;K300303;Kereta;PT Kereta Api Indonesia (Persero);DAOP 7 MADIUN;JAWA;2003;18;11-20 th;ID
13;K300406;Kereta;PT Kereta Api Indonesia (Persero);DAOP 7 MADIUN;JAWA;2004;17;11-20 th;ID
13;K300407;Kereta;PT Kereta Api Indonesia (Persero);DAOP 7 MADIUN;JAWA;2004;17;11-20 th;ID
13;K300408;Kereta;PT Kereta Api Indonesia (Persero);DAOP 7 MADIUN;JAWA;2004;17;11-20 th;ID
13;K300410;Kereta;PT Kereta Api Indonesia (Persero);DAOP 7 MADIUN;JAWA;2004;17;11-20 th;ID
13;K300505;Kereta;PT Kereta Api Indonesia (Persero);DAOP 7 MADIUN;JAWA;2005;16;11-20 th;ID
13;K300508;Kereta;PT Kereta Api Indonesia (Persero);DAOP 7 MADIUN;JAWA;2005;16;11-20 th;ID
13;K306661;Kereta;PT Kereta Api Indonesia (Persero);DAOP 7 MADIUN;JAWA;1966;55;>30 th;LN
13;K300725;Kereta;PT Kereta Api Indonesia (Persero);DAOP 7 MADIUN;JAWA;2007;14;11-20 th;ID
13;K300727;Kereta;PT Kereta Api Indonesia (Persero);DAOP 7 MADIUN;JAWA;2007;14;11-20 th;ID
13;MP109902;Kereta;PT Kereta Api Indonesia (Persero);DAOP 7 MADIUN;JAWA;1999;22;21-30 th;ID
13;CC2039818;Lokomotif;PT Kereta Api Indonesia (Persero);DAOP 7 MADIUN;JAWA;1998;23;21-30 th;LN
13;CC2030204;Lokomotif;PT Kereta Api Indonesia (Persero);DAOP 7 MADIUN;JAWA;2002;19;11-20 th;LN
13;CC2039511;Lokomotif;PT Kereta Api Indonesia (Persero);DAOP 7 MADIUN;JAWA;1995;26;21-30 th;LN
13;CC2030105;Lokomotif;PT Kereta Api Indonesia (Persero);DAOP 7 MADIUN;JAWA;2001;20;11-20 th;LN
13;CC2018905;Lokomotif;PT Kereta Api Indonesia (Persero);DAOP 7 MADIUN;JAWA;1989;32;>30 th;LN
13;CC2018906;Lokomotif;PT Kereta Api Indonesia (Persero);DAOP 7 MADIUN;JAWA;1989;32;>30 th;LN
13;CC2018909;Lokomotif;PT Kereta Api Indonesia (Persero);DAOP 7 MADIUN;JAWA;1989;32;>30 th;LN
13;CC2018908;Lokomotif;PT Kereta Api Indonesia (Persero);DAOP 7 MADIUN;JAWA;1989;32;>30 th;LN
13;CC2018907;Lokomotif;PT Kereta Api Indonesia (Persero);DAOP 7 MADIUN;JAWA;1989;32;>30 th;LN
13;SR38805;Peralatan Khusus;PT Kereta Api Indonesia (Persero);DAOP 7 MADIUN;JAWA;1988;33;>30 th;LN
13;SR38811;Peralatan Khusus;PT Kereta Api Indonesia (Persero);DAOP 7 MADIUN;JAWA;1988;33;>30 th;LN
13;SR38816;Peralatan Khusus;PT Kereta Api Indonesia (Persero);DAOP 7 MADIUN;JAWA;1988;33;>30 th;LN
13;SR39403;Peralatan Khusus;PT Kereta Api Indonesia (Persero);DAOP 7 MADIUN;JAWA;1994;27;21-30 th;LN
13;SR39404;Peralatan Khusus;PT Kereta Api Indonesia (Persero);DAOP 7 MADIUN;JAWA;1994;27;21-30 th;LN
13;K106413;Kereta;PT Kereta Api Indonesia (Persero);DAOP 7 MADIUN;JAWA;1964;57;>30 th;LN
13;K108608;Kereta;PT Kereta Api Indonesia (Persero);DAOP 7 MADIUN;JAWA;1986;35;>30 th;ID
13;K300911;Kereta;PT Kereta Api Indonesia (Persero);DAOP 7 MADIUN;JAWA;2009;12;11-20 th;ID
13;K109501;Kereta;PT Kereta Api Indonesia (Persero);DAOP 7 MADIUN;JAWA;1995;26;21-30 th;ID
13;K109502;Kereta;PT Kereta Api Indonesia (Persero);DAOP 7 MADIUN;JAWA;1995;26;21-30 th;ID
13;K109810;Kereta;PT Kereta Api Indonesia (Persero);DAOP 7 MADIUN;JAWA;1998;23;21-30 th;ID
13;K300934;Kereta;PT Kereta Api Indonesia (Persero);DAOP 7 MADIUN;JAWA;2009;12;11-20 th;ID
13;K300936;Kereta;PT Kereta Api Indonesia (Persero);DAOP 7 MADIUN;JAWA;2009;12;11-20 th;ID
13;K109505;Kereta;PT Kereta Api Indonesia (Persero);DAOP 7 MADIUN;JAWA;1995;26;21-30 th;ID
13;K109515;Kereta;PT Kereta Api Indonesia (Persero);DAOP 7 MADIUN;JAWA;1995;26;21-30 th;ID
13;K109516;Kereta;PT Kereta Api Indonesia (Persero);DAOP 7 MADIUN;JAWA;1995;26;21-30 th;ID
13;K109517;Kereta;PT Kereta Api Indonesia (Persero);DAOP 7 MADIUN;JAWA;1995;26;21-30 th;ID
13;K109519;Kereta;PT Kereta Api Indonesia (Persero);DAOP 7 MADIUN;JAWA;1995;26;21-30 th;ID
13;K109601;Kereta;PT Kereta Api Indonesia (Persero);DAOP 7 MADIUN;JAWA;1996;25;21-30 th;ID
13;K109602;Kereta;PT Kereta Api Indonesia (Persero);DAOP 7 MADIUN;JAWA;1996;25;21-30 th;ID
13;K109604;Kereta;PT Kereta Api Indonesia (Persero);DAOP 7 MADIUN;JAWA;1996;25;21-30 th;ID
13;K109605;Kereta;PT Kereta Api Indonesia (Persero);DAOP 7 MADIUN;JAWA;1996;25;21-30 th;ID
13;K109609;Kereta;PT Kereta Api Indonesia (Persero);DAOP 7 MADIUN;JAWA;1996;25;21-30 th;ID
13;K109610;Kereta;PT Kereta Api Indonesia (Persero);DAOP 7 MADIUN;JAWA;1996;25;21-30 th;ID
13;MP301204;Kereta;PT Kereta Api Indonesia (Persero);DAOP 7 MADIUN;JAWA;2012;9;<=10 th;ID
13;MP301205;Kereta;PT Kereta Api Indonesia (Persero);DAOP 7 MADIUN;JAWA;2012;9;<=10 th;ID
13;MP301203;Kereta;PT Kereta Api Indonesia (Persero);DAOP 7 MADIUN;JAWA;2012;9;<=10 th;ID
13;MP301602;Kereta;PT Kereta Api Indonesia (Persero);DAOP 7 MADIUN;JAWA;2016;5;<=10 th;ID
13;MP301601;Kereta;PT Kereta Api Indonesia (Persero);DAOP 7 MADIUN;JAWA;2016;5;<=10 th;ID
13;MP301607;Kereta;PT Kereta Api Indonesia (Persero);DAOP 7 MADIUN;JAWA;2016;5;<=10 th;ID
13;MP301706;Kereta;PT Kereta Api Indonesia (Persero);DAOP 7 MADIUN;JAWA;2017;4;<=10 th;ID
13;SR32006;Peralatan Khusus;PT Kereta Api Indonesia (Persero);DAOP 7 MADIUN;JAWA;2020;1;<=10 th;LN
14;SR38402;Peralatan Khusus;PT Kereta Api Indonesia (Persero);DAOP 8 SURABAYA;JAWA;1984;37;>30 th;LN
14;SR38408;Peralatan Khusus;PT Kereta Api Indonesia (Persero);DAOP 8 SURABAYA;JAWA;1984;37;>30 th;LN
14;K330801;KRD;PT Kereta Api Indonesia (Persero);DAOP 8 SURABAYA;JAWA;2008;13;11-20 th;ID
14;K330802;KRD;PT Kereta Api Indonesia (Persero);DAOP 8 SURABAYA;JAWA;2008;13;11-20 th;ID
14;GB308479;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 8 SURABAYA;JAWA;1984;37;>30 th;LN
14;GB308481;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 8 SURABAYA;JAWA;1984;37;>30 th;LN
14;GB308482;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 8 SURABAYA;JAWA;1984;37;>30 th;LN
14;GB308484;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 8 SURABAYA;JAWA;1984;37;>30 th;LN
14;GB308485;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 8 SURABAYA;JAWA;1984;37;>30 th;LN
14;GB308486;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 8 SURABAYA;JAWA;1984;37;>30 th;LN
14;GB308487;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 8 SURABAYA;JAWA;1984;37;>30 th;LN
14;GB308488;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 8 SURABAYA;JAWA;1984;37;>30 th;LN
14;GB308489;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 8 SURABAYA;JAWA;1984;37;>30 th;LN
14;GB308491;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 8 SURABAYA;JAWA;1984;37;>30 th;LN
14;GB308492;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 8 SURABAYA;JAWA;1984;37;>30 th;LN
14;GD409217;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 8 SURABAYA;JAWA;1992;29;21-30 th;ID
14;GD409219;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 8 SURABAYA;JAWA;1992;29;21-30 th;ID
14;GD409223;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 8 SURABAYA;JAWA;1992;29;21-30 th;ID
14;GD409514;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 8 SURABAYA;JAWA;1995;26;21-30 th;ID
14;GD458432;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 8 SURABAYA;JAWA;1984;37;>30 th;LN
14;GD409207;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 8 SURABAYA;JAWA;1992;29;21-30 th;ID
14;GD409210;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 8 SURABAYA;JAWA;1992;29;21-30 th;ID
14;GD409725;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 8 SURABAYA;JAWA;1997;24;21-30 th;ID
14;GK3065175;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 8 SURABAYA;JAWA;1965;56;>30 th;LN
14;GK3065176;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 8 SURABAYA;JAWA;1965;56;>30 th;LN
14;GK3065177;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 8 SURABAYA;JAWA;1965;56;>30 th;LN
14;GK3065178;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 8 SURABAYA;JAWA;1965;56;>30 th;LN
14;GK3065180;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 8 SURABAYA;JAWA;1965;56;>30 th;LN
14;GK3065181;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 8 SURABAYA;JAWA;1965;56;>30 th;LN
14;GK3065182;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 8 SURABAYA;JAWA;1965;56;>30 th;LN
14;GK3065166;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 8 SURABAYA;JAWA;1965;56;>30 th;LN
14;GK3065167;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 8 SURABAYA;JAWA;1965;56;>30 th;LN
14;GK3065168;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 8 SURABAYA;JAWA;1965;56;>30 th;LN
14;GK3065172;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 8 SURABAYA;JAWA;1965;56;>30 th;LN
14;GK307744;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 8 SURABAYA;JAWA;1977;44;>30 th;LN
14;GK307745;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 8 SURABAYA;JAWA;1977;44;>30 th;LN
14;GK307746;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 8 SURABAYA;JAWA;1977;44;>30 th;LN
14;GK307747;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 8 SURABAYA;JAWA;1977;44;>30 th;LN
14;GK307748;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 8 SURABAYA;JAWA;1977;44;>30 th;LN
14;GK307749;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 8 SURABAYA;JAWA;1977;44;>30 th;LN
14;GK307750;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 8 SURABAYA;JAWA;1977;44;>30 th;LN
14;GK307751;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 8 SURABAYA;JAWA;1977;44;>30 th;LN
14;GK308453;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 8 SURABAYA;JAWA;1984;37;>30 th;LN
14;GK308454;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 8 SURABAYA;JAWA;1984;37;>30 th;LN
14;GK308455;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 8 SURABAYA;JAWA;1984;37;>30 th;LN
14;GK308456;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 8 SURABAYA;JAWA;1984;37;>30 th;LN
14;GK308460;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 8 SURABAYA;JAWA;1984;37;>30 th;LN
14;GK308461;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 8 SURABAYA;JAWA;1984;37;>30 th;LN
14;GK308462;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 8 SURABAYA;JAWA;1984;37;>30 th;LN
14;GK3065110;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 8 SURABAYA;JAWA;1965;56;>30 th;LN
14;GK3065112;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 8 SURABAYA;JAWA;1965;56;>30 th;LN
14;GK3065113;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 8 SURABAYA;JAWA;1965;56;>30 th;LN
14;GK3065115;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 8 SURABAYA;JAWA;1965;56;>30 th;LN
14;GK3065116;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 8 SURABAYA;JAWA;1965;56;>30 th;LN
14;GK3065120;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 8 SURABAYA;JAWA;1965;56;>30 th;LN
14;GK3065124;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 8 SURABAYA;JAWA;1965;56;>30 th;LN
14;GK3065125;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 8 SURABAYA;JAWA;1965;56;>30 th;LN
14;GK3065126;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 8 SURABAYA;JAWA;1965;56;>30 th;LN
14;GK3065128;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 8 SURABAYA;JAWA;1965;56;>30 th;LN
14;GK3065129;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 8 SURABAYA;JAWA;1965;56;>30 th;LN
14;GK3065131;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 8 SURABAYA;JAWA;1965;56;>30 th;LN
14;GK3065132;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 8 SURABAYA;JAWA;1965;56;>30 th;LN
14;GK3065134;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 8 SURABAYA;JAWA;1965;56;>30 th;LN
14;GK3065136;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 8 SURABAYA;JAWA;1965;56;>30 th;LN
14;GK3065137;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 8 SURABAYA;JAWA;1965;56;>30 th;LN
14;GK3065138;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 8 SURABAYA;JAWA;1965;56;>30 th;LN
14;GK3065140;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 8 SURABAYA;JAWA;1965;56;>30 th;LN
14;GK3065144;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 8 SURABAYA;JAWA;1965;56;>30 th;LN
14;GK3065145;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 8 SURABAYA;JAWA;1965;56;>30 th;LN
14;GK3065146;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 8 SURABAYA;JAWA;1965;56;>30 th;LN
14;GK3065148;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 8 SURABAYA;JAWA;1965;56;>30 th;LN
14;GK3065150;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 8 SURABAYA;JAWA;1965;56;>30 th;LN
14;GK3065151;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 8 SURABAYA;JAWA;1965;56;>30 th;LN
14;GK3065152;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 8 SURABAYA;JAWA;1965;56;>30 th;LN
14;GK3065153;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 8 SURABAYA;JAWA;1965;56;>30 th;LN
14;GK3065154;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 8 SURABAYA;JAWA;1965;56;>30 th;LN
14;GK3065156;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 8 SURABAYA;JAWA;1965;56;>30 th;LN
14;GK3065157;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 8 SURABAYA;JAWA;1965;56;>30 th;LN
14;GK3065161;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 8 SURABAYA;JAWA;1965;56;>30 th;LN
14;GK3065162;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 8 SURABAYA;JAWA;1965;56;>30 th;LN
14;GK3065163;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 8 SURABAYA;JAWA;1965;56;>30 th;LN
14;GK306557;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 8 SURABAYA;JAWA;1965;56;>30 th;LN
14;GK306559;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 8 SURABAYA;JAWA;1965;56;>30 th;LN
14;GK306562;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 8 SURABAYA;JAWA;1965;56;>30 th;LN
14;GK306564;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 8 SURABAYA;JAWA;1965;56;>30 th;LN
14;GK306568;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 8 SURABAYA;JAWA;1965;56;>30 th;LN
14;GK306570;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 8 SURABAYA;JAWA;1965;56;>30 th;LN
14;GK306572;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 8 SURABAYA;JAWA;1965;56;>30 th;LN
14;GK306583;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 8 SURABAYA;JAWA;1965;56;>30 th;LN
14;GK306592;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 8 SURABAYA;JAWA;1965;56;>30 th;LN
14;GK306599;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 8 SURABAYA;JAWA;1965;56;>30 th;LN
14;GK3065102;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 8 SURABAYA;JAWA;1965;56;>30 th;LN
14;GK3065108;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 8 SURABAYA;JAWA;1965;56;>30 th;LN
14;GK3065109;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 8 SURABAYA;JAWA;1965;56;>30 th;LN
14;GK307718;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 8 SURABAYA;JAWA;1977;44;>30 th;LN
14;GK307719;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 8 SURABAYA;JAWA;1977;44;>30 th;LN
14;GK308437;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 8 SURABAYA;JAWA;1984;37;>30 th;LN
14;GK308439;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 8 SURABAYA;JAWA;1984;37;>30 th;LN
14;SN07915;Peralatan Khusus;PT Kereta Api Indonesia (Persero);DAOP 8 SURABAYA;JAWA;1979;42;>30 th;LN
14;K100903;Kereta;PT Kereta Api Indonesia (Persero);DAOP 8 SURABAYA;JAWA;2009;12;11-20 th;ID
14;K100904;Kereta;PT Kereta Api Indonesia (Persero);DAOP 8 SURABAYA;JAWA;2009;12;11-20 th;ID
14;K100905;Kereta;PT Kereta Api Indonesia (Persero);DAOP 8 SURABAYA;JAWA;2009;12;11-20 th;ID
14;K100906;Kereta;PT Kereta Api Indonesia (Persero);DAOP 8 SURABAYA;JAWA;2009;12;11-20 th;ID
14;K100907;Kereta;PT Kereta Api Indonesia (Persero);DAOP 8 SURABAYA;JAWA;2009;12;11-20 th;ID
14;K100908;Kereta;PT Kereta Api Indonesia (Persero);DAOP 8 SURABAYA;JAWA;2009;12;11-20 th;ID
14;K100102;Kereta;PT Kereta Api Indonesia (Persero);DAOP 8 SURABAYA;JAWA;2001;20;11-20 th;ID
14;K100106;Kereta;PT Kereta Api Indonesia (Persero);DAOP 8 SURABAYA;JAWA;2001;20;11-20 th;ID
14;K109903;Kereta;PT Kereta Api Indonesia (Persero);DAOP 8 SURABAYA;JAWA;1999;22;21-30 th;ID
14;K109901;Kereta;PT Kereta Api Indonesia (Persero);DAOP 8 SURABAYA;JAWA;1999;22;21-30 th;ID
14;K106608;Kereta;PT Kereta Api Indonesia (Persero);DAOP 8 SURABAYA;JAWA;1966;55;>30 th;LN
14;K108402;Kereta;PT Kereta Api Indonesia (Persero);DAOP 8 SURABAYA;JAWA;1984;37;>30 th;LN
14;K108415;Kereta;PT Kereta Api Indonesia (Persero);DAOP 8 SURABAYA;JAWA;1984;37;>30 th;LN
14;K108403;Kereta;PT Kereta Api Indonesia (Persero);DAOP 8 SURABAYA;JAWA;1984;37;>30 th;LN
14;K108404;Kereta;PT Kereta Api Indonesia (Persero);DAOP 8 SURABAYA;JAWA;1984;37;>30 th;LN
14;K108412;Kereta;PT Kereta Api Indonesia (Persero);DAOP 8 SURABAYA;JAWA;1984;37;>30 th;LN
14;K100108;Kereta;PT Kereta Api Indonesia (Persero);DAOP 8 SURABAYA;JAWA;2001;20;11-20 th;ID
14;K100111;Kereta;PT Kereta Api Indonesia (Persero);DAOP 8 SURABAYA;JAWA;2001;20;11-20 th;ID
14;K208208;Kereta;PT Kereta Api Indonesia (Persero);DAOP 8 SURABAYA;JAWA;1982;39;>30 th;LN
14;K207802;Kereta;PT Kereta Api Indonesia (Persero);DAOP 8 SURABAYA;JAWA;1978;43;>30 th;LN
14;K207809;Kereta;PT Kereta Api Indonesia (Persero);DAOP 8 SURABAYA;JAWA;1978;43;>30 th;LN
14;K208034;Kereta;PT Kereta Api Indonesia (Persero);DAOP 8 SURABAYA;JAWA;1980;41;>30 th;LN
14;K208631;Kereta;PT Kereta Api Indonesia (Persero);DAOP 8 SURABAYA;JAWA;1986;35;>30 th;ID
14;K208632;Kereta;PT Kereta Api Indonesia (Persero);DAOP 8 SURABAYA;JAWA;1986;35;>30 th;ID
14;K206505;Peralatan Khusus;PT Kereta Api Indonesia (Persero);DAOP 8 SURABAYA;JAWA;1965;56;>30 th;LN
14;K208238;Kereta;PT Kereta Api Indonesia (Persero);DAOP 8 SURABAYA;JAWA;1982;39;>30 th;LN
14;K208109;Kereta;PT Kereta Api Indonesia (Persero);DAOP 8 SURABAYA;JAWA;1981;40;>30 th;LN
14;K208214;Kereta;PT Kereta Api Indonesia (Persero);DAOP 8 SURABAYA;JAWA;1982;39;>30 th;LN
