;kode_sarana;jenis_sarana;nama_pemilik;nama_daop;lokasi;tahun_pembuatan;umur;range_usia;asal_pabrikan
18;GB508981;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;1989;32;>30 th;LN
18;GB508982;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;1989;32;>30 th;LN
18;GB508984;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;1989;32;>30 th;LN
18;GB508985;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;1989;32;>30 th;LN
18;GB508986;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;1989;32;>30 th;LN
18;GB508987;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;1989;32;>30 th;LN
18;GB509056;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;1990;31;>30 th;LN
18;GB509057;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;1990;31;>30 th;LN
18;GB509058;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;1990;31;>30 th;LN
18;GB509059;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;1990;31;>30 th;LN
18;GB509060;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;1990;31;>30 th;LN
18;GB509061;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;1990;31;>30 th;LN
18;GB509062;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;1990;31;>30 th;LN
18;GB509064;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;1990;31;>30 th;LN
18;GB509065;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;1990;31;>30 th;LN
18;GB509066;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;1990;31;>30 th;LN
18;GB509067;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;1990;31;>30 th;LN
18;GB509068;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;1990;31;>30 th;LN
18;GB509069;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;1990;31;>30 th;LN
18;GB509070;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;1990;31;>30 th;LN
18;GB509071;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;1990;31;>30 th;LN
18;GB509072;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;1990;31;>30 th;LN
18;GB509073;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;1990;31;>30 th;LN
18;GB509074;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;1990;31;>30 th;LN
18;GB509075;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;1990;31;>30 th;LN
18;GB509076;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;1990;31;>30 th;LN
18;GB509077;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;1990;31;>30 th;LN
18;GB509078;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;1990;31;>30 th;LN
18;GB509079;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;1990;31;>30 th;LN
18;GB509080;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;1990;31;>30 th;LN
18;GB509081;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;1990;31;>30 th;LN
18;GB509082;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;1990;31;>30 th;LN
18;GB509084;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;1990;31;>30 th;LN
18;GB509085;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;1990;31;>30 th;LN
18;GB509086;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;1990;31;>30 th;LN
18;GB509087;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;1990;31;>30 th;LN
18;GB509088;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;1990;31;>30 th;LN
18;GB509089;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;1990;31;>30 th;LN
18;GB509090;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;1990;31;>30 th;LN
18;GB509091;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;1990;31;>30 th;LN
18;GB509092;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;1990;31;>30 th;LN
18;GB509093;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;1990;31;>30 th;LN
18;GB509094;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;1990;31;>30 th;LN
18;GB509095;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;1990;31;>30 th;LN
18;GB509096;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;1990;31;>30 th;LN
18;GB509097;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;1990;31;>30 th;LN
18;GB509098;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;1990;31;>30 th;LN
18;GB509099;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;1990;31;>30 th;LN
18;GB5090100;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;1990;31;>30 th;LN
18;GB5090101;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;1990;31;>30 th;LN
18;GB5090102;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;1990;31;>30 th;LN
18;GB5090103;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;1990;31;>30 th;LN
18;GB5090104;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;1990;31;>30 th;LN
18;GB5090105;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;1990;31;>30 th;LN
18;GB450005;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;2000;21;21-30 th;ID
18;GB450007;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;2000;21;21-30 th;ID
18;GB450058;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;2000;21;21-30 th;ID
18;GB450059;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;2000;21;21-30 th;ID
18;GB530015;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;2000;21;21-30 th;ID
18;GB450009;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;2000;21;21-30 th;ID
18;GB450060;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;2000;21;21-30 th;ID
18;GB450010;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;2000;21;21-30 th;ID
18;GB450011;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;2000;21;21-30 th;ID
18;GB450013;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;2000;21;21-30 th;ID
18;GB450061;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;2000;21;21-30 th;ID
18;GB450015;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;2000;21;21-30 th;ID
18;GB450016;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;2000;21;21-30 th;ID
18;GB450017;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;2000;21;21-30 th;ID
18;GB450062;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;2000;21;21-30 th;ID
18;GB450063;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;2000;21;21-30 th;ID
18;GB450018;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;2000;21;21-30 th;ID
18;GB450064;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;2000;21;21-30 th;ID
18;GB450065;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;2000;21;21-30 th;ID
18;GB450019;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;2000;21;21-30 th;ID
18;GB450020;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;2000;21;21-30 th;ID
18;GB450021;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;2000;21;21-30 th;ID
18;GB450066;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;2000;21;21-30 th;ID
18;GB450022;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;2000;21;21-30 th;ID
18;GB450023;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;2000;21;21-30 th;ID
18;GB450067;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;2000;21;21-30 th;ID
18;GB450024;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;2000;21;21-30 th;ID
18;GB450025;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;2000;21;21-30 th;ID
18;GB450068;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;2000;21;21-30 th;ID
18;GB450027;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;2000;21;21-30 th;ID
18;GB450028;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;2000;21;21-30 th;ID
18;GB450029;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;2000;21;21-30 th;ID
18;GB450031;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;2000;21;21-30 th;ID
18;GB450069;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;2000;21;21-30 th;ID
18;GB450032;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;2000;21;21-30 th;ID
18;GB450033;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;2000;21;21-30 th;ID
18;GB450070;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;2000;21;21-30 th;ID
18;GB450071;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;2000;21;21-30 th;ID
18;GB450034;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;2000;21;21-30 th;ID
18;GB450072;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;2000;21;21-30 th;ID
18;GB450035;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;2000;21;21-30 th;ID
18;GB450036;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;2000;21;21-30 th;ID
18;GB450037;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;2000;21;21-30 th;ID
18;GB450073;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;2000;21;21-30 th;ID
18;GB450038;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;2000;21;21-30 th;ID
18;GB450039;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;2000;21;21-30 th;ID
18;GB450040;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;2000;21;21-30 th;ID
18;GB450041;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;2000;21;21-30 th;ID
18;GB450042;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;2000;21;21-30 th;ID
18;GB450074;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;2000;21;21-30 th;ID
18;GB450075;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;2000;21;21-30 th;ID
18;GB450043;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;2000;21;21-30 th;ID
18;GB450076;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;2000;21;21-30 th;ID
18;GB450044;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;2000;21;21-30 th;ID
18;GB450045;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;2000;21;21-30 th;ID
18;GB450046;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;2000;21;21-30 th;ID
18;GB450047;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;2000;21;21-30 th;ID
18;GB450077;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;2000;21;21-30 th;ID
18;GB450049;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;2000;21;21-30 th;ID
18;GB450050;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;2000;21;21-30 th;ID
18;GB450078;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;2000;21;21-30 th;ID
18;GB450051;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;2000;21;21-30 th;ID
18;GB450052;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;2000;21;21-30 th;ID
18;GB450053;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;2000;21;21-30 th;ID
18;GB500801;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;2008;13;11-20 th;LN
18;GB500802;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;2008;13;11-20 th;LN
18;GB500803;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;2008;13;11-20 th;LN
18;GB500804;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;2008;13;11-20 th;LN
18;GB500805;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;2008;13;11-20 th;LN
18;GB500806;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;2008;13;11-20 th;LN
18;GB500807;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;2008;13;11-20 th;LN
18;GB500808;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;2008;13;11-20 th;LN
18;GB500809;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;2008;13;11-20 th;LN
18;GB500810;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;2008;13;11-20 th;LN
18;GB500811;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;2008;13;11-20 th;LN
18;GB500812;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;2008;13;11-20 th;LN
18;GB500813;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;2008;13;11-20 th;LN
18;GB500814;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;2008;13;11-20 th;LN
18;GB500815;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;2008;13;11-20 th;LN
18;GB500816;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;2008;13;11-20 th;LN
18;GB500817;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;2008;13;11-20 th;LN
18;GB500819;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;2008;13;11-20 th;LN
18;GB500820;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;2008;13;11-20 th;LN
18;GB500821;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;2008;13;11-20 th;LN
18;GB500822;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;2008;13;11-20 th;LN
18;GB500823;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;2008;13;11-20 th;LN
18;GB500824;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;2008;13;11-20 th;LN
18;GB500825;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;2008;13;11-20 th;LN
18;GB500826;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;2008;13;11-20 th;LN
18;GB500827;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;2008;13;11-20 th;LN
18;GB500828;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;2008;13;11-20 th;LN
18;GB500829;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;2008;13;11-20 th;LN
18;GB500830;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;2008;13;11-20 th;LN
18;GB500831;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;2008;13;11-20 th;LN
18;GB500832;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;2008;13;11-20 th;LN
18;GB500833;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;2008;13;11-20 th;LN
18;GB500834;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;2008;13;11-20 th;LN
18;GB500835;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;2008;13;11-20 th;LN
18;GB500836;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;2008;13;11-20 th;LN
18;GB500837;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;2008;13;11-20 th;LN
18;GB500838;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;2008;13;11-20 th;LN
18;GB500839;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;2008;13;11-20 th;LN
18;GB500840;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;2008;13;11-20 th;LN
18;GB500841;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;2008;13;11-20 th;LN
18;GB500843;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;2008;13;11-20 th;LN
18;GB500844;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;2008;13;11-20 th;LN
18;GB500845;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;2008;13;11-20 th;LN
18;GB500846;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;2008;13;11-20 th;LN
18;GB500847;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;2008;13;11-20 th;LN
18;GB500848;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;2008;13;11-20 th;LN
18;GB500849;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;2008;13;11-20 th;LN
18;GB500850;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;2008;13;11-20 th;LN
18;GB500851;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;2008;13;11-20 th;LN
18;GB500852;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;2008;13;11-20 th;LN
18;GB500853;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;2008;13;11-20 th;LN
18;GB500854;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;2008;13;11-20 th;LN
18;GB500855;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;2008;13;11-20 th;LN
18;GB500856;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;2008;13;11-20 th;LN
18;GB500857;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;2008;13;11-20 th;LN
18;GB500858;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;2008;13;11-20 th;LN
18;GB500860;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;2008;13;11-20 th;LN
18;GB500861;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;2008;13;11-20 th;LN
18;GB500862;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;2008;13;11-20 th;LN
18;GB500863;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;2008;13;11-20 th;LN
18;GB500864;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;2008;13;11-20 th;LN
18;GB500865;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;2008;13;11-20 th;LN
18;GB500866;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;2008;13;11-20 th;LN
18;GB500867;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;2008;13;11-20 th;LN
18;GB500868;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;2008;13;11-20 th;LN
18;GB500869;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;2008;13;11-20 th;LN
18;GB500870;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;2008;13;11-20 th;LN
18;GB500871;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;2008;13;11-20 th;LN
18;GB500872;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;2008;13;11-20 th;LN
18;GB500873;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;2008;13;11-20 th;LN
18;GB500874;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;2008;13;11-20 th;LN
18;GB500875;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;2008;13;11-20 th;LN
18;GB500876;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;2008;13;11-20 th;LN
18;GB500877;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;2008;13;11-20 th;LN
18;GB500878;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;2008;13;11-20 th;LN
18;GB500879;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;2008;13;11-20 th;LN
18;GB500880;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;2008;13;11-20 th;LN
18;GB500881;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;2008;13;11-20 th;LN
18;GB500882;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;2008;13;11-20 th;LN
18;GB500883;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;2008;13;11-20 th;LN
18;GB500884;Gerbong;PT Kereta Api Indonesia (Persero);DIVRE III SUMATERA SELATAN;SUMATERA;2008;13;11-20 th;LN
