,NOMOR_IDENTITAS,DAOP,DEPO,JENIS,TAHUN,NAMA_DAOP2,NAMA_DEPO,KODE_DEPO
7756,K207865,DIVRE I SUMATERA UTARA,MDN,KERETA,78,DIVRE I,DEPO KERETA MDN,44.0
7757,K207866,DIVRE I SUMATERA UTARA,MDN,KERETA,78,DIVRE I,DEPO KERETA MDN,44.0
7758,K207869,DIVRE I SUMATERA UTARA,MDN,KERETA,78,DIVRE I,DEPO KERETA MDN,44.0
7759,K207872,DIVRE I SUMATERA UTARA,MDN,KERETA,78,DIVRE I,DEPO KERETA MDN,44.0
7760,K208008,DAOP 4 SEMARANG,SMC,KERETA,80,DAOP 4,DEPO KERETA SMC,25.0
7761,K208009,DAOP 8 SURABAYA,SBI,KERETA,80,DAOP 8,DEPO KERETA SBI,36.0
7762,K208010,DAOP 8 SURABAYA,SBI,KERETA,80,DAOP 8,DEPO KERETA SBI,36.0
7763,K208019,DAOP 3 CIREBON,CN,KERETA,80,DAOP 3,DEPO KERETA CN,23.0
7764,K208021,DAOP 8 SURABAYA,SBI,KERETA,80,DAOP 8,DEPO KERETA SBI,36.0
7765,K208029,DAOP 3 CIREBON,CN,KERETA,80,DAOP 3,DEPO KERETA CN,23.0
7766,K208031,DAOP 3 CIREBON,CN,KERETA,80,DAOP 3,DEPO KERETA CN,23.0
7767,K208033,DAOP 3 CIREBON,CN,KERETA,80,DAOP 3,DEPO KERETA CN,23.0
7768,K208034,DAOP 8 SURABAYA,SBI,KERETA,80,DAOP 8,DEPO KERETA SBI,36.0
7769,K208102,DIVRE III PALEMBANG,KPT,KERETA,81,DIVRE III,DEPO KERETA KPT,50.0
7770,K208104,DIVRE III PALEMBANG,KPT,KERETA,81,DIVRE III,DEPO KERETA KPT,50.0
7771,K208105,DIVRE I SUMATERA UTARA,MDN,KERETA,81,DIVRE I,DEPO KERETA MDN,44.0
7772,K208106,DIVRE I SUMATERA UTARA,MDN,KERETA,81,DIVRE I,DEPO KERETA MDN,44.0
7773,K208108,DAOP 5 PURWOKERTO,PWT,KERETA,81,DAOP 5,DEPO KERETA PWT,27.0
7774,K208109,DAOP 8 SURABAYA,SBI,KERETA,81,DAOP 8,DEPO KERETA SBI,36.0
7775,K208110,DAOP 3 CIREBON,CN,KERETA,81,DAOP 3,DEPO KERETA CN,23.0
7776,K208114,DAOP 5 PURWOKERTO,PWT,KERETA,81,DAOP 5,DEPO KERETA PWT,27.0
7777,K208115,DAOP 3 CIREBON,CN,KERETA,81,DAOP 3,DEPO KERETA CN,23.0
7778,K208203,DAOP 8 SURABAYA,SBI,KERETA,82,DAOP 8,DEPO KERETA SBI,36.0
7779,K208208,DAOP 8 SURABAYA,SBI,KERETA,82,DAOP 8,DEPO KERETA SBI,36.0
7780,K208210,DAOP 5 PURWOKERTO,PWT,KERETA,82,DAOP 5,DEPO KERETA PWT,27.0
7781,K208214,DAOP 8 SURABAYA,SBI,KERETA,82,DAOP 8,DEPO KERETA SBI,36.0
7782,K208220,DAOP 4 SEMARANG,SMC,KERETA,82,DAOP 4,DEPO KERETA SMC,25.0
7783,K208234,DAOP 8 SURABAYA,SBI,KERETA,82,DAOP 8,DEPO KERETA SBI,36.0
7784,K208237,DAOP 4 SEMARANG,SMC,KERETA,82,DAOP 4,DEPO KERETA SMC,25.0
7785,K208238,DAOP 8 SURABAYA,ML,KERETA,82,DAOP 8,DEPO KERETA ML,39.0
7786,K208239,DAOP 8 SURABAYA,SBI,KERETA,82,DAOP 8,DEPO KERETA SBI,36.0
7787,K208240,DAOP 8 SURABAYA,SBI,KERETA,82,DAOP 8,DEPO KERETA SBI,36.0
7788,K208242,DAOP 5 PURWOKERTO,PWT,KERETA,82,DAOP 5,DEPO KERETA PWT,27.0
7789,K208243,DAOP 4 SEMARANG,SMC,KERETA,82,DAOP 4,DEPO KERETA SMC,25.0
7790,K208247,DAOP 4 SEMARANG,SMC,KERETA,82,DAOP 4,DEPO KERETA SMC,25.0
7791,K208253,DAOP 8 SURABAYA,SBI,KERETA,82,DAOP 8,DEPO KERETA SBI,36.0
7792,K208257,DAOP 5 PURWOKERTO,PWT,KERETA,82,DAOP 5,DEPO KERETA PWT,27.0
7793,K208258,DAOP 8 SURABAYA,SBI,KERETA,82,DAOP 8,DEPO KERETA SBI,36.0
7794,K208502,DAOP 8 SURABAYA,SBI,KERETA,85,DAOP 8,DEPO KERETA SBI,36.0
7795,K208503,DAOP 3 CIREBON,CN,KERETA,85,DAOP 3,DEPO KERETA CN,23.0
7796,K208507,DAOP 8 SURABAYA,SBI,KERETA,85,DAOP 8,DEPO KERETA SBI,36.0
7797,K208508,DAOP 5 PURWOKERTO,PWT,KERETA,85,DAOP 5,DEPO KERETA PWT,27.0
7798,K208606,DAOP 8 SURABAYA,ML,KERETA,86,DAOP 8,DEPO KERETA ML,39.0
7799,K208607,DAOP 8 SURABAYA,SBI,KERETA,86,DAOP 8,DEPO KERETA SBI,36.0
7800,K208608,DIVRE I SUMATERA UTARA,MDN,KERETA,86,DIVRE I,DEPO KERETA MDN,44.0
7801,K208611,DAOP 8 SURABAYA,SBI,KERETA,86,DAOP 8,DEPO KERETA SBI,36.0
7802,K208613,DAOP 3 CIREBON,CN,KERETA,86,DAOP 3,DEPO KERETA CN,23.0
7803,K208617,DAOP 8 SURABAYA,ML,KERETA,86,DAOP 8,DEPO KERETA ML,39.0
7804,K208620,DAOP 3 CIREBON,CN,KERETA,86,DAOP 3,DEPO KERETA CN,23.0
7805,K208622,DAOP 8 SURABAYA,ML,KERETA,86,DAOP 8,DEPO KERETA ML,39.0
7806,K208623,DAOP 8 SURABAYA,SBI,KERETA,86,DAOP 8,DEPO KERETA SBI,36.0
7807,K208624,DAOP 8 SURABAYA,SBI,KERETA,86,DAOP 8,DEPO KERETA SBI,36.0
7808,K208626,DAOP 8 SURABAYA,SBI,KERETA,86,DAOP 8,DEPO KERETA SBI,36.0
7809,K208629,DAOP 3 CIREBON,CN,KERETA,86,DAOP 3,DEPO KERETA CN,23.0
7810,K208631,DAOP 8 SURABAYA,SBI,KERETA,86,DAOP 8,DEPO KERETA SBI,36.0
7811,K208632,DAOP 8 SURABAYA,SBI,KERETA,86,DAOP 8,DEPO KERETA SBI,36.0
7812,K208635,DAOP 4 SEMARANG,SMC,KERETA,86,DAOP 4,DEPO KERETA SMC,25.0
7813,K209111,DAOP 8 SURABAYA,SBI,KERETA,91,DAOP 8,DEPO KERETA SBI,36.0
7814,K209602,DAOP 8 SURABAYA,SBI,KERETA,96,DAOP 8,DEPO KERETA SBI,36.0
7815,K209603,DAOP 5 PURWOKERTO,PWT,KERETA,96,DAOP 5,DEPO KERETA PWT,27.0
7816,K300001,DAOP 1 JAKARTA,JAKK,KERETA,0,DAOP 1,DEPO KERETA JAKK,16.0
7817,K300002,DAOP 6 YOGYAKARTA,YK,KERETA,0,DAOP 6,DEPO KERETA YK,29.0
7818,K300003,DAOP 6 YOGYAKARTA,YK,KERETA,0,DAOP 6,DEPO KERETA YK,29.0
7819,K300004,DAOP 6 YOGYAKARTA,YK,KERETA,0,DAOP 6,DEPO KERETA YK,29.0
7820,K300101,DAOP 1 JAKARTA,JAKK,KERETA,1,DAOP 1,DEPO KERETA JAKK,16.0
7821,K300102,DAOP 6 YOGYAKARTA,YK,KERETA,1,DAOP 6,DEPO KERETA YK,29.0
7822,K300103,DAOP 1 JAKARTA,JAKK,KERETA,1,DAOP 1,DEPO KERETA JAKK,16.0
7823,K300201,DAOP 8 SURABAYA,SDT,KERETA,2,DAOP 8,DEPO KERETA SDT,35.0
7824,K300202,DAOP 8 SURABAYA,SDT,KERETA,2,DAOP 8,DEPO KERETA SDT,35.0
7825,K300203,DAOP 8 SURABAYA,SDT,KERETA,2,DAOP 8,DEPO KERETA SDT,35.0
7826,K300204,DAOP 8 SURABAYA,SDT,KERETA,2,DAOP 8,DEPO KERETA SDT,35.0
7827,K300205,DAOP 9 JEMBER,BW,KERETA,2,DAOP 9,DEPO KERETA BW,41.0
7828,K300302,DAOP 5 PURWOKERTO,PWT,KERETA,3,DAOP 5,DEPO KERETA PWT,27.0
7829,K300303,DAOP 7 MADIUN,BL,KERETA,3,DAOP 7,DEPO KERETA BL,33.0
7830,K300304,DAOP 6 YOGYAKARTA,SLO,KERETA,3,DAOP 6,DEPO KERETA SLO,31.0
7831,K300404,DAOP 6 YOGYAKARTA,YK,KERETA,4,DAOP 6,DEPO KERETA YK,29.0
7832,K300406,DAOP 7 MADIUN,BL,KERETA,4,DAOP 7,DEPO KERETA BL,33.0
7833,K300407,DAOP 7 MADIUN,BL,KERETA,4,DAOP 7,DEPO KERETA BL,33.0
7834,K300408,DAOP 7 MADIUN,BL,KERETA,4,DAOP 7,DEPO KERETA BL,33.0
7835,K300409,DAOP 6 YOGYAKARTA,YK,KERETA,4,DAOP 6,DEPO KERETA YK,29.0
7836,K300410,DAOP 7 MADIUN,BL,KERETA,4,DAOP 7,DEPO KERETA BL,33.0
7837,K300501,DAOP 8 SURABAYA,SBI,KERETA,5,DAOP 8,DEPO KERETA SBI,36.0
7838,K300502,DAOP 8 SURABAYA,ML,KERETA,5,DAOP 8,DEPO KERETA ML,39.0
7839,K300503,DAOP 8 SURABAYA,SBI,KERETA,5,DAOP 8,DEPO KERETA SBI,36.0
7840,K300504,DAOP 8 SURABAYA,ML,KERETA,5,DAOP 8,DEPO KERETA ML,39.0
7841,K300505,DAOP 7 MADIUN,BL,KERETA,5,DAOP 7,DEPO KERETA BL,33.0
7842,K300507,DAOP 8 SURABAYA,ML,KERETA,5,DAOP 8,DEPO KERETA ML,39.0
7843,K300508,DAOP 7 MADIUN,BL,KERETA,5,DAOP 7,DEPO KERETA BL,33.0
7844,K300509,DAOP 8 SURABAYA,ML,KERETA,5,DAOP 8,DEPO KERETA ML,39.0
7845,K300601,DAOP 6 YOGYAKARTA,SLO,KERETA,6,DAOP 6,DEPO KERETA SLO,31.0
7846,K300602,DAOP 6 YOGYAKARTA,SLO,KERETA,6,DAOP 6,DEPO KERETA SLO,31.0
7847,K300603,DAOP 6 YOGYAKARTA,SLO,KERETA,6,DAOP 6,DEPO KERETA SLO,31.0
7848,K300604,DAOP 6 YOGYAKARTA,SLO,KERETA,6,DAOP 6,DEPO KERETA SLO,31.0
7849,K300605,DAOP 6 YOGYAKARTA,SLO,KERETA,6,DAOP 6,DEPO KERETA SLO,31.0
7850,K300606,DAOP 6 YOGYAKARTA,SLO,KERETA,6,DAOP 6,DEPO KERETA SLO,31.0
7851,K300607,DAOP 8 SURABAYA,SBI,KERETA,6,DAOP 8,DEPO KERETA SBI,36.0
7852,K300608,DAOP 6 YOGYAKARTA,SLO,KERETA,6,DAOP 6,DEPO KERETA SLO,31.0
7853,K300609,DAOP 6 YOGYAKARTA,SLO,KERETA,6,DAOP 6,DEPO KERETA SLO,31.0
7854,K300610,DAOP 6 YOGYAKARTA,SLO,KERETA,6,DAOP 6,DEPO KERETA SLO,31.0
7855,K300611,DAOP 6 YOGYAKARTA,SLO,KERETA,6,DAOP 6,DEPO KERETA SLO,31.0
7856,K300612,DAOP 5 PURWOKERTO,PWT,KERETA,6,DAOP 5,DEPO KERETA PWT,27.0
7857,K300613,DAOP 5 PURWOKERTO,PWT,KERETA,6,DAOP 5,DEPO KERETA PWT,27.0
7858,K300614,DAOP 5 PURWOKERTO,PWT,KERETA,6,DAOP 5,DEPO KERETA PWT,27.0
7859,K300615,DAOP 5 PURWOKERTO,PWT,KERETA,6,DAOP 5,DEPO KERETA PWT,27.0
7860,K300616,DAOP 5 PURWOKERTO,PWT,KERETA,6,DAOP 5,DEPO KERETA PWT,27.0
7861,K300617,DAOP 5 PURWOKERTO,PWT,KERETA,6,DAOP 5,DEPO KERETA PWT,27.0
7862,K300618,DAOP 5 PURWOKERTO,PWT,KERETA,6,DAOP 5,DEPO KERETA PWT,27.0
7863,K300619,DAOP 5 PURWOKERTO,KTA,KERETA,6,DAOP 5,DEPO KERETA KTA,63.0
7864,K300620,DAOP 1 JAKARTA,JAKK,KERETA,6,DAOP 1,DEPO KERETA JAKK,16.0
7865,K300621,DAOP 6 YOGYAKARTA,YK,KERETA,6,DAOP 6,DEPO KERETA YK,29.0
7866,K300622,DAOP 2 BANDUNG,BD,KERETA,6,DAOP 2,DEPO KERETA BD,21.0
7867,K300623,DAOP 2 BANDUNG,BD,KERETA,6,DAOP 2,DEPO KERETA BD,21.0
7868,K300624,DAOP 2 BANDUNG,BD,KERETA,6,DAOP 2,DEPO KERETA BD,21.0
7869,K300704,DAOP 6 YOGYAKARTA,YK,KERETA,7,DAOP 6,DEPO KERETA YK,29.0
7870,K300707,DAOP 8 SURABAYA,SBI,KERETA,7,DAOP 8,DEPO KERETA SBI,36.0
7871,K300708,DAOP 8 SURABAYA,SBI,KERETA,7,DAOP 8,DEPO KERETA SBI,36.0
7872,K300709,DAOP 8 SURABAYA,SBI,KERETA,7,DAOP 8,DEPO KERETA SBI,36.0
7873,K300710,DAOP 8 SURABAYA,SDT,KERETA,7,DAOP 8,DEPO KERETA SDT,35.0
7874,K300711,DAOP 8 SURABAYA,SBI,KERETA,7,DAOP 8,DEPO KERETA SBI,36.0
7875,K300712,DAOP 6 YOGYAKARTA,YK,KERETA,7,DAOP 6,DEPO KERETA YK,29.0
7876,K300713,DAOP 6 YOGYAKARTA,YK,KERETA,7,DAOP 6,DEPO KERETA YK,29.0
7877,K300714,DAOP 6 YOGYAKARTA,YK,KERETA,7,DAOP 6,DEPO KERETA YK,29.0
7878,K300715,DAOP 6 YOGYAKARTA,YK,KERETA,7,DAOP 6,DEPO KERETA YK,29.0
7879,K300716,DAOP 1 JAKARTA,JAKK,KERETA,7,DAOP 1,DEPO KERETA JAKK,16.0
7880,K300717,DAOP 7 MADIUN,BL,KERETA,7,DAOP 7,DEPO KERETA BL,33.0
7881,K300718,DAOP 7 MADIUN,BL,KERETA,7,DAOP 7,DEPO KERETA BL,33.0
7882,K300719,DAOP 2 BANDUNG,BD,KERETA,7,DAOP 2,DEPO KERETA BD,21.0
7883,K300720,DAOP 2 BANDUNG,BD,KERETA,7,DAOP 2,DEPO KERETA BD,21.0
7884,K300721,DAOP 1 JAKARTA,JAKK,KERETA,7,DAOP 1,DEPO KERETA JAKK,16.0
7885,K300722,DAOP 7 MADIUN,BL,KERETA,7,DAOP 7,DEPO KERETA BL,33.0
7886,K300723,DAOP 1 JAKARTA,JAKK,KERETA,7,DAOP 1,DEPO KERETA JAKK,16.0
7887,K300724,DAOP 6 YOGYAKARTA,YK,KERETA,7,DAOP 6,DEPO KERETA YK,29.0
7888,K300725,DAOP 7 MADIUN,BL,KERETA,7,DAOP 7,DEPO KERETA BL,33.0
7889,K300726,DAOP 8 SURABAYA,SBI,KERETA,7,DAOP 8,DEPO KERETA SBI,36.0
7890,K300727,DAOP 7 MADIUN,BL,KERETA,7,DAOP 7,DEPO KERETA BL,33.0
7891,K300728,DIVRE IV TANJUNGKARANG,TNK,KERETA,7,DIVRE IV,DEPO KERETA TNK,48.0
7892,K300729,DIVRE IV TANJUNGKARANG,TNK,KERETA,7,DIVRE IV,DEPO KERETA TNK,48.0
7893,K300730,DIVRE IV TANJUNGKARANG,TNK,KERETA,7,DIVRE IV,DEPO KERETA TNK,48.0
7894,K300731,DIVRE IV TANJUNGKARANG,TNK,KERETA,7,DIVRE IV,DEPO KERETA TNK,48.0
7895,K300732,DIVRE IV TANJUNGKARANG,TNK,KERETA,7,DIVRE IV,DEPO KERETA TNK,48.0
7896,K300733,DIVRE IV TANJUNGKARANG,TNK,KERETA,7,DIVRE IV,DEPO KERETA TNK,48.0
7897,K300734,DIVRE I SUMATERA UTARA,MDN,KERETA,7,DIVRE I,DEPO KERETA MDN,44.0
7898,K300735,DIVRE I SUMATERA UTARA,MDN,KERETA,7,DIVRE I,DEPO KERETA MDN,44.0
7899,K300736,DIVRE I SUMATERA UTARA,MDN,KERETA,7,DIVRE I,DEPO KERETA MDN,44.0
7900,K300737,DIVRE I SUMATERA UTARA,MDN,KERETA,7,DIVRE I,DEPO KERETA MDN,44.0
7901,K300738,DIVRE I SUMATERA UTARA,MDN,KERETA,7,DIVRE I,DEPO KERETA MDN,44.0
7902,K300739,DIVRE I SUMATERA UTARA,MDN,KERETA,7,DIVRE I,DEPO KERETA MDN,44.0
7903,K300801,DAOP 1 JAKARTA,RK,KERETA,8,DAOP 1,DEPO KERETA RK,57.0
7904,K300803,DAOP 1 JAKARTA,RK,KERETA,8,DAOP 1,DEPO KERETA RK,57.0
7905,K300804,DAOP 1 JAKARTA,RK,KERETA,8,DAOP 1,DEPO KERETA RK,57.0
7906,K300805,DAOP 1 JAKARTA,RK,KERETA,8,DAOP 1,DEPO KERETA RK,57.0
7907,K300806,DAOP 1 JAKARTA,RK,KERETA,8,DAOP 1,DEPO KERETA RK,57.0
7908,K300807,DAOP 1 JAKARTA,RK,KERETA,8,DAOP 1,DEPO KERETA RK,57.0
7909,K300808,DAOP 2 BANDUNG,BD,KERETA,8,DAOP 2,DEPO KERETA BD,21.0
7910,K300809,DAOP 2 BANDUNG,BD,KERETA,8,DAOP 2,DEPO KERETA BD,21.0
7911,K300811,DAOP 7 MADIUN,BL,KERETA,8,DAOP 7,DEPO KERETA BL,33.0
7912,K300812,DAOP 8 SURABAYA,ML,KERETA,8,DAOP 8,DEPO KERETA ML,39.0
7913,K300813,DAOP 8 SURABAYA,ML,KERETA,8,DAOP 8,DEPO KERETA ML,39.0
7914,K300814,DAOP 8 SURABAYA,ML,KERETA,8,DAOP 8,DEPO KERETA ML,39.0
7915,K300815,DAOP 8 SURABAYA,ML,KERETA,8,DAOP 8,DEPO KERETA ML,39.0
7916,K300816,DAOP 8 SURABAYA,SDT,KERETA,8,DAOP 8,DEPO KERETA SDT,35.0
7917,K300817,DAOP 8 SURABAYA,ML,KERETA,8,DAOP 8,DEPO KERETA ML,39.0
7918,K300818,DAOP 8 SURABAYA,ML,KERETA,8,DAOP 8,DEPO KERETA ML,39.0
7919,K300819,DIVRE II SUMATERA BARAT,PD,KERETA,8,DIVRE II,DEPO KERETA PD,46.0
7920,K300820,DIVRE II SUMATERA BARAT,PD,KERETA,8,DIVRE II,DEPO KERETA PD,46.0
7921,K300821,DIVRE II SUMATERA BARAT,PD,KERETA,8,DIVRE II,DEPO KERETA PD,46.0
7922,K300822,DIVRE II SUMATERA BARAT,PD,KERETA,8,DIVRE II,DEPO KERETA PD,46.0
7923,K300901,DAOP 7 MADIUN,BL,KERETA,9,DAOP 7,DEPO KERETA BL,33.0
7924,K300902,DAOP 7 MADIUN,BL,KERETA,9,DAOP 7,DEPO KERETA BL,33.0
7925,K300903,DAOP 7 MADIUN,BL,KERETA,9,DAOP 7,DEPO KERETA BL,33.0
7926,K300904,DAOP 2 BANDUNG,BD,KERETA,9,DAOP 2,DEPO KERETA BD,21.0
7927,K300905,DAOP 7 MADIUN,BL,KERETA,9,DAOP 7,DEPO KERETA BL,33.0
7928,K300906,DAOP 7 MADIUN,BL,KERETA,9,DAOP 7,DEPO KERETA BL,33.0
7929,K300907,DAOP 7 MADIUN,BL,KERETA,9,DAOP 7,DEPO KERETA BL,33.0
7930,K300908,DAOP 7 MADIUN,BL,KERETA,9,DAOP 7,DEPO KERETA BL,33.0
7931,K300909,DAOP 7 MADIUN,BL,KERETA,9,DAOP 7,DEPO KERETA BL,33.0
7932,K300910,DAOP 2 BANDUNG,BD,KERETA,9,DAOP 2,DEPO KERETA BD,21.0
7933,K300911,DAOP 7 MADIUN,BL,KERETA,9,DAOP 7,DEPO KERETA BL,33.0
7934,K300912,DAOP 2 BANDUNG,BD,KERETA,9,DAOP 2,DEPO KERETA BD,21.0
7935,K300913,DAOP 2 BANDUNG,BD,KERETA,9,DAOP 2,DEPO KERETA BD,21.0
7936,K300914,DAOP 5 PURWOKERTO,KTA,KERETA,9,DAOP 5,DEPO KERETA KTA,63.0
7937,K300915,DAOP 5 PURWOKERTO,KTA,KERETA,9,DAOP 5,DEPO KERETA KTA,63.0
7938,K300916,DAOP 5 PURWOKERTO,KTA,KERETA,9,DAOP 5,DEPO KERETA KTA,63.0
7939,K300917,DAOP 5 PURWOKERTO,KTA,KERETA,9,DAOP 5,DEPO KERETA KTA,63.0
7940,K300918,DAOP 5 PURWOKERTO,KTA,KERETA,9,DAOP 5,DEPO KERETA KTA,63.0
7941,K300919,DAOP 5 PURWOKERTO,KTA,KERETA,9,DAOP 5,DEPO KERETA KTA,63.0
7942,K300920,DAOP 1 JAKARTA,RK,KERETA,9,DAOP 1,DEPO KERETA RK,57.0
7943,K300921,DAOP 5 PURWOKERTO,KTA,KERETA,9,DAOP 5,DEPO KERETA KTA,63.0
7944,K300922,DAOP 6 YOGYAKARTA,SLO,KERETA,9,DAOP 6,DEPO KERETA SLO,31.0
7945,K300923,DAOP 2 BANDUNG,BD,KERETA,9,DAOP 2,DEPO KERETA BD,21.0
7946,K300924,DAOP 7 MADIUN,BL,KERETA,9,DAOP 7,DEPO KERETA BL,33.0
7947,K300925,DAOP 7 MADIUN,BL,KERETA,9,DAOP 7,DEPO KERETA BL,33.0
7948,K300926,DAOP 7 MADIUN,BL,KERETA,9,DAOP 7,DEPO KERETA BL,33.0
7949,K300927,DAOP 7 MADIUN,BL,KERETA,9,DAOP 7,DEPO KERETA BL,33.0
7950,K300928,DAOP 7 MADIUN,BL,KERETA,9,DAOP 7,DEPO KERETA BL,33.0
7951,K300929,DAOP 7 MADIUN,BL,KERETA,9,DAOP 7,DEPO KERETA BL,33.0
7952,K300930,DAOP 7 MADIUN,BL,KERETA,9,DAOP 7,DEPO KERETA BL,33.0
7953,K300931,DAOP 7 MADIUN,BL,KERETA,9,DAOP 7,DEPO KERETA BL,33.0
7954,K300932,DAOP 7 MADIUN,BL,KERETA,9,DAOP 7,DEPO KERETA BL,33.0
7955,K300933,DAOP 2 BANDUNG,BD,KERETA,9,DAOP 2,DEPO KERETA BD,21.0
7956,K300934,DAOP 7 MADIUN,BL,KERETA,9,DAOP 7,DEPO KERETA BL,33.0
7957,K300935,DAOP 2 BANDUNG,BD,KERETA,9,DAOP 2,DEPO KERETA BD,21.0
7958,K300936,DAOP 7 MADIUN,BL,KERETA,9,DAOP 7,DEPO KERETA BL,33.0
7959,K300937,DAOP 2 BANDUNG,BD,KERETA,9,DAOP 2,DEPO KERETA BD,21.0
7960,K300938,DAOP 2 BANDUNG,BD,KERETA,9,DAOP 2,DEPO KERETA BD,21.0
7961,K300939,DAOP 9 JEMBER,BW,KERETA,9,DAOP 9,DEPO KERETA BW,41.0
7962,K300940,DAOP 9 JEMBER,BW,KERETA,9,DAOP 9,DEPO KERETA BW,41.0
7963,K300941,DAOP 9 JEMBER,BW,KERETA,9,DAOP 9,DEPO KERETA BW,41.0
7964,K300942,DAOP 9 JEMBER,BW,KERETA,9,DAOP 9,DEPO KERETA BW,41.0
7965,K300943,DAOP 9 JEMBER,BW,KERETA,9,DAOP 9,DEPO KERETA BW,41.0
7966,K300944,DIVRE II SUMATERA BARAT,PD,KERETA,9,DIVRE II,DEPO KERETA PD,46.0
7967,K300945,DIVRE II SUMATERA BARAT,PD,KERETA,9,DIVRE II,DEPO KERETA PD,46.0
7968,K300947,DIVRE II SUMATERA BARAT,PD,KERETA,9,DIVRE II,DEPO KERETA PD,46.0
7969,K301004,DAOP 6 YOGYAKARTA,YK,KERETA,10,DAOP 6,DEPO KERETA YK,29.0
7970,K301007,DAOP 6 YOGYAKARTA,YK,KERETA,10,DAOP 6,DEPO KERETA YK,29.0
7971,K301101,DAOP 6 YOGYAKARTA,YK,KERETA,11,DAOP 6,DEPO KERETA YK,29.0
7972,K301102,DAOP 6 YOGYAKARTA,YK,KERETA,11,DAOP 6,DEPO KERETA YK,29.0
7973,K301103,DAOP 8 SURABAYA,ML,KERETA,11,DAOP 8,DEPO KERETA ML,39.0
7974,K301104,DAOP 8 SURABAYA,ML,KERETA,11,DAOP 8,DEPO KERETA ML,39.0
7975,K301105,DAOP 8 SURABAYA,ML,KERETA,11,DAOP 8,DEPO KERETA ML,39.0
7976,K301106,DAOP 8 SURABAYA,ML,KERETA,11,DAOP 8,DEPO KERETA ML,39.0
7977,K301107,DAOP 8 SURABAYA,ML,KERETA,11,DAOP 8,DEPO KERETA ML,39.0
7978,K301207,DAOP 8 SURABAYA,ML,KERETA,12,DAOP 8,DEPO KERETA ML,39.0
7979,K301215,DAOP 8 SURABAYA,ML,KERETA,12,DAOP 8,DEPO KERETA ML,39.0
7980,K301231,DAOP 1 JAKARTA,JAKK,KERETA,12,DAOP 1,DEPO KERETA JAKK,16.0
7981,K301233,DAOP 6 YOGYAKARTA,YK,KERETA,12,DAOP 6,DEPO KERETA YK,29.0
7982,K301236,DAOP 5 PURWOKERTO,PWT,KERETA,12,DAOP 5,DEPO KERETA PWT,27.0
7983,K301241,DAOP 1 JAKARTA,JAKK,KERETA,12,DAOP 1,DEPO KERETA JAKK,16.0
7984,K301244,DAOP 1 JAKARTA,JAKK,KERETA,12,DAOP 1,DEPO KERETA JAKK,16.0
7985,K301245,DAOP 5 PURWOKERTO,PWT,KERETA,12,DAOP 5,DEPO KERETA PWT,27.0
7986,K301247,DAOP 1 JAKARTA,JAKK,KERETA,12,DAOP 1,DEPO KERETA JAKK,16.0
7987,K301248,DAOP 1 JAKARTA,JAKK,KERETA,12,DAOP 1,DEPO KERETA JAKK,16.0
7988,K301249,DAOP 1 JAKARTA,JAKK,KERETA,12,DAOP 1,DEPO KERETA JAKK,16.0
7989,K301401,DAOP 6 YOGYAKARTA,SLO,KERETA,14,DAOP 6,DEPO KERETA SLO,31.0
7990,K301402,DAOP 6 YOGYAKARTA,SLO,KERETA,14,DAOP 6,DEPO KERETA SLO,31.0
7991,K301403,DAOP 6 YOGYAKARTA,SLO,KERETA,14,DAOP 6,DEPO KERETA SLO,31.0
7992,K301404,DAOP 6 YOGYAKARTA,SLO,KERETA,14,DAOP 6,DEPO KERETA SLO,31.0
7993,K301405,DAOP 6 YOGYAKARTA,SLO,KERETA,14,DAOP 6,DEPO KERETA SLO,31.0
7994,K301406,DAOP 6 YOGYAKARTA,SLO,KERETA,14,DAOP 6,DEPO KERETA SLO,31.0
7995,K301407,DAOP 6 YOGYAKARTA,SLO,KERETA,14,DAOP 6,DEPO KERETA SLO,31.0
7996,K301408,DAOP 6 YOGYAKARTA,SLO,KERETA,14,DAOP 6,DEPO KERETA SLO,31.0
7997,K301409,DAOP 6 YOGYAKARTA,SLO,KERETA,14,DAOP 6,DEPO KERETA SLO,31.0
7998,K301410,DAOP 1 JAKARTA,JAKK,KERETA,14,DAOP 1,DEPO KERETA JAKK,16.0
7999,K301411,DAOP 5 PURWOKERTO,PWT,KERETA,14,DAOP 5,DEPO KERETA PWT,27.0
8000,K301412,DAOP 5 PURWOKERTO,PWT,KERETA,14,DAOP 5,DEPO KERETA PWT,27.0
8001,K301413,DAOP 5 PURWOKERTO,PWT,KERETA,14,DAOP 5,DEPO KERETA PWT,27.0
8002,K301414,DAOP 5 PURWOKERTO,PWT,KERETA,14,DAOP 5,DEPO KERETA PWT,27.0
8003,K301415,DAOP 6 YOGYAKARTA,SLO,KERETA,14,DAOP 6,DEPO KERETA SLO,31.0
8004,K301416,DAOP 6 YOGYAKARTA,SLO,KERETA,14,DAOP 6,DEPO KERETA SLO,31.0
8005,K301417,DAOP 5 PURWOKERTO,PWT,KERETA,14,DAOP 5,DEPO KERETA PWT,27.0
8006,K301418,DAOP 6 YOGYAKARTA,SLO,KERETA,14,DAOP 6,DEPO KERETA SLO,31.0
8007,K301419,DAOP 6 YOGYAKARTA,SLO,KERETA,14,DAOP 6,DEPO KERETA SLO,31.0
