"319","K118933","K110824/8512","0","2","3","0","2008","24","42","Tidak Aktiv","JEPANG","2009-12-28","2019-08-25","0000-00-00","TOKYO CORP","3","0000-00-00 00:00:00","0000-00-00 00:00:00"
"320","K118920","K110828/8855","0","2","3","0","1989","24","42","Aktiv","JEPANG","2009-12-28","2021-02-28","0000-00-00","TOKYO CORP","3","0000-00-00 00:00:00","0000-00-00 00:00:00"
"321","K118923","K110831/0811","0","2","3","0","1989","24","42","Aktiv","JEPANG","0000-00-00","2021-02-28","0000-00-00","TOKYO CORP","3","0000-00-00 00:00:00","0000-00-00 00:00:00"
"403","K118909","K110501/8008","0","2","3","0","2005","24","42","Aktiv","JEPANG","2009-12-28","2019-09-22","0000-00-00","TOKYO CORP","3","0000-00-00 00:00:00","0000-00-00 00:00:00"
"404","K118910","K110502/8108","0","2","3","0","2005","24","42","Aktiv","JEPANG","2009-12-28","2021-10-02","0000-00-00","TOKYO CORP","3","0000-00-00 00:00:00","0000-00-00 00:00:00"
"405","K118911","K110503/8204","0","2","3","0","2005","24","42","Aktiv","JEPANG","2009-12-28","2021-10-02","0000-00-00","TOKYO CORP","3","0000-00-00 00:00:00","0000-00-00 00:00:00"
"409","K118912","K110507/8245","0","2","3","0","2005","24","42","Aktiv","JEPANG","2009-12-28","2021-10-02","0000-00-00","TOKYO CORP","3","0000-00-00 00:00:00","0000-00-00 00:00:00"
"410","K118913","K110508/8007","0","2","3","0","2005","24","42","Aktiv","JEPANG","2009-12-28","2021-10-02","0000-00-00","TOKYO CORP","3","0000-00-00 00:00:00","0000-00-00 00:00:00"
"411","K118901","K110509/8004","0","2","3","0","2005","24","42","Aktiv","JEPANG","2009-12-28","2021-10-02","0000-00-00","TOKYO CORP","3","0000-00-00 00:00:00","0000-00-00 00:00:00"
"412","K118902","K110510/8103","0","2","3","0","2005","24","42","Aktiv","JEPANG","2009-12-28","2021-10-02","0000-00-00","TOKYO CORP","3","0000-00-00 00:00:00","0000-00-00 00:00:00"
"413","K118903","K110511/8213","0","2","3","0","2005","24","42","Aktiv","JEPANG","2009-12-28","2021-10-02","0000-00-00","TOKYO CORP","3","0000-00-00 00:00:00","0000-00-00 00:00:00"
"414","K118904","K110512/8142","0","2","3","0","2005","24","42","Aktiv","JEPANG","2009-12-28","2021-10-02","0000-00-00","TOKYO CORP","3","0000-00-00 00:00:00","0000-00-00 00:00:00"
"415","K118905","K110513/8263","0","2","3","0","2005","24","42","Aktiv","JEPANG","2009-12-28","2021-10-02","0000-00-00","TOKYO CORP","3","0000-00-00 00:00:00","0000-00-00 00:00:00"
"416","K118906","K110514/8104","0","2","3","0","2005","24","42","Aktiv","JEPANG","2009-12-28","2021-10-02","0000-00-00","TOKYO CORP","3","0000-00-00 00:00:00","0000-00-00 00:00:00"
"417","K118907","K110515/8202","0","2","3","0","2005","24","42","Aktiv","JEPANG","2009-12-28","2021-10-02","0000-00-00","TOKYO CORP","3","0000-00-00 00:00:00","0000-00-00 00:00:00"
"418","K118908","K110516/8003","0","2","3","0","2005","24","42","Aktiv","JEPANG","2009-12-28","2021-10-02","0000-00-00","TOKYO CORP","3","0000-00-00 00:00:00","0000-00-00 00:00:00"
"419","K118932","K110601/8604","0","2","3","0","2006","24","42","Aktiv","JEPANG","2009-12-28","2021-10-27","0000-00-00","TOKYO CORP","3","0000-00-00 00:00:00","0000-00-00 00:00:00"
"420","K118931","K110602/8704","0","2","3","0","2006","24","42","Aktiv","JEPANG","2009-12-28","2021-10-27","0000-00-00","TOKYO CORP","3","0000-00-00 00:00:00","0000-00-00 00:00:00"
"421","K118928","K110605/8719","0","2","3","0","2006","24","42","Aktiv","JEPANG","2009-12-28","2021-10-27","0000-00-00","TOKYO CORP","3","0000-00-00 00:00:00","0000-00-00 00:00:00"
"422","K118926","K110607/8804","0","2","3","0","2006","24","42","Aktiv","JEPANG","2009-12-28","2021-10-27","0000-00-00","TOKYO CORP","3","0000-00-00 00:00:00","0000-00-00 00:00:00"
"423","K118949","K110609/8608","0","2","3","0","2006","24","42","Tidak Aktiv","JEPANG","2009-12-28","2017-04-22","0000-00-00","TOKYO CORP","3","0000-00-00 00:00:00","0000-00-00 00:00:00"
"424","K118951","K110611/8949","0","2","3","0","2006","24","42","Tidak Aktiv","JEPANG","2009-12-28","2017-04-22","0000-00-00","TOKYO CORP","3","0000-00-00 00:00:00","0000-00-00 00:00:00"
