,NOMOR_IDENTITAS,DAOP,DEPO,JENIS,TAHUN,TAHUN_2,UMUR,RANGE_USIA
1849,GD4212377,DAOP 8,SDT,GERBONG,12,2012,9,<=10 th
1850,GD4212378,DAOP 8,SDT,GERBONG,12,2012,9,<=10 th
1851,GD4212379,DAOP 8,SDT,GERBONG,12,2012,9,<=10 th
1852,GD4212380,DAOP 8,SDT,GERBONG,12,2012,9,<=10 th
1853,GD4212381,DAOP 8,SDT,GERBONG,12,2012,9,<=10 th
1854,GD4212382,DAOP 8,SDT,GERBONG,12,2012,9,<=10 th
1855,GD4212383,DAOP 8,SDT,GERBONG,12,2012,9,<=10 th
1856,GD4212385,DAOP 8,SDT,GERBONG,12,2012,9,<=10 th
1857,GD4212386,DAOP 8,SDT,GERBONG,12,2012,9,<=10 th
1858,GD4212387,DAOP 8,SDT,GERBONG,12,2012,9,<=10 th
1859,GD4212388,DAOP 8,SDT,GERBONG,12,2012,9,<=10 th
1860,GD4212389,DAOP 8,SDT,GERBONG,12,2012,9,<=10 th
1861,GD4212390,DAOP 8,SDT,GERBONG,12,2012,9,<=10 th
1862,GD4212391,DAOP 8,SDT,GERBONG,12,2012,9,<=10 th
1863,GD4212392,DAOP 8,SDT,GERBONG,12,2012,9,<=10 th
1864,GD4212393,DAOP 8,SDT,GERBONG,12,2012,9,<=10 th
1865,GD4212394,DAOP 8,SDT,GERBONG,12,2012,9,<=10 th
1866,GD4212395,DAOP 8,SDT,GERBONG,12,2012,9,<=10 th
1867,GD4212396,DAOP 8,SDT,GERBONG,12,2012,9,<=10 th
1868,GD4212397,DAOP 8,SDT,GERBONG,12,2012,9,<=10 th
1869,GD4212398,DAOP 8,SDT,GERBONG,12,2012,9,<=10 th
1870,GD4212399,DAOP 8,SDT,GERBONG,12,2012,9,<=10 th
1871,GD4212400,DAOP 8,SDT,GERBONG,12,2012,9,<=10 th
1872,GD4212401,DAOP 8,SDT,GERBONG,12,2012,9,<=10 th
1873,GD4212402,DAOP 8,SDT,GERBONG,12,2012,9,<=10 th
1874,GD4212403,DAOP 8,SDT,GERBONG,12,2012,9,<=10 th
1875,GD4212404,DAOP 8,SDT,GERBONG,12,2012,9,<=10 th
1876,GD4212405,DAOP 8,SDT,GERBONG,12,2012,9,<=10 th
1877,GD4212406,DAOP 8,SDT,GERBONG,12,2012,9,<=10 th
1878,GD4212407,DAOP 8,SDT,GERBONG,12,2012,9,<=10 th
1879,GD4212408,DAOP 8,SDT,GERBONG,12,2012,9,<=10 th
1880,GD4212409,DAOP 8,SDT,GERBONG,12,2012,9,<=10 th
1881,GD4212410,DAOP 8,SDT,GERBONG,12,2012,9,<=10 th
1882,GD4212411,DAOP 8,SDT,GERBONG,12,2012,9,<=10 th
1883,GD4212412,DAOP 8,SDT,GERBONG,12,2012,9,<=10 th
1884,GD4212413,DAOP 8,SDT,GERBONG,12,2012,9,<=10 th
1885,GD4212414,DAOP 8,SDT,GERBONG,12,2012,9,<=10 th
1886,GD4212415,DAOP 8,SDT,GERBONG,12,2012,9,<=10 th
1887,GD4212416,DAOP 8,SDT,GERBONG,12,2012,9,<=10 th
1888,GD4212417,DAOP 8,SDT,GERBONG,12,2012,9,<=10 th
1889,GD4212418,DAOP 8,SDT,GERBONG,12,2012,9,<=10 th
1890,GD4212419,DAOP 8,SDT,GERBONG,12,2012,9,<=10 th
1891,GD4212420,DAOP 8,SDT,GERBONG,12,2012,9,<=10 th
1892,GD4212481,DAOP 8,SDT,GERBONG,12,2012,9,<=10 th
1893,GD4212482,DAOP 8,SDT,GERBONG,12,2012,9,<=10 th
1894,GD4212483,DAOP 8,SDT,GERBONG,12,2012,9,<=10 th
1895,GD4212491,DAOP 8,SDT,GERBONG,12,2012,9,<=10 th
1896,GD4212495,DAOP 8,SDT,GERBONG,12,2012,9,<=10 th
1897,GD4212511,DAOP 8,SDT,GERBONG,12,2012,9,<=10 th
1898,GD4212512,DAOP 8,SDT,GERBONG,12,2012,9,<=10 th
1899,GD4212513,DAOP 8,SDT,GERBONG,12,2012,9,<=10 th
1900,GD4212514,DAOP 8,SDT,GERBONG,12,2012,9,<=10 th
1901,GD4212515,DAOP 8,SDT,GERBONG,12,2012,9,<=10 th
1902,GD4212517,DAOP 8,SDT,GERBONG,12,2012,9,<=10 th
1903,GD4212518,DAOP 8,SDT,GERBONG,12,2012,9,<=10 th
1904,GD4212519,DAOP 8,SDT,GERBONG,12,2012,9,<=10 th
1905,GD4212520,DAOP 8,SDT,GERBONG,12,2012,9,<=10 th
1906,GD4213151,DAOP 8,SDT,GERBONG,13,2013,8,<=10 th
1907,GD4213152,DAOP 8,SDT,GERBONG,13,2013,8,<=10 th
1908,GD4213153,DAOP 8,SDT,GERBONG,13,2013,8,<=10 th
1909,GD4213154,DAOP 8,SDT,GERBONG,13,2013,8,<=10 th
1910,GD4213155,DAOP 8,SDT,GERBONG,13,2013,8,<=10 th
1911,GD4213156,DAOP 8,SDT,GERBONG,13,2013,8,<=10 th
1912,GD4213157,DAOP 8,SDT,GERBONG,13,2013,8,<=10 th
1913,GD4213158,DAOP 8,SDT,GERBONG,13,2013,8,<=10 th
1914,GD4213159,DAOP 8,SDT,GERBONG,13,2013,8,<=10 th
1915,GD4213160,DAOP 8,SDT,GERBONG,13,2013,8,<=10 th
1916,GD4213161,DAOP 8,SDT,GERBONG,13,2013,8,<=10 th
1917,GD4213162,DAOP 8,SDT,GERBONG,13,2013,8,<=10 th
1918,GD4213163,DAOP 8,SDT,GERBONG,13,2013,8,<=10 th
1919,GD4213164,DAOP 8,SDT,GERBONG,13,2013,8,<=10 th
1920,GD4213165,DAOP 8,SDT,GERBONG,13,2013,8,<=10 th
1921,GD4213166,DAOP 8,SDT,GERBONG,13,2013,8,<=10 th
1922,GD4213167,DAOP 8,SDT,GERBONG,13,2013,8,<=10 th
1923,GD4213168,DAOP 8,SDT,GERBONG,13,2013,8,<=10 th
1924,GD4213169,DAOP 8,SDT,GERBONG,13,2013,8,<=10 th
1925,GD4213170,DAOP 8,SDT,GERBONG,13,2013,8,<=10 th
1926,GD4213171,DAOP 8,SDT,GERBONG,13,2013,8,<=10 th
1927,GD4213172,DAOP 8,SDT,GERBONG,13,2013,8,<=10 th
1928,GD4213174,DAOP 8,SDT,GERBONG,13,2013,8,<=10 th
1929,GD4213175,DAOP 8,SDT,GERBONG,13,2013,8,<=10 th
1930,GD4213176,DAOP 8,SDT,GERBONG,13,2013,8,<=10 th
1931,GD4213177,DAOP 8,SDT,GERBONG,13,2013,8,<=10 th
1932,GD4213178,DAOP 8,SDT,GERBONG,13,2013,8,<=10 th
1933,GD4213180,DAOP 8,SDT,GERBONG,13,2013,8,<=10 th
1934,GD4213182,DAOP 8,SDT,GERBONG,13,2013,8,<=10 th
1935,GD4213184,DAOP 8,SDT,GERBONG,13,2013,8,<=10 th
1936,GD4213185,DAOP 8,SDT,GERBONG,13,2013,8,<=10 th
1937,GD4213188,DAOP 8,SDT,GERBONG,13,2013,8,<=10 th
1938,GD4213189,DAOP 8,SDT,GERBONG,13,2013,8,<=10 th
1939,GD4213190,DAOP 8,SDT,GERBONG,13,2013,8,<=10 th
1940,GD4213191,DAOP 8,SDT,GERBONG,13,2013,8,<=10 th
1941,GD4213192,DAOP 8,SDT,GERBONG,13,2013,8,<=10 th
1942,GD4213193,DAOP 8,SDT,GERBONG,13,2013,8,<=10 th
1943,GD4213197,DAOP 8,SDT,GERBONG,13,2013,8,<=10 th
1944,GD4213198,DAOP 8,SDT,GERBONG,13,2013,8,<=10 th
1945,GD4213199,DAOP 8,SDT,GERBONG,13,2013,8,<=10 th
1946,GD4213200,DAOP 8,SDT,GERBONG,13,2013,8,<=10 th
1947,GD4213201,DAOP 8,SDT,GERBONG,13,2013,8,<=10 th
1948,GD4213202,DAOP 8,SDT,GERBONG,13,2013,8,<=10 th
1949,GD4213203,DAOP 8,SDT,GERBONG,13,2013,8,<=10 th
1950,GD4213204,DAOP 8,SDT,GERBONG,13,2013,8,<=10 th
1951,GD4213205,DAOP 8,SDT,GERBONG,13,2013,8,<=10 th
1952,GD4213206,DAOP 8,SDT,GERBONG,13,2013,8,<=10 th
1953,GD4213207,DAOP 8,SDT,GERBONG,13,2013,8,<=10 th
1954,GD4213208,DAOP 8,SDT,GERBONG,13,2013,8,<=10 th
1955,GD4213209,DAOP 8,SDT,GERBONG,13,2013,8,<=10 th
1956,GD4213210,DAOP 8,SDT,GERBONG,13,2013,8,<=10 th
1957,GD4214321,DAOP 8,SDT,GERBONG,14,2014,7,<=10 th
1958,GD4214322,DAOP 8,SDT,GERBONG,14,2014,7,<=10 th
1959,GD4214328,DAOP 8,SDT,GERBONG,14,2014,7,<=10 th
1960,GD4214366,DAOP 8,SDT,GERBONG,14,2014,7,<=10 th
1961,GD4214369,DAOP 8,SDT,GERBONG,14,2014,7,<=10 th
1962,GD4214473,DAOP 8,SDT,GERBONG,14,2014,7,<=10 th
1963,GD4214474,DAOP 8,SDT,GERBONG,14,2014,7,<=10 th
1964,GD4214483,DAOP 8,SDT,GERBONG,14,2014,7,<=10 th
1965,GD4214496,DAOP 8,SDT,GERBONG,14,2014,7,<=10 th
1966,GD4214503,DAOP 8,SDT,GERBONG,14,2014,7,<=10 th
1967,GD4214510,DAOP 8,SDT,GERBONG,14,2014,7,<=10 th
1968,GD4214513,DAOP 8,SDT,GERBONG,14,2014,7,<=10 th
1969,GD4214517,DAOP 8,SDT,GERBONG,14,2014,7,<=10 th
1970,GD4214520,DAOP 8,SDT,GERBONG,14,2014,7,<=10 th
1971,GD4214526,DAOP 8,SDT,GERBONG,14,2014,7,<=10 th
1972,GD4214528,DAOP 8,SDT,GERBONG,14,2014,7,<=10 th
1973,GD4214536,DAOP 8,SDT,GERBONG,14,2014,7,<=10 th
1974,GD4214537,DAOP 8,SDT,GERBONG,14,2014,7,<=10 th
1975,GD4214541,DAOP 8,SDT,GERBONG,14,2014,7,<=10 th
1976,GD4214543,DAOP 8,SDT,GERBONG,14,2014,7,<=10 th
1977,GD4214548,DAOP 8,SDT,GERBONG,14,2014,7,<=10 th
1978,GD4214550,DAOP 8,SDT,GERBONG,14,2014,7,<=10 th
1979,GD4214556,DAOP 8,SDT,GERBONG,14,2014,7,<=10 th
1980,GD4214563,DAOP 8,SDT,GERBONG,14,2014,7,<=10 th
1981,GD4214565,DAOP 8,SDT,GERBONG,14,2014,7,<=10 th
1982,GD4214566,DAOP 8,SDT,GERBONG,14,2014,7,<=10 th
1983,GD4214574,DAOP 8,SDT,GERBONG,14,2014,7,<=10 th
1984,GD4214582,DAOP 8,SDT,GERBONG,14,2014,7,<=10 th
1985,GD4214583,DAOP 8,SDT,GERBONG,14,2014,7,<=10 th
1986,GD4214588,DAOP 8,SDT,GERBONG,14,2014,7,<=10 th
1987,GD4214591,DAOP 8,SDT,GERBONG,14,2014,7,<=10 th
1988,GD4214593,DAOP 8,SDT,GERBONG,14,2014,7,<=10 th
1989,GD4214594,DAOP 8,SDT,GERBONG,14,2014,7,<=10 th
1990,GD4214598,DAOP 8,SDT,GERBONG,14,2014,7,<=10 th
1991,GD541501,DIVRE 3,SIG,GERBONG,15,2015,6,<=10 th
1992,GD541502,DIVRE 3,SIG,GERBONG,15,2015,6,<=10 th
1993,GD541503,DIVRE 3,SIG,GERBONG,15,2015,6,<=10 th
1994,GD541504,DIVRE 3,SIG,GERBONG,15,2015,6,<=10 th
1995,GD541505,DIVRE 3,SIG,GERBONG,15,2015,6,<=10 th
1996,GD541506,DIVRE 3,SIG,GERBONG,15,2015,6,<=10 th
1997,GD541507,DIVRE 3,SIG,GERBONG,15,2015,6,<=10 th
1998,GD541508,DIVRE 3,SIG,GERBONG,15,2015,6,<=10 th
1999,GD541509,DIVRE 3,SIG,GERBONG,15,2015,6,<=10 th
2000,GD5415100,DIVRE 3,SIG,GERBONG,15,2015,6,<=10 th
2001,GD5415101,DIVRE 3,SIG,GERBONG,15,2015,6,<=10 th
2002,GD5415102,DIVRE 3,SIG,GERBONG,15,2015,6,<=10 th
2003,GD5415103,DIVRE 3,SIG,GERBONG,15,2015,6,<=10 th
2004,GD5415104,DIVRE 3,SIG,GERBONG,15,2015,6,<=10 th
2005,GD5415105,DIVRE 3,SIG,GERBONG,15,2015,6,<=10 th
2006,GD5415106,DIVRE 3,SIG,GERBONG,15,2015,6,<=10 th
2007,GD5415107,DIVRE 3,SIG,GERBONG,15,2015,6,<=10 th
2008,GD5415108,DIVRE 3,SIG,GERBONG,15,2015,6,<=10 th
2009,GD5415109,DIVRE 3,SIG,GERBONG,15,2015,6,<=10 th
2010,GD541511,DIVRE 3,SIG,GERBONG,15,2015,6,<=10 th
2011,GD5415110,DIVRE 3,SIG,GERBONG,15,2015,6,<=10 th
2012,GD5415111,DIVRE 3,SIG,GERBONG,15,2015,6,<=10 th
2013,GD5415112,DIVRE 3,SIG,GERBONG,15,2015,6,<=10 th
2014,GD5415113,DIVRE 3,SIG,GERBONG,15,2015,6,<=10 th
2015,GD5415114,DIVRE 3,SIG,GERBONG,15,2015,6,<=10 th
2016,GD5415115,DIVRE 3,SIG,GERBONG,15,2015,6,<=10 th
2017,GD5415117,DIVRE 3,SIG,GERBONG,15,2015,6,<=10 th
2018,GD5415118,DIVRE 3,SIG,GERBONG,15,2015,6,<=10 th
2019,GD5415119,DIVRE 3,SIG,GERBONG,15,2015,6,<=10 th
2020,GD541512,DIVRE 3,SIG,GERBONG,15,2015,6,<=10 th
2021,GD5415120,DIVRE 3,SIG,GERBONG,15,2015,6,<=10 th
2022,GD5415121,DIVRE 3,SIG,GERBONG,15,2015,6,<=10 th
2023,GD5415124,DIVRE 3,SIG,GERBONG,15,2015,6,<=10 th
2024,GD5415125,DIVRE 3,SIG,GERBONG,15,2015,6,<=10 th
2025,GD5415126,DIVRE 3,SIG,GERBONG,15,2015,6,<=10 th
2026,GD5415127,DIVRE 3,SIG,GERBONG,15,2015,6,<=10 th
2027,GD5415128,DIVRE 3,SIG,GERBONG,15,2015,6,<=10 th
2028,GD5415129,DIVRE 3,SIG,GERBONG,15,2015,6,<=10 th
2029,GD5415130,DIVRE 3,SIG,GERBONG,15,2015,6,<=10 th
2030,GD5415131,DIVRE 3,SIG,GERBONG,15,2015,6,<=10 th
2031,GD5415132,DIVRE 3,SIG,GERBONG,15,2015,6,<=10 th
2032,GD5415133,DIVRE 3,SIG,GERBONG,15,2015,6,<=10 th
2033,GD5415134,DIVRE 3,SIG,GERBONG,15,2015,6,<=10 th
2034,GD5415135,DIVRE 3,SIG,GERBONG,15,2015,6,<=10 th
2035,GD5415136,DIVRE 3,SIG,GERBONG,15,2015,6,<=10 th
2036,GD5415137,DIVRE 3,SIG,GERBONG,15,2015,6,<=10 th
2037,GD5415138,DIVRE 3,SIG,GERBONG,15,2015,6,<=10 th
2038,GD5415140,DIVRE 3,SIG,GERBONG,15,2015,6,<=10 th
2039,GD5415141,DIVRE 3,SIG,GERBONG,15,2015,6,<=10 th
2040,GD5415142,DIVRE 3,SIG,GERBONG,15,2015,6,<=10 th
2041,GD5415143,DIVRE 3,SIG,GERBONG,15,2015,6,<=10 th
2042,GD5415144,DIVRE 3,SIG,GERBONG,15,2015,6,<=10 th
2043,GD5415145,DIVRE 3,SIG,GERBONG,15,2015,6,<=10 th
2044,GD5415146,DIVRE 3,SIG,GERBONG,15,2015,6,<=10 th
2045,GD5415148,DIVRE 3,SIG,GERBONG,15,2015,6,<=10 th
2046,GD5415149,DIVRE 3,SIG,GERBONG,15,2015,6,<=10 th
2047,GD541515,DIVRE 3,SIG,GERBONG,15,2015,6,<=10 th
2048,GD5415150,DIVRE 3,SIG,GERBONG,15,2015,6,<=10 th
2049,GD5415153,DIVRE 3,SIG,GERBONG,15,2015,6,<=10 th
2050,GD5415154,DIVRE 3,SIG,GERBONG,15,2015,6,<=10 th
2051,GD5415155,DIVRE 3,SIG,GERBONG,15,2015,6,<=10 th
2052,GD5415156,DIVRE 3,SIG,GERBONG,15,2015,6,<=10 th
2053,GD5415157,DIVRE 3,SIG,GERBONG,15,2015,6,<=10 th
2054,GD5415159,DIVRE 3,SIG,GERBONG,15,2015,6,<=10 th
2055,GD541516,DIVRE 3,SIG,GERBONG,15,2015,6,<=10 th
2056,GD5415160,DIVRE 3,SIG,GERBONG,15,2015,6,<=10 th
2057,GD5415161,DIVRE 3,SIG,GERBONG,15,2015,6,<=10 th
2058,GD5415163,DIVRE 3,SIG,GERBONG,15,2015,6,<=10 th
2059,GD5415164,DIVRE 3,SIG,GERBONG,15,2015,6,<=10 th
2060,GD5415165,DIVRE 3,SIG,GERBONG,15,2015,6,<=10 th
2061,GD5415166,DIVRE 3,SIG,GERBONG,15,2015,6,<=10 th
2062,GD5415167,DIVRE 3,SIG,GERBONG,15,2015,6,<=10 th
2063,GD5415168,DIVRE 3,SIG,GERBONG,15,2015,6,<=10 th
2064,GD5415169,DIVRE 3,SIG,GERBONG,15,2015,6,<=10 th
2065,GD541517,DIVRE 3,SIG,GERBONG,15,2015,6,<=10 th
2066,GD5415170,DIVRE 3,SIG,GERBONG,15,2015,6,<=10 th
2067,GD5415171,DIVRE 3,SIG,GERBONG,15,2015,6,<=10 th
2068,GD5415172,DIVRE 3,SIG,GERBONG,15,2015,6,<=10 th
2069,GD5415173,DIVRE 3,SIG,GERBONG,15,2015,6,<=10 th
2070,GD5415174,DIVRE 3,SIG,GERBONG,15,2015,6,<=10 th
2071,GD5415175,DIVRE 3,SIG,GERBONG,15,2015,6,<=10 th
2072,GD5415176,DIVRE 3,SIG,GERBONG,15,2015,6,<=10 th
2073,GD5415177,DIVRE 3,SIG,GERBONG,15,2015,6,<=10 th
2074,GD5415179,DIVRE 3,SIG,GERBONG,15,2015,6,<=10 th
2075,GD541518,DIVRE 3,SIG,GERBONG,15,2015,6,<=10 th
2076,GD5415181,DIVRE 3,SIG,GERBONG,15,2015,6,<=10 th
2077,GD5415182,DIVRE 3,SIG,GERBONG,15,2015,6,<=10 th
2078,GD5415183,DIVRE 3,SIG,GERBONG,15,2015,6,<=10 th
2079,GD5415184,DIVRE 3,SIG,GERBONG,15,2015,6,<=10 th
2080,GD5415185,DIVRE 3,SIG,GERBONG,15,2015,6,<=10 th
2081,GD5415187,DIVRE 3,SIG,GERBONG,15,2015,6,<=10 th
2082,GD5415189,DIVRE 3,SIG,GERBONG,15,2015,6,<=10 th
2083,GD541519,DIVRE 3,SIG,GERBONG,15,2015,6,<=10 th
2084,GD5415190,DIVRE 3,SIG,GERBONG,15,2015,6,<=10 th
2085,GD5415191,DIVRE 3,SIG,GERBONG,15,2015,6,<=10 th
2086,GD5415192,DIVRE 3,SIG,GERBONG,15,2015,6,<=10 th
2087,GD5415193,DIVRE 3,SIG,GERBONG,15,2015,6,<=10 th
2088,GD5415194,DIVRE 3,SIG,GERBONG,15,2015,6,<=10 th
2089,GD5415195,DIVRE 3,SIG,GERBONG,15,2015,6,<=10 th
2090,GD5415196,DIVRE 3,SIG,GERBONG,15,2015,6,<=10 th
2091,GD5415197,DIVRE 3,SIG,GERBONG,15,2015,6,<=10 th
2092,GD5415198,DIVRE 3,SIG,GERBONG,15,2015,6,<=10 th
2093,GD5415199,DIVRE 3,SIG,GERBONG,15,2015,6,<=10 th
2094,GD5415201,DIVRE 3,SIG,GERBONG,15,2015,6,<=10 th
2095,GD5415202,DIVRE 3,SIG,GERBONG,15,2015,6,<=10 th
2096,GD5415204,DIVRE 3,SIG,GERBONG,15,2015,6,<=10 th
2097,GD5415205,DIVRE 3,SIG,GERBONG,15,2015,6,<=10 th
2098,GD5415206,DIVRE 3,SIG,GERBONG,15,2015,6,<=10 th
2099,GD5415207,DIVRE 3,SIG,GERBONG,15,2015,6,<=10 th
2100,GD5415208,DIVRE 3,SIG,GERBONG,15,2015,6,<=10 th
2101,GD5415209,DIVRE 3,SIG,GERBONG,15,2015,6,<=10 th
2102,GD541521,DIVRE 3,SIG,GERBONG,15,2015,6,<=10 th
2103,GD5415210,DIVRE 3,SIG,GERBONG,15,2015,6,<=10 th
2104,GD5415212,DIVRE 3,SIG,GERBONG,15,2015,6,<=10 th
2105,GD5415213,DIVRE 3,SIG,GERBONG,15,2015,6,<=10 th
2106,GD5415214,DIVRE 3,SIG,GERBONG,15,2015,6,<=10 th
2107,GD5415215,DIVRE 3,SIG,GERBONG,15,2015,6,<=10 th
2108,GD5415217,DIVRE 3,SIG,GERBONG,15,2015,6,<=10 th
2109,GD541522,DIVRE 3,SIG,GERBONG,15,2015,6,<=10 th
2110,GD5415220,DIVRE 3,SIG,GERBONG,15,2015,6,<=10 th
2111,GD5415222,DIVRE 3,SIG,GERBONG,15,2015,6,<=10 th
2112,GD5415223,DIVRE 3,SIG,GERBONG,15,2015,6,<=10 th
2113,GD5415224,DIVRE 3,SIG,GERBONG,15,2015,6,<=10 th
2114,GD5415225,DIVRE 3,SIG,GERBONG,15,2015,6,<=10 th
2115,GD5415227,DIVRE 3,SIG,GERBONG,15,2015,6,<=10 th
2116,GD5415228,DIVRE 3,SIG,GERBONG,15,2015,6,<=10 th
2117,GD5415229,DIVRE 3,SIG,GERBONG,15,2015,6,<=10 th
2118,GD541523,DIVRE 3,SIG,GERBONG,15,2015,6,<=10 th
2119,GD5415231,DIVRE 3,SIG,GERBONG,15,2015,6,<=10 th
2120,GD5415233,DIVRE 3,SIG,GERBONG,15,2015,6,<=10 th
2121,GD5415235,DIVRE 3,SIG,GERBONG,15,2015,6,<=10 th
2122,GD5415236,DIVRE 3,SIG,GERBONG,15,2015,6,<=10 th
2123,GD5415237,DIVRE 3,SIG,GERBONG,15,2015,6,<=10 th
2124,GK3065102,DAOP 8,SDT,GERBONG,65,1965,56,>30 th
2125,GK3065109,DAOP 8,SDT,GERBONG,65,1965,56,>30 th
2126,GK3065110,DAOP 8,SDT,GERBONG,65,1965,56,>30 th
2127,GK3065112,DAOP 8,SDT,GERBONG,65,1965,56,>30 th
2128,GK3065113,DAOP 8,SDT,GERBONG,65,1965,56,>30 th
2129,GK3065115,DAOP 8,SDT,GERBONG,65,1965,56,>30 th
2130,GK3065116,DAOP 8,SDT,GERBONG,65,1965,56,>30 th
2131,GK3065120,DAOP 8,SDT,GERBONG,65,1965,56,>30 th
2132,GK3065124,DAOP 8,SDT,GERBONG,65,1965,56,>30 th
2133,GK3065125,DAOP 8,SDT,GERBONG,65,1965,56,>30 th
2134,GK3065126,DAOP 8,SDT,GERBONG,65,1965,56,>30 th
2135,GK3065128,DAOP 8,SDT,GERBONG,65,1965,56,>30 th
2136,GK3065129,DAOP 8,SDT,GERBONG,65,1965,56,>30 th
2137,GK3065131,DAOP 8,SDT,GERBONG,65,1965,56,>30 th
2138,GK3065132,DAOP 8,SDT,GERBONG,65,1965,56,>30 th
2139,GK3065134,DAOP 8,SDT,GERBONG,65,1965,56,>30 th
2140,GK3065137,DAOP 8,SDT,GERBONG,65,1965,56,>30 th
2141,GK3065138,DAOP 8,SDT,GERBONG,65,1965,56,>30 th
2142,GK3065140,DAOP 8,SDT,GERBONG,65,1965,56,>30 th
2143,GK3065144,DAOP 8,SDT,GERBONG,65,1965,56,>30 th
2144,GK3065146,DAOP 8,SDT,GERBONG,65,1965,56,>30 th
2145,GK3065148,DAOP 8,SDT,GERBONG,65,1965,56,>30 th
2146,GK3065150,DAOP 8,SDT,GERBONG,65,1965,56,>30 th
2147,GK3065151,DAOP 8,SDT,GERBONG,65,1965,56,>30 th
2148,GK3065153,DAOP 8,SDT,GERBONG,65,1965,56,>30 th
2149,GK3065154,DAOP 8,SDT,GERBONG,65,1965,56,>30 th
2150,GK3065156,DAOP 8,SDT,GERBONG,65,1965,56,>30 th
2151,GK3065157,DAOP 8,SDT,GERBONG,65,1965,56,>30 th
2152,GK3065161,DAOP 8,SDT,GERBONG,65,1965,56,>30 th
2153,GK3065162,DAOP 8,SDT,GERBONG,65,1965,56,>30 th
2154,GK3065163,DAOP 8,SDT,GERBONG,65,1965,56,>30 th
2155,GK3065166,DAOP 8,SDT,GERBONG,65,1965,56,>30 th
2156,GK3065167,DAOP 8,SDT,GERBONG,65,1965,56,>30 th
2157,GK3065172,DAOP 8,SDT,GERBONG,65,1965,56,>30 th
2158,GK3065175,DAOP 8,SDT,GERBONG,65,1965,56,>30 th
2159,GK3065176,DAOP 8,SDT,GERBONG,65,1965,56,>30 th
2160,GK3065177,DAOP 8,SDT,GERBONG,65,1965,56,>30 th
2161,GK3065178,DAOP 8,SDT,GERBONG,65,1965,56,>30 th
2162,GK3065180,DAOP 8,SDT,GERBONG,65,1965,56,>30 th
2163,GK3065181,DAOP 8,SDT,GERBONG,65,1965,56,>30 th
2164,GK3065182,DAOP 8,SDT,GERBONG,65,1965,56,>30 th
2165,GK306557,DAOP 8,SDT,GERBONG,65,1965,56,>30 th
2166,GK306559,DAOP 8,SDT,GERBONG,65,1965,56,>30 th
2167,GK306562,DAOP 8,SDT,GERBONG,65,1965,56,>30 th
2168,GK306564,DAOP 8,SDT,GERBONG,65,1965,56,>30 th
2169,GK306568,DAOP 8,SDT,GERBONG,65,1965,56,>30 th
2170,GK306572,DAOP 8,SDT,GERBONG,65,1965,56,>30 th
2171,GK306592,DAOP 8,SDT,GERBONG,65,1965,56,>30 th
2172,GK306599,DAOP 8,SDT,GERBONG,65,1965,56,>30 th
2173,GK307718,DAOP 8,SDT,GERBONG,77,1977,44,>30 th
2174,GK307719,DAOP 8,SDT,GERBONG,77,1977,44,>30 th
2175,GK307729,DAOP 8,SDT,GERBONG,77,1977,44,>30 th
2176,GK307730,DAOP 8,SDT,GERBONG,77,1977,44,>30 th
2177,GK307731,DAOP 8,SDT,GERBONG,77,1977,44,>30 th
2178,GK307732,DAOP 8,SDT,GERBONG,77,1977,44,>30 th
2179,GK307737,DAOP 8,SDT,GERBONG,77,1977,44,>30 th
2180,GK307738,DAOP 8,SDT,GERBONG,77,1977,44,>30 th
2181,GK307739,DAOP 8,SDT,GERBONG,77,1977,44,>30 th
2182,GK307743,DAOP 8,SDT,GERBONG,77,1977,44,>30 th
2183,GK307744,DAOP 8,SDT,GERBONG,77,1977,44,>30 th
2184,GK307745,DAOP 8,SDT,GERBONG,77,1977,44,>30 th
2185,GK307746,DAOP 8,SDT,GERBONG,77,1977,44,>30 th
2186,GK307747,DAOP 8,SDT,GERBONG,77,1977,44,>30 th
2187,GK307748,DAOP 8,SDT,GERBONG,77,1977,44,>30 th
2188,GK307749,DAOP 8,SDT,GERBONG,77,1977,44,>30 th
2189,GK307750,DAOP 8,SDT,GERBONG,77,1977,44,>30 th
2190,GK307751,DAOP 8,SDT,GERBONG,77,1977,44,>30 th
2191,GK308437,DAOP 8,SDT,GERBONG,84,1984,37,>30 th
2192,GK308439,DAOP 8,SDT,GERBONG,84,1984,37,>30 th
2193,GK308453,DAOP 8,SDT,GERBONG,84,1984,37,>30 th
2194,GK308454,DAOP 8,SDT,GERBONG,84,1984,37,>30 th
2195,GK308455,DAOP 8,SDT,GERBONG,84,1984,37,>30 th
2196,GK308456,DAOP 8,SDT,GERBONG,84,1984,37,>30 th
2197,GK308460,DAOP 8,SDT,GERBONG,84,1984,37,>30 th
2198,GK308461,DAOP 8,SDT,GERBONG,84,1984,37,>30 th
2199,GK308462,DAOP 8,SDT,GERBONG,84,1984,37,>30 th
2200,GK401001,DAOP 8,SDT,GERBONG,10,2010,11,11-20 th
2201,GK401004,DAOP 8,SDT,GERBONG,10,2010,11,11-20 th
2202,GK401010,DAOP 8,SDT,GERBONG,10,2010,11,11-20 th
2203,GK401011,DAOP 8,SDT,GERBONG,10,2010,11,11-20 th
2204,GK401013,DAOP 8,SDT,GERBONG,10,2010,11,11-20 th
2205,GK401015,DAOP 8,SDT,GERBONG,10,2010,11,11-20 th
