;NOMOR_IDENTITAS;DAOP;DEPO;JENIS;TAHUN;DAOP2;DAOP3;NAMA_DAOP;NAMA_DAOP2;NAMA_DEPO
5908;GB5012132;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5909;GB5012133;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5910;GB5012134;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5911;GB5012135;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5912;GB5012136;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5913;GB5012137;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5914;GB5012138;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5915;GB5012139;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5916;GB5012140;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5917;GB5012141;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5918;GB5012142;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5919;GB5012143;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5920;GB5012144;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5921;GB5012145;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5922;GB5012146;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5923;GB5012147;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5924;GB5012148;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5925;GB5012149;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5926;GB5012150;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5927;GB5012151;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5928;GB5012153;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5929;GB5012154;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5930;GB5012155;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5931;GB5012156;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5932;GB5012157;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5933;GB5012158;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5934;GB5012159;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5935;GB5012160;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5936;GB5012161;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5937;GB5012162;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5938;GB5012163;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5939;GB5012164;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5940;GB5012165;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5941;GB5012166;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5942;GB5012167;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5943;GB5012168;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5944;GB5012169;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5945;GB5012170;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5946;GB5012171;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5947;GB5012172;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5948;GB5012173;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5949;GB5012174;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5950;GB5012175;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5951;GB5012176;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5952;GB5012177;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5953;GB5012178;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5954;GB5012179;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5955;GB5012180;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5956;GB5012181;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5957;GB5012182;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5958;GB5012183;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5959;GB5012184;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5960;GB5012185;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5961;GB5012186;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5962;GB5012187;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5963;GB5012188;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5964;GB5012189;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5965;GB5012190;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5966;GB5012191;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5967;GB5012192;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5968;GB5012193;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5969;GB5012194;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5970;GB5012195;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5971;GB5012196;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5972;GB5012197;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5973;GB5012198;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5974;GB5012199;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5975;GB5012200;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5976;GB5012201;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5977;GB5012202;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5978;GB5012203;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5979;GB5012204;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5980;GB5012205;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5981;GB5012206;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5982;GB5012207;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5983;GB5012208;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5984;GB5012209;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5985;GB5012210;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5986;GB5012211;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5987;GB5012212;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5988;GB5012213;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5989;GB5012214;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5990;GB5012215;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5991;GB5012216;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5992;GB5012217;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5993;GB5012218;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5994;GB5012219;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5995;GB5012220;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5996;GB5012221;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5997;GB5012222;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5998;GB5012223;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5999;GB5012224;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
6000;GB5012225;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
6001;GB5012226;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
6002;GB5012227;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
6003;GB5012228;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
6004;GB5012229;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
6005;GB5012230;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
6006;GB5012231;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
6007;GB5012232;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
6008;GB5012233;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
6009;GB5012234;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
6010;GB5012235;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
6011;GB5012236;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
6012;GB5012237;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
6013;GB5012238;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
6014;GB5012239;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
6015;GB5012240;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
6016;GB5012241;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
6017;GB5012242;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
6018;GB5012243;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
6019;GB5012244;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
6020;GB5012246;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
6021;GB5012247;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
6022;GB5012248;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
6023;GB5012249;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
6024;GB5012250;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
6025;GB5012251;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
6026;GB5012252;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
6027;GB5012253;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
6028;GB5012254;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
6029;GB5012255;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
6030;GB5012256;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
6031;GB5012257;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
6032;GB5012258;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
6033;GB5012259;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
6034;GB5012260;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
6035;GB5012261;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
6036;GB5012262;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
6037;GB5012263;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
6038;GB5012264;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
6039;GB5012265;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
6040;GB5012266;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
6041;GB5012267;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
6042;GB5012268;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
6043;GB5012269;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
6044;GB5012270;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
6045;GB5012271;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
6046;GB5012272;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
6047;GB5012273;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
6048;GB5012274;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
6049;GB5012275;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
6050;GB5012276;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
6051;GB5012277;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
6052;GB5012278;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
6053;GB5012279;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
6054;GB5012280;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
6055;GB5012281;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
6056;GB5012282;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
6057;GB5012283;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
6058;GB5012284;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
6059;GB5012285;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
6060;GB5012286;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
6061;GB5012287;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
6062;GB5012288;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
6063;GB5012289;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
6064;GB5012290;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
6065;GB5012291;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
6066;GB5012292;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
6067;GB5012293;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
6068;GB5012294;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
6069;GB5012295;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
6070;GB5012296;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
6071;GB5012297;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
6072;GB5012298;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
6073;GB5012299;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
6074;GB5012300;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
6075;GB5012301;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
6076;GB5012302;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
6077;GB5012303;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
6078;GB5012304;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
6079;GB5012306;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
6080;GB5012307;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
6081;GB5012308;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
6082;GB5012309;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
6083;GB5012310;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
6084;GB5012311;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
6085;GB5012312;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
6086;GB5012313;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
6087;GB5012314;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
6088;GB5012315;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
6089;GB5012316;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
6090;GB5012317;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
6091;GB5012318;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
6092;GB5012319;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
6093;GB5012320;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
6094;GB5012321;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
6095;GB5012322;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
6096;GB5012323;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
6097;GB5012324;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
6098;GB5012326;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
6099;GB5012327;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
6100;GB5012328;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
6101;GB5012329;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
6102;GB5012330;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
6103;GB5012331;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
6104;GB5012332;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
6105;GB5012333;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
6106;GB5012334;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
6107;GB5012335;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
6108;GB5012336;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
6109;GB5012337;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
6110;GB5012338;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
6111;GB5012339;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
6112;GB5012340;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
6113;GB5012341;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
6114;GB5012342;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
6115;GB5012343;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
6116;GB5012344;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
6117;GB5012345;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
