;NOMOR_IDENTITAS;DAOP;DEPO;JENIS;TAHUN;DAOP2;DAOP3;NAMA_DAOP;NAMA_DAOP2;NAMA_DEPO
5696;GB5011660;DIVRE 4;RJS;GERBONG;11;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5697;GB5011661;DIVRE 4;RJS;GERBONG;11;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5698;GB5011662;DIVRE 4;RJS;GERBONG;11;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5699;GB5011663;DIVRE 4;RJS;GERBONG;11;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5700;GB5011664;DIVRE 4;RJS;GERBONG;11;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5701;GB5011665;DIVRE 4;RJS;GERBONG;11;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5702;GB5011666;DIVRE 4;RJS;GERBONG;11;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5703;GB5011667;DIVRE 4;RJS;GERBONG;11;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5704;GB5011668;DIVRE 4;RJS;GERBONG;11;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5705;GB5011669;DIVRE 4;RJS;GERBONG;11;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5706;GB5011670;DIVRE 4;RJS;GERBONG;11;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5707;GB5011671;DIVRE 4;RJS;GERBONG;11;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5708;GB5011672;DIVRE 4;RJS;GERBONG;11;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5709;GB5011673;DIVRE 4;RJS;GERBONG;11;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5710;GB5011674;DIVRE 4;RJS;GERBONG;11;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5711;GB5011675;DIVRE 4;RJS;GERBONG;11;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5712;GB5011676;DIVRE 4;RJS;GERBONG;11;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5713;GB5011677;DIVRE 4;RJS;GERBONG;11;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5714;GB5011678;DIVRE 4;RJS;GERBONG;11;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5715;GB5011679;DIVRE 4;RJS;GERBONG;11;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5716;GB5011680;DIVRE 4;RJS;GERBONG;11;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5717;GB5011681;DIVRE 4;RJS;GERBONG;11;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5718;GB5011682;DIVRE 4;RJS;GERBONG;11;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5719;GB5011683;DIVRE 4;RJS;GERBONG;11;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5720;GB5011684;DIVRE 4;RJS;GERBONG;11;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5721;GB5011685;DIVRE 4;RJS;GERBONG;11;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5722;GB5011686;DIVRE 4;RJS;GERBONG;11;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5723;GB5011687;DIVRE 4;RJS;GERBONG;11;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5724;GB5011688;DIVRE 4;RJS;GERBONG;11;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5725;GB5011689;DIVRE 4;RJS;GERBONG;11;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5726;GB5011690;DIVRE 4;RJS;GERBONG;11;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5727;GB5011691;DIVRE 4;RJS;GERBONG;11;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5728;GB5011692;DIVRE 4;RJS;GERBONG;11;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5729;GB5011693;DIVRE 4;RJS;GERBONG;11;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5730;GB5011694;DIVRE 4;RJS;GERBONG;11;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5731;GB5011695;DIVRE 4;RJS;GERBONG;11;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5732;GB5011696;DIVRE 4;RJS;GERBONG;11;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5733;GB5011697;DIVRE 4;RJS;GERBONG;11;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5734;GB5011698;DIVRE 4;RJS;GERBONG;11;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5735;GB5011699;DIVRE 4;RJS;GERBONG;11;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5736;GB5011700;DIVRE 4;RJS;GERBONG;11;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5737;GB5011701;DIVRE 4;RJS;GERBONG;11;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5738;GB5011702;DIVRE 4;RJS;GERBONG;11;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5739;GB5011703;DIVRE 4;RJS;GERBONG;11;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5740;GB5011704;DIVRE 4;RJS;GERBONG;11;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5741;GB5011705;DIVRE 4;RJS;GERBONG;11;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5742;GB5011706;DIVRE 4;RJS;GERBONG;11;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5743;GB5011707;DIVRE 4;RJS;GERBONG;11;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5744;GB5011708;DIVRE 4;RJS;GERBONG;11;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5745;GB5011709;DIVRE 4;RJS;GERBONG;11;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5746;GB5011710;DIVRE 4;RJS;GERBONG;11;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5747;GB5011711;DIVRE 4;RJS;GERBONG;11;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5748;GB5011712;DIVRE 4;RJS;GERBONG;11;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5749;GB5011713;DIVRE 4;RJS;GERBONG;11;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5750;GB5011714;DIVRE 4;RJS;GERBONG;11;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5751;GB5011715;DIVRE 4;RJS;GERBONG;11;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5752;GB5011716;DIVRE 4;RJS;GERBONG;11;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5753;GB5011717;DIVRE 4;RJS;GERBONG;11;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5754;GB5011718;DIVRE 4;RJS;GERBONG;11;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5755;GB5011719;DIVRE 4;RJS;GERBONG;11;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5756;GB5011720;DIVRE 4;RJS;GERBONG;11;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5757;GB5011721;DIVRE 4;RJS;GERBONG;11;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5758;GB5011722;DIVRE 4;RJS;GERBONG;11;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5759;GB5011723;DIVRE 4;RJS;GERBONG;11;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5760;GB5011724;DIVRE 4;RJS;GERBONG;11;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5761;GB5011725;DIVRE 4;RJS;GERBONG;11;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5762;GB5011726;DIVRE 4;RJS;GERBONG;11;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5763;GB5011727;DIVRE 4;RJS;GERBONG;11;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5764;GB5011728;DIVRE 4;RJS;GERBONG;11;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5765;GB5011729;DIVRE 4;RJS;GERBONG;11;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5766;GB5011730;DIVRE 4;RJS;GERBONG;11;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5767;GB5011731;DIVRE 4;RJS;GERBONG;11;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5768;GB5011732;DIVRE 4;RJS;GERBONG;11;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5769;GB5011733;DIVRE 4;RJS;GERBONG;11;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5770;GB5011734;DIVRE 4;RJS;GERBONG;11;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5771;GB5011735;DIVRE 4;RJS;GERBONG;11;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5772;GB5011736;DIVRE 4;RJS;GERBONG;11;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5773;GB5011737;DIVRE 4;RJS;GERBONG;11;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5774;GB5011738;DIVRE 4;RJS;GERBONG;11;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5775;GB5011739;DIVRE 4;RJS;GERBONG;11;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5776;GB5011740;DIVRE 4;RJS;GERBONG;11;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5777;GB501201;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5778;GB501202;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5779;GB501203;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5780;GB501204;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5781;GB501205;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5782;GB501206;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5783;GB501207;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5784;GB501208;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5785;GB501209;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5786;GB501210;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5787;GB501211;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5788;GB501212;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5789;GB501213;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5790;GB501214;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5791;GB501215;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5792;GB501216;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5793;GB501217;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5794;GB501218;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5795;GB501219;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5796;GB501220;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5797;GB501221;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5798;GB501222;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5799;GB501223;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5800;GB501224;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5801;GB501225;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5802;GB501226;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5803;GB501227;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5804;GB501228;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5805;GB501229;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5806;GB501230;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5807;GB501231;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5808;GB501232;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5809;GB501233;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5810;GB501234;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5811;GB501235;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5812;GB501236;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5813;GB501237;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5814;GB501238;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5815;GB501239;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5816;GB501240;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5817;GB501241;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5818;GB501242;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5819;GB501243;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5820;GB501244;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5821;GB501245;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5822;GB501246;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5823;GB501247;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5824;GB501248;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5825;GB501249;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5826;GB501250;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5827;GB501251;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5828;GB501252;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5829;GB501253;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5830;GB501254;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5831;GB501255;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5832;GB501256;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5833;GB501257;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5834;GB501258;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5835;GB501259;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5836;GB501260;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5837;GB501261;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5838;GB501262;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5839;GB501263;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5840;GB501264;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5841;GB501265;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5842;GB501266;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5843;GB501267;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5844;GB501268;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5845;GB501269;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5846;GB501270;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5847;GB501271;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5848;GB501272;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5849;GB501273;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5850;GB501274;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5851;GB501275;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5852;GB501276;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5853;GB501277;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5854;GB501278;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5855;GB501279;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5856;GB501280;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5857;GB501281;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5858;GB501282;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5859;GB501283;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5860;GB501284;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5861;GB501285;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5862;GB501286;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5863;GB501287;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5864;GB501288;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5865;GB501289;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5866;GB501290;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5867;GB501291;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5868;GB501292;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5869;GB501293;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5870;GB501294;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5871;GB501295;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5872;GB501296;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5873;GB501297;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5874;GB501298;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5875;GB501299;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5876;GB5012100;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5877;GB5012101;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5878;GB5012102;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5879;GB5012103;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5880;GB5012104;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5881;GB5012105;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5882;GB5012106;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5883;GB5012107;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5884;GB5012108;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5885;GB5012109;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5886;GB5012110;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5887;GB5012111;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5888;GB5012112;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5889;GB5012113;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5890;GB5012114;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5891;GB5012115;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5892;GB5012116;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5893;GB5012117;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5894;GB5012118;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5895;GB5012119;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5896;GB5012120;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5897;GB5012121;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5898;GB5012122;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5899;GB5012123;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5900;GB5012124;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5901;GB5012125;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5902;GB5012126;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5903;GB5012127;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5904;GB5012128;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5905;GB5012129;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5906;GB5012130;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
5907;GB5012131;DIVRE 4;RJS;GERBONG;12;DIVRE;4;DIVRE 4;DIVRE IV;DEPO GERBONG RJS
