kode_sarana;kode_sarana_lama;id_kartu;id_jenis;id_sub_jenis;seri;tahun_dinas;id_daops;id_depo;status;negara_asal;tgl_uji_pertama;tgl_masa_uji;tgl_masa_perawatan;pabrikan;id_pemilik;created_at;last_update
GK401061;;0;4;18;62;2010;14;64;Aktiv;;0000-00-00;08/11/2020;0000-00-00;PT INKA;2;0000-00-00 00:00:00;0000-00-00 00:00:00
GK401063;;0;4;18;62;2010;14;64;Aktiv;;0000-00-00;08/11/2020;0000-00-00;PT INKA;2;0000-00-00 00:00:00;0000-00-00 00:00:00
GK401064;;0;4;18;62;2010;14;64;Aktiv;;0000-00-00;06/12/2020;0000-00-00;PT INKA;2;0000-00-00 00:00:00;0000-00-00 00:00:00
GK401068;;0;4;18;62;2010;14;64;Tidak Aktiv;;0000-00-00;06/12/2020;0000-00-00;PT INKA;2;0000-00-00 00:00:00;0000-00-00 00:00:00
GK401069;;0;4;18;62;2010;14;64;Aktiv;;0000-00-00;07/09/2020;0000-00-00;PT INKA;2;0000-00-00 00:00:00;0000-00-00 00:00:00
GK401070;;0;4;18;62;2010;14;64;Aktiv;;0000-00-00;06/12/2020;0000-00-00;PT INKA;2;0000-00-00 00:00:00;0000-00-00 00:00:00
GK307729;KKW 203;0;4;18;62;1977;14;64;Aktiv;;28/12/2009;27/08/2021;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GK307730;KKW 211;0;4;18;62;1977;14;64;Aktiv;;28/12/2009;08/11/2020;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GK307731;KKW 215;0;4;18;62;1977;14;64;Aktiv;;28/12/2009;13/10/2019;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GK307732;KKW 222;0;4;18;62;1977;14;64;Aktiv;;28/12/2009;07/09/2020;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GK307733;KKW 223;0;4;18;62;1977;11;65;Tidak Aktiv;;28/12/2009;15/02/2020;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GK307734;KKW 225;0;4;18;62;1977;14;64;Tidak Aktiv;;28/12/2009;08/11/2020;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GK307736;KKW 227;0;4;18;62;1977;14;64;Tidak Aktiv;;28/12/2009;13/10/2019;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GK307737;KKW 233;0;4;18;62;1977;14;64;Aktiv;;28/12/2009;07/09/2020;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GK307738;KKW 236;0;4;18;62;1977;14;64;Aktiv;;28/12/2009;08/11/2020;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GK307739;KKW 244;0;4;18;62;1977;14;64;Aktiv;;28/12/2009;08/11/2020;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GK307740;KKW 246;0;4;18;62;1977;14;64;Aktiv;;28/12/2009;27/08/2021;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GK307743;KKW 260;0;4;18;62;1977;14;64;Aktiv;;0000-00-00;19/07/2020;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB5086246;KKBW 1251;0;4;16;57;1986;18;56;Tidak Aktiv;;0000-00-00;0000-00-00;0000-00-00;Canada;2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB5086247;KKBW 1257;0;4;16;57;1986;18;56;Tidak Aktiv;;0000-00-00;0000-00-00;0000-00-00;Canada;2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB5086248;KKBW 1263;0;4;16;57;1986;18;83;Aktiv;;0000-00-00;11/09/2021;0000-00-00;Canada;2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB5086249;KKBW 1264;0;4;16;57;1986;18;83;Aktiv;;0000-00-00;09/08/2020;0000-00-00;Canada;2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB5086250;KKBW 1265;0;4;16;57;1986;18;56;Tidak Aktiv;;0000-00-00;16/08/2020;0000-00-00;Canada;2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB5086251;KKBW 1266;0;4;16;57;1986;18;83;Aktiv;;0000-00-00;18/10/2020;0000-00-00;Canada;2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB5086252;KKBW 1267;0;4;16;57;1986;18;83;Aktiv;;0000-00-00;02/08/2020;0000-00-00;Canada;2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB5086253;KKBW 1268;0;4;16;57;1986;18;83;Aktiv;;0000-00-00;27/10/2021;0000-00-00;Canada;2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB5086254;KKBW 1269;0;4;16;57;1986;18;83;Aktiv;;0000-00-00;0000-00-00;0000-00-00;Canada;2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB5086255;KKBW 1270;0;4;16;57;1986;18;83;Aktiv;;0000-00-00;16/08/2020;0000-00-00;Canada;2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB5086256;KKBW 1272;0;4;16;57;1986;18;83;Aktiv;;0000-00-00;11/04/2020;0000-00-00;Canada;2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB5086257;KKBW 1273;0;4;16;57;1986;18;83;Aktiv;;0000-00-00;02/08/2020;0000-00-00;Canada;2;0000-00-00 00:00:00;0000-00-00 00:00:00
GD307732;PPW 1;0;4;7;54;1977;16;33;Tidak Aktiv;;0000-00-00;0000-00-00;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GD307717;PPW 3;0;4;7;54;1977;16;33;Tidak Aktiv;;0000-00-00;0000-00-00;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GD307718;PPW 5;0;4;7;54;1977;16;33;Tidak Aktiv;;0000-00-00;0000-00-00;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB508998;KKBW 1312;0;4;16;57;1989;18;83;Aktiv;;0000-00-00;18/10/2020;0000-00-00;Canada;2;0000-00-00 00:00:00;0000-00-00 00:00:00
GD307719;PPW 7;0;4;7;54;1977;16;33;Tidak Aktiv;;0000-00-00;0000-00-00;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GD307720;PPW 8;0;4;7;56;1977;16;33;Tidak Aktiv;;0000-00-00;0000-00-00;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GD307722;PPW 10;0;4;7;56;1977;16;33;Tidak Aktiv;;0000-00-00;0000-00-00;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GD307725;PPW 13;0;4;7;56;1977;16;33;Tidak Aktiv;;0000-00-00;0000-00-00;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GD307731;PPW 14;0;4;7;56;1977;16;33;Tidak Aktiv;;0000-00-00;0000-00-00;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GD307726;PPW 15;0;4;7;54;1977;16;33;Tidak Aktiv;;0000-00-00;0000-00-00;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GD307727;PPW 16;0;4;7;56;1977;16;33;Tidak Aktiv;;0000-00-00;0000-00-00;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GD307729;PPW 19;0;4;7;56;1977;16;33;Tidak Aktiv;;0000-00-00;0000-00-00;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GD307730;PPW 20;0;4;7;56;1977;16;33;Tidak Aktiv;;0000-00-00;0000-00-00;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GD308482;PPW 157;0;4;7;56;1984;16;33;Tidak Aktiv;;0000-00-00;0000-00-00;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GD308487;PPW 162;0;4;7;54;1984;16;33;Tidak Aktiv;;0000-00-00;0000-00-00;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GD308488;PPW 163;0;4;7;56;1984;16;33;Tidak Aktiv;;0000-00-00;0000-00-00;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GD3084133;PPW 164;0;4;7;56;1984;16;33;Tidak Aktiv;;0000-00-00;0000-00-00;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GD308489;PPW 166;0;4;7;56;1984;16;33;Tidak Aktiv;;0000-00-00;0000-00-00;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GD308490;PPW 167;0;4;7;56;1984;16;33;Tidak Aktiv;;0000-00-00;0000-00-00;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GD308491;PPW 168;0;4;7;56;1984;16;33;Tidak Aktiv;;0000-00-00;0000-00-00;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB5090149;KKBW 1337;0;4;16;57;1990;18;83;Aktiv;;0000-00-00;11/09/2021;0000-00-00;Canada;2;0000-00-00 00:00:00;0000-00-00 00:00:00
GD308492;PPW 169;0;4;7;56;1984;16;44;Tidak Aktiv;;0000-00-00;16/08/2020;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GD308493;PPW 170;0;4;7;56;1984;16;33;Tidak Aktiv;;0000-00-00;0000-00-00;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GD3084121;PPW 175;0;4;7;56;1984;16;33;Tidak Aktiv;;0000-00-00;0000-00-00;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GD3084137;PPW 184;0;4;7;56;1984;16;33;Tidak Aktiv;;0000-00-00;0000-00-00;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GD3084122;PPW 189;0;4;7;54;1984;16;33;Tidak Aktiv;;0000-00-00;0000-00-00;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GD3084123;PPW 192;0;4;7;56;1984;16;33;Tidak Aktiv;;0000-00-00;0000-00-00;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GD308495;PPW 194;0;4;7;56;1984;16;33;Tidak Aktiv;;0000-00-00;0000-00-00;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GD307737;PPW 196;0;4;7;54;1977;16;33;Tidak Aktiv;;0000-00-00;0000-00-00;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GD3084124;PPW 197;0;4;7;56;1984;16;33;Tidak Aktiv;;0000-00-00;0000-00-00;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GD3084126;PPW 200;0;4;7;56;1984;16;33;Tidak Aktiv;;0000-00-00;0000-00-00;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GD3084140;PPW 204;0;4;7;56;1984;16;33;Tidak Aktiv;;0000-00-00;0000-00-00;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GD3084111;PPW 206;0;4;7;56;1984;16;33;Tidak Aktiv;;0000-00-00;0000-00-00;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GD308496;PPW 207;0;4;7;56;1984;16;33;Tidak Aktiv;;0000-00-00;0000-00-00;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GD3084113;PPW 209;0;4;7;56;1984;16;33;Tidak Aktiv;;0000-00-00;0000-00-00;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GD308498;PPW 211;0;4;7;56;1984;16;33;Tidak Aktiv;;0000-00-00;0000-00-00;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GD3084116;PPW 214;0;4;7;56;1984;16;33;Tidak Aktiv;;0000-00-00;0000-00-00;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GD3084117;PPW 215;0;4;7;56;1984;16;33;Tidak Aktiv;;0000-00-00;0000-00-00;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GD3084118;PPW 216;0;4;7;56;1984;16;33;Tidak Aktiv;;0000-00-00;0000-00-00;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GD308499;PPW 217;0;4;7;56;1984;16;33;Tidak Aktiv;;0000-00-00;0000-00-00;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GD3084100;PPW 218;0;4;7;56;1984;16;33;Tidak Aktiv;;0000-00-00;0000-00-00;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GD3084101;PPW 219;0;4;7;54;1984;16;33;Tidak Aktiv;;0000-00-00;0000-00-00;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GD3084146;PPW 220;0;4;7;56;1984;16;33;Tidak Aktiv;;0000-00-00;0000-00-00;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GD3084102;PPW 221;0;4;7;54;1984;16;44;Tidak Aktiv;;0000-00-00;0000-00-00;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GD3084119;PPW 224;0;4;7;56;1984;16;44;Tidak Aktiv;;0000-00-00;16/08/2020;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GD3084120;PPW 226;0;4;7;56;1984;16;33;Tidak Aktiv;;0000-00-00;0000-00-00;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GD3084106;PPW 228;0;4;7;56;1984;16;33;Tidak Aktiv;;0000-00-00;0000-00-00;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GD3084107;PPW 229;0;4;7;56;1984;16;33;Tidak Aktiv;;0000-00-00;0000-00-00;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GD3084108;PPW 230;0;4;7;56;1984;16;33;Tidak Aktiv;;0000-00-00;0000-00-00;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GD3084109;PPW 231;0;4;7;56;1984;16;33;Tidak Aktiv;;0000-00-00;0000-00-00;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GD3084128;PPW 233;0;4;7;56;1984;16;33;Tidak Aktiv;;0000-00-00;0000-00-00;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GD3084129;PPW 234;0;4;7;54;1984;16;44;Tidak Aktiv;;0000-00-00;0000-00-00;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GD3084130;PPW 235;0;4;7;56;1984;16;44;Tidak Aktiv;;0000-00-00;16/06/2012;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GD3084131;PPW 236;0;4;7;56;1984;16;33;Tidak Aktiv;;0000-00-00;0000-00-00;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GD3084132;PPW 237;0;4;7;54;1984;16;33;Tidak Aktiv;;0000-00-00;0000-00-00;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GD3084141;PPW 777;0;4;7;54;1984;16;33;Tidak Aktiv;;0000-00-00;0000-00-00;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GD3084142;PPW 782;0;4;7;56;1984;16;33;Tidak Aktiv;;0000-00-00;0000-00-00;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GD3084143;PPW 799;0;4;7;56;1984;16;44;Tidak Aktiv;;0000-00-00;0000-00-00;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GD3084144;PPW 808;0;4;7;56;1984;16;33;Tidak Aktiv;;0000-00-00;0000-00-00;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GD3084145;PPW 809;0;4;7;56;1984;16;33;Tidak Aktiv;;0000-00-00;0000-00-00;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB508999;KKBW 1397;0;4;16;57;1989;18;83;Aktiv;;0000-00-00;18/10/2020;0000-00-00;Canada;2;0000-00-00 00:00:00;0000-00-00 00:00:00
GD307716;PPW 2;0;4;7;56;1977;16;33;Tidak Aktiv;;0000-00-00;0000-00-00;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GD307733;PPW 6;0;4;7;56;1977;16;33;Tidak Aktiv;;0000-00-00;0000-00-00;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GD307721;PPW 9;0;4;7;56;1977;16;33;Tidak Aktiv;;0000-00-00;0000-00-00;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GD307723;PPW 11;0;4;7;56;1977;16;33;Tidak Aktiv;;0000-00-00;0000-00-00;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GD307724;PPW 12;0;4;7;56;1977;16;33;Tidak Aktiv;;0000-00-00;0000-00-00;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GD307734;PPW 18;0;4;7;56;1977;16;44;Tidak Aktiv;;0000-00-00;09/03/2013;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GD308483;PPW 158;0;4;7;56;1984;16;33;Tidak Aktiv;;0000-00-00;0000-00-00;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GD308484;PPW 159;0;4;7;56;1984;16;33;Tidak Aktiv;;0000-00-00;0000-00-00;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GD308485;PPW 160;0;4;7;56;1984;16;33;Tidak Aktiv;;0000-00-00;0000-00-00;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GD308486;PPW 161;0;4;7;56;1984;16;33;Tidak Aktiv;;0000-00-00;0000-00-00;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GD3084134;PPW 165;0;4;7;56;1984;16;33;Tidak Aktiv;;0000-00-00;0000-00-00;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GD308494;PPW 171;0;4;7;56;1984;16;33;Tidak Aktiv;;0000-00-00;0000-00-00;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GD3084135;PPW 172;0;4;7;56;1984;16;33;Tidak Aktiv;;0000-00-00;0000-00-00;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GD3084136;PPW 179;0;4;7;56;1984;16;33;Tidak Aktiv;;0000-00-00;0000-00-00;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GD307735;PPW 193;0;4;7;56;1977;16;44;Tidak Aktiv;;0000-00-00;0000-00-00;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GD307736;PPW 195;0;4;7;56;1977;16;44;Tidak Aktiv;;0000-00-00;0000-00-00;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GD3084127;PPW 201;0;4;7;56;1984;16;33;Tidak Aktiv;;0000-00-00;0000-00-00;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GD3084139;PPW 202;0;4;7;56;1984;16;33;Tidak Aktiv;;0000-00-00;0000-00-00;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GD3084110;PPW 205;0;4;7;56;1984;16;44;Tidak Aktiv;;0000-00-00;16/08/2020;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GD3084112;PPW 208;0;4;7;56;1984;16;33;Tidak Aktiv;;0000-00-00;0000-00-00;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GD308497;PPW 210;0;4;7;56;1984;16;44;Tidak Aktiv;;0000-00-00;16/08/2020;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GD3084103;PPW 222;0;4;7;56;1984;16;33;Tidak Aktiv;;0000-00-00;0000-00-00;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GD3084138;PPW 223;0;4;7;56;1984;16;33;Tidak Aktiv;;0000-00-00;0000-00-00;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GD3084104;PPW 225;0;4;7;56;1984;16;33;Tidak Aktiv;;0000-00-00;0000-00-00;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GD3084105;PPW 227;0;4;7;56;1984;16;33;Tidak Aktiv;;0000-00-00;0000-00-00;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB307701;YYW 02;0;4;16;59;1977;16;33;Tidak Aktiv;;0000-00-00;0000-00-00;0000-00-00;Mitshubishi Jepang;2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB307702;YYW 05;0;4;16;57;1977;16;33;Tidak Aktiv;;0000-00-00;0000-00-00;0000-00-00;Mitshubishi Jepang;2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB307703;YYW 06;0;4;16;59;1977;16;33;Tidak Aktiv;;0000-00-00;0000-00-00;0000-00-00;Mitshubishi Jepang;2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB307704;YYW 07;0;4;16;59;1977;16;33;Tidak Aktiv;;0000-00-00;0000-00-00;0000-00-00;Mitshubishi Jepang;2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB307705;YYW 12;0;4;16;59;1977;16;33;Tidak Aktiv;;0000-00-00;0000-00-00;0000-00-00;Mitshubishi Jepang;2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB307706;YYW 13;0;4;16;59;1977;16;33;Tidak Aktiv;;0000-00-00;0000-00-00;0000-00-00;Mitshubishi Jepang;2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB307707;YYW 14;0;4;16;59;1977;16;33;Tidak Aktiv;;0000-00-00;0000-00-00;0000-00-00;Mitshubishi Jepang;2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB508995;KKBW 1465;0;4;16;57;1989;18;83;Aktiv;;0000-00-00;29/08/2020;0000-00-00;Canada;2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB508996;KKBW 1468;0;4;16;57;1989;18;83;Aktiv;;0000-00-00;10/09/2021;0000-00-00;Canada;2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB307708;YYW 16;0;4;16;59;1977;16;33;Tidak Aktiv;;0000-00-00;0000-00-00;0000-00-00;Mitshubishi Jepang;2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB307709;YYW 17;0;4;16;59;1977;16;33;Tidak Aktiv;;0000-00-00;0000-00-00;0000-00-00;Mitshubishi Jepang;2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB307710;YYW 18;0;4;16;59;1977;16;33;Tidak Aktiv;;0000-00-00;0000-00-00;0000-00-00;Mitshubishi Jepang;2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB306108;ZZOR 30019;0;4;16;226;1961;18;51;Tidak Aktiv;;0000-00-00;0000-00-00;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB306110;ZZOR 30029;0;4;16;226;1961;18;51;Tidak Aktiv;;0000-00-00;0000-00-00;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB306115;ZZOR 30041;0;4;16;226;1961;18;51;Tidak Aktiv;;0000-00-00;0000-00-00;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB306117;ZZOR 30056;0;4;16;226;1961;18;51;Tidak Aktiv;;0000-00-00;0000-00-00;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB306119;ZZOR 30064;0;4;16;226;1961;18;51;Tidak Aktiv;;0000-00-00;0000-00-00;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB307711;YYW 20;0;4;16;59;1984;16;33;Tidak Aktiv;;0000-00-00;0000-00-00;0000-00-00;Mitshubishi Jepang;2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB307712;YYW 22;0;4;16;59;1977;16;33;Tidak Aktiv;;0000-00-00;0000-00-00;0000-00-00;Mitshubishi Jepang;2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB307713;YYW 23;0;4;16;59;1977;16;33;Tidak Aktiv;;0000-00-00;0000-00-00;0000-00-00;Mitshubishi Jepang;2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB307714;YYW 28;0;4;16;59;1977;16;33;Tidak Aktiv;;0000-00-00;0000-00-00;0000-00-00;Mitshubishi Jepang;2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB508997;KKBW 1478;0;4;16;57;1989;18;83;Aktiv;;0000-00-00;16/08/2020;0000-00-00;Canada;2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB307715;YYW 29;0;4;16;59;1977;16;44;Tidak Aktiv;;0000-00-00;0000-00-00;0000-00-00;Mitshubishi Jepang;2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB307716;YYW 30;0;4;16;59;1977;16;33;Tidak Aktiv;;0000-00-00;0000-00-00;0000-00-00;Mitshubishi Jepang;2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB508988;KKBW 1480;0;4;16;57;1989;18;83;Aktiv;;28/12/2009;16/08/2020;0000-00-00;Canada;2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB307717;YYW 191;0;4;16;59;1977;16;33;Tidak Aktiv;;0000-00-00;0000-00-00;0000-00-00;Mitshubishi Jepang;2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB3084163;YYW 01;0;4;16;59;1984;16;44;Tidak Aktiv;;0000-00-00;0000-00-00;0000-00-00;Mitshubishi Jepang;2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB508989;KKBW 1482;0;4;16;57;1989;18;83;Aktiv;;0000-00-00;18/10/2020;0000-00-00;Canada;2;0000-00-00 00:00:00;0000-00-00 00:00:00
