"247","BB 306 84 09","BB 306 11","2011-03-08","TM.202/III/3/KA-2011","8",NULL,NULL,NULL
"248","BB 306 84 10","BB 306 12","2011-03-08","TM.202/III/3/KA-2011","8",NULL,NULL,NULL
"249","BB 306 84 11","BB 306 13","2011-03-08","TM.202/III/3/KA-2011","8",NULL,NULL,NULL
"250","BB 306 84 12","BB 306 14","2011-03-08","TM.202/III/3/KA-2011","8",NULL,NULL,NULL
"251","BB 306 84 13","BB 306 18","2011-03-08","TM.202/III/3/KA-2011","8",NULL,NULL,NULL
"252","BB 306 84 14","BB 306 19","2011-03-08","TM.202/III/3/KA-2011","8",NULL,NULL,NULL
"253","BB 306 84 15","BB 306 20","2011-03-08","TM.202/III/3/KA-2011","8",NULL,NULL,NULL
"254","BB 306 84 16","BB 306 21","2011-03-08","TM.202/III/3/KA-2011","8",NULL,NULL,NULL
"255","BB 306 84 17","BB 306 22","2011-03-08","TM.202/III/3/KA-2011","8",NULL,NULL,NULL
"256","CC 200 53 01","CC 200 15","2011-03-08","TM.202/III/3/KA-2011","8",NULL,NULL,NULL
"257","CC 201 04 01","CC 201 138","2011-03-08","TM.202/III/3/KA-2011","8",NULL,NULL,NULL
"258","CC 201 04 02","CC 201 139","2011-03-08","TM.202/III/3/KA-2011","8",NULL,NULL,NULL
"259","CC 201 04 03 ","CC 201 140 R","2011-03-08","TM.202/III/3/KA-2011","8",NULL,NULL,NULL
