"Tanggal","Terakhir","Pembukaan","Tertinggi","Terendah","Vol.","Perubahan%"
"13/11/2017","6.021,46","6.020,75","6.045,49","6.016,99","5,40B","-0,01%"
"10/11/2017","6.021,83","6.044,28","6.054,53","6.020,45","5,38B","-0,34%"
"09/11/2017","6.042,46","6.055,55","6.071,54","6.039,86","5,67B","-0,11%"
"08/11/2017","6.049,38","6.052,99","6.069,77","6.033,55","7,16B","-0,18%"
"07/11/2017","6.060,45","6.055,75","6.065,28","6.047,27","5,03B","0,16%"
"06/11/2017","6.050,82","6.031,52","6.062,06","6.025,07","6,20B","0,19%"
"03/11/2017","6.039,54","6.044,79","6.046,26","5.989,68","4,77B","0,14%"
"02/11/2017","6.031,11","6.052,03","6.082,23","6.031,11","5,67B","-0,12%"
"01/11/2017","6.038,15","6.017,04","6.038,99","6.008,37","5,63B","0,54%"
"31/10/2017","6.005,78","6.034,38","6.034,62","5.989,86","5,58B","0,53%"
"30/10/2017","5.974,08","5.990,19","6.008,63","5.969,21","6,03B","-0,02%"
"27/10/2017","5.975,28","5.998,17","6.020,29","5.969,78","5,02B","-0,34%"
"26/10/2017","5.995,85","6.018,27","6.042,45","5.995,85","6,16B","-0,49%"
"25/10/2017","6.025,43","5.962,03","6.025,43","5.961,75","6,59B","1,23%"
"24/10/2017","5.952,08","5.955,27","5.974,20","5.949,33","8,33B","0,03%"
"23/10/2017","5.950,03","5.946,15","5.965,99","5.945,33","8,01B","0,35%"
"20/10/2017","5.929,55","5.923,08","5.959,58","5.918,53","6,56B","0,32%"
"19/10/2017","5.910,53","5.927,73","5.934,68","5.903,86","7,66B","-0,31%"
"18/10/2017","5.929,20","5.955,20","5.958,00","5.903,62","7,42B","-0,30%"
"17/10/2017","5.947,33","5.957,58","5.961,51","5.922,07","5,33B","-0,04%"
"16/10/2017","5.949,70","5.927,99","5.956,95","5.927,99","7,33B","0,43%"
"13/10/2017","5.924,12","5.926,03","5.947,86","5.915,14","6,89B","-0,04%"
"12/10/2017","5.926,20","5.886,43","5.932,01","5.883,50","7,62B","0,74%"
"11/10/2017","5.882,79","5.900,73","5.906,14","5.860,76","4,91B","-0,39%"
"10/10/2017","5.905,76","5.918,13","5.927,68","5.896,46","4,87B","-0,16%"
"09/10/2017","5.914,93","5.906,72","5.926,38","5.902,47","4,23B","0,16%"
"06/10/2017","5.905,38","5.922,11","5.922,75","5.894,24","4,75B","0,06%"
"05/10/2017","5.901,91","5.954,73","5.956,40","5.901,91","5,83B","-0,83%"
"04/10/2017","5.951,48","5.952,38","5.967,12","5.946,64","6,01B","0,20%"
"03/10/2017","5.939,45","5.915,43","5.953,48","5.899,53","6,25B","0,43%"
"02/10/2017","5.914,03","5.917,75","5.936,14","5.909,11","5,02B","0,22%"
"29/09/2017","5.900,85","5.855,08","5.907,44","5.851,70","5,18B","1,02%"
"28/09/2017","5.841,05","5.860,55","5.866,61","5.839,59","6,21B","-0,37%"
"27/09/2017","5.863,03","5.872,59","5.873,03","5.841,02","5,53B","-0,02%"
"26/09/2017","5.863,96","5.897,01","5.904,95","5.859,85","6,11B","-0,52%"
"25/09/2017","5.894,61","5.910,16","5.918,09","5.882,94","4,80B","-0,29%"
"22/09/2017","5.911,71","5.905,23","5.928,79","5.883,57","5,18B","0,09%"
"20/09/2017","5.906,57","5.902,21","5.908,86","5.885,83","6,18B","0,09%"
"19/09/2017","5.901,33","5.885,21","5.901,33","5.868,34","5,91B","0,28%"
"18/09/2017","5.884,61","5.875,11","5.884,61","5.851,23","5,33B","0,21%"
"15/09/2017","5.872,39","5.854,45","5.875,53","5.831,18","6,47B","0,35%"
"14/09/2017","5.852,00","5.849,72","5.867,21","5.841,40","7,57B","0,11%"
"13/09/2017","5.845,73","5.860,49","5.881,69","5.840,92","6,96B","-0,45%"
"12/09/2017","5.872,38","5.877,24","5.884,15","5.861,53","6,14B","0,01%"
"11/09/2017","5.871,88","5.863,42","5.883,95","5.858,24","5,31B","0,25%"
"08/09/2017","5.857,12","5.825,12","5.866,99","5.819,53","4,80B","0,43%"
"07/09/2017","5.832,31","5.824,52","5.835,88","5.810,48","5,20B","0,14%"
"06/09/2017","5.824,14","5.809,31","5.831,48","5.803,12","6,36B","-0,10%"
"05/09/2017","5.829,98","5.823,01","5.834,18","5.774,31","6,70B","0,28%"
"04/09/2017","5.813,74","5.858,21","5.861,60","5.806,32","5,23B","-0,86%"
"31/08/2017","5.864,06","5.873,73","5.881,74","5.845,27","6,55B","-0,14%"
"30/08/2017","5.872,51","5.888,43","5.893,90","5.863,15","5,29B","-0,27%"
"29/08/2017","5.888,21","5.899,75","5.902,61","5.865,41","5,97B","-0,26%"
"28/08/2017","5.903,34","5.904,37","5.914,48","5.890,48","8,96B","-0,20%"
"25/08/2017","5.915,36","5.906,12","5.915,36","5.880,02","6,61B","0,36%"
"24/08/2017","5.894,12","5.914,10","5.916,82","5.874,28","8,94B","-0,34%"
"23/08/2017","5.914,02","5.900,40","5.914,02","5.881,76","7,99B","0,57%"
"22/08/2017","5.880,30","5.862,59","5.885,60","5.862,48","6,05B","0,33%"
"21/08/2017","5.861,00","5.893,42","5.901,58","5.855,24","4,41B","-0,56%"
"18/08/2017","5.893,84","5.879,68","5.912,12","5.869,13","4,79B","0,03%"
"16/08/2017","5.891,95","5.842,56","5.891,95","5.836,15","5,97B","0,98%"
"15/08/2017","5.835,04","5.808,65","5.842,84","5.808,26","6,43B","0,58%"
"14/08/2017","5.801,49","5.780,70","5.812,87","5.780,70","5,03B","0,61%"
"11/08/2017","5.766,14","5.812,25","5.812,91","5.756,46","5,69B","-1,03%"
"10/08/2017","5.825,95","5.828,54","5.833,86","5.810,76","5,83B","0,03%"
"09/08/2017","5.824,01","5.813,60","5.824,01","5.792,78","5,67B","0,23%"
"08/08/2017","5.810,56","5.755,05","5.810,56","5.755,05","4,99B","1,07%"
"07/08/2017","5.749,29","5.780,89","5.812,79","5.749,29","4,35B","-0,49%"
"04/08/2017","5.777,48","5.775,92","5.800,13","5.769,40","4,10B","-0,05%"
"03/08/2017","5.780,58","5.818,56","5.825,05","5.780,58","4,60B","-0,75%"
"02/08/2017","5.824,25","5.815,07","5.824,25","5.792,17","5,29B","0,33%"
"01/08/2017","5.805,20","5.853,51","5.858,93","5.805,20","7,20B","-0,61%"
"31/07/2017","5.840,94","5.820,01","5.847,24","5.816,53","5,44B","0,17%"
"28/07/2017","5.831,03","5.822,81","5.831,03","5.804,80","6,58B","0,19%"
"27/07/2017","5.819,74","5.807,28","5.820,96","5.805,92","5,14B","0,34%"
"26/07/2017","5.800,21","5.809,89","5.831,64","5.785,90","5,82B","-0,23%"
"25/07/2017","5.813,53","5.805,60","5.813,53","5.780,48","4,83B","0,21%"
"24/07/2017","5.801,59","5.760,08","5.801,59","5.756,51","5,09B","0,63%"
"21/07/2017","5.765,42","5.824,53","5.831,46","5.760,96","4,20B","-1,03%"
"20/07/2017","5.825,21","5.808,88","5.828,14","5.808,12","4,51B","0,32%"
"19/07/2017","5.806,69","5.822,24","5.822,48","5.797,35","4,49B","-0,27%"
"18/07/2017","5.822,35","5.824,93","5.831,69","5.806,60","5,55B","-0,32%"
"17/07/2017","5.841,28","5.831,02","5.841,28","5.824,26","5,15B","0,16%"
"14/07/2017","5.831,80","5.827,55","5.833,76","5.804,44","3,68B","0,03%"
"13/07/2017","5.830,04","5.839,40","5.843,18","5.809,40","4,30B","0,19%"
"12/07/2017","5.819,13","5.771,47","5.827,13","5.771,47","4,53B","0,79%"
"11/07/2017","5.773,33","5.772,98","5.784,08","5.765,36","5,20B","0,03%"
"10/07/2017","5.771,51","5.814,79","5.826,31","5.769,34","3,00B","-0,74%"
"07/07/2017","5.814,79","5.839,89","5.863,59","5.810,36","3,75B","-0,59%"
"06/07/2017","5.849,57","5.817,80","5.852,34","5.817,39","4,15B","0,42%"
"05/07/2017","5.825,05","5.865,43","5.874,69","5.808,35","4,73B","-0,69%"
"04/07/2017","5.865,36","5.886,72","5.896,37","5.858,61","3,93B","-0,76%"
"03/07/2017","5.910,24","5.846,60","5.910,24","5.831,20","4,88B","1,38%"
"22/06/2017","5.829,71","5.830,98","5.831,34","5.804,60","3,74B","0,19%"
"21/06/2017","5.818,55","5.772,09","5.818,55","5.771,58","4,27B","0,46%"
"20/06/2017","5.791,90","5.749,58","5.791,90","5.747,45","4,91B","0,87%"
"19/06/2017","5.741,91","5.731,08","5.745,57","5.726,77","5,69B","0,32%"
"16/06/2017","5.723,64","5.768,16","5.797,12","5.720,93","5,41B","-0,91%"
"15/06/2017","5.776,28","5.776,30","5.791,20","5.768,15","3,47B","-0,29%"
"14/06/2017","5.792,90","5.708,07","5.792,90","5.707,92","5,07B","1,49%"
"13/06/2017","5.707,65","5.694,95","5.715,21","5.693,88","4,53B","0,28%"
"12/06/2017","5.691,44","5.668,72","5.716,54","5.668,72","3,90B","0,28%"
"09/06/2017","5.675,52","5.699,25","5.704,86","5.669,87","5,27B","-0,48%"
"08/06/2017","5.702,92","5.719,03","5.725,88","5.702,92","4,67B","-0,25%"
"07/06/2017","5.717,32","5.716,97","5.735,99","5.709,15","4,83B","0,17%"
"06/06/2017","5.707,83","5.743,40","5.754,29","5.701,66","6,30B","-0,70%"
"05/06/2017","5.748,23","5.747,89","5.765,83","5.737,58","5,83B","0,10%"
"02/06/2017","5.742,45","5.749,42","5.752,66","5.726,01","6,68B","0,07%"
"31/05/2017","5.738,15","5.697,81","5.738,15","5.697,81","9,41B","0,79%"
"30/05/2017","5.693,39","5.700,77","5.730,06","5.693,39","6,47B","-0,33%"
"29/05/2017","5.712,33","5.728,81","5.730,84","5.703,46","5,17B","-0,08%"
"26/05/2017","5.716,81","5.713,35","5.728,60","5.703,89","5,94B","0,23%"
"24/05/2017","5.703,43","5.678,39","5.704,71","5.672,04","6,17B","-0,47%"
"23/05/2017","5.730,61","5.770,62","5.777,69","5.692,98","5,53B","-0,33%"
"22/05/2017","5.749,44","5.837,18","5.874,44","5.743,39","6,06B","-0,73%"
"19/05/2017","5.791,88","5.643,54","5.825,21","5.630,07","7,29B","2,59%"
"18/05/2017","5.645,45","5.590,47","5.645,45","5.577,52","7,07B","0,53%"
"17/05/2017","5.615,49","5.661,48","5.664,32","5.608,80","5,49B","-0,56%"
"16/05/2017","5.647,00","5.690,30","5.696,62","5.647,00","5,59B","-0,74%"
"15/05/2017","5.688,87","5.689,81","5.693,99","5.649,08","6,38B","0,24%"
"12/05/2017","5.675,22","5.680,59","5.698,96","5.668,72","8,22B","0,39%"
"10/05/2017","5.653,01","5.697,96","5.718,59","5.636,20","7,53B","-0,77%"
"09/05/2017","5.697,06","5.730,25","5.745,85","5.693,68","6,14B","-0,19%"
"08/05/2017","5.707,86","5.699,30","5.727,49","5.692,56","7,18B","0,43%"
"05/05/2017","5.683,38","5.665,11","5.696,48","5.659,97","7,74B","0,25%"
"04/05/2017","5.669,44","5.656,09","5.676,01","5.643,05","6,82B","0,39%"
"03/05/2017","5.647,37","5.681,60","5.686,82","5.647,32","6,77B","-0,50%"
"02/05/2017","5.675,81","5.703,87","5.714,34","5.675,81","5,96B","-0,17%"
"28/04/2017","5.685,30","5.715,09","5.724,51","5.684,59","5,98B","-0,38%"
"27/04/2017","5.707,03","5.708,23","5.718,90","5.697,79","7,08B","-0,34%"
"26/04/2017","5.726,53","5.687,08","5.726,53","5.679,59","6,80B","0,80%"
"25/04/2017","5.680,80","5.690,89","5.696,39","5.653,68","6,15B","0,29%"
"21/04/2017","5.664,48","5.600,42","5.664,48","5.599,49","5,51B","1,24%"
"20/04/2017","5.595,31","5.609,89","5.619,36","5.590,03","7,62B","-0,20%"
"18/04/2017","5.606,52","5.597,67","5.626,52","5.597,17","7,21B","0,52%"
"17/04/2017","5.577,49","5.624,62","5.631,51","5.577,49","6,28B","-0,70%"
"13/04/2017","5.616,55","5.658,20","5.660,39","5.613,54","6,41B","-0,49%"
"12/04/2017","5.644,15","5.633,98","5.650,03","5.631,75","8,69B","0,29%"
"11/04/2017","5.627,93","5.647,90","5.658,73","5.621,79","9,81B","-0,29%"
"10/04/2017","5.644,30","5.662,67","5.677,07","5.628,98","7,50B","-0,16%"
"07/04/2017","5.653,49","5.674,01","5.677,72","5.643,35","6,64B","-0,47%"
"06/04/2017","5.680,24","5.668,31","5.680,24","5.645,31","7,09B","0,06%"
"05/04/2017","5.676,98","5.668,00","5.676,98","5.644,79","8,65B","0,45%"
"04/04/2017","5.651,82","5.611,66","5.654,40","5.608,52","10,97B","0,80%"
"03/04/2017","5.606,79","5.583,35","5.616,94","5.581,31","8,39B","0,69%"
"31/03/2017","5.568,11","5.589,52","5.606,02","5.568,11","7,60B","-0,44%"
"30/03/2017","5.592,95","5.581,12","5.592,95","5.555,37","10,14B","0,01%"
"29/03/2017","5.592,51","5.552,78","5.592,77","5.552,78","7,47B","0,93%"
"27/03/2017","5.541,20","5.557,93","5.567,43","5.531,33","6,48B","-0,47%"
"24/03/2017","5.567,13","5.565,62","5.581,18","5.546,83","6,67B","0,06%"
"23/03/2017","5.563,76","5.539,64","5.576,67","5.532,65","7,33B","0,54%"
"22/03/2017","5.534,09","5.512,73","5.534,09","5.486,85","8,41B","-0,16%"
"21/03/2017","5.543,09","5.541,05","5.554,44","5.525,98","8,12B","0,16%"
"20/03/2017","5.533,99","5.552,39","5.566,93","5.510,27","8,65B","-0,12%"
"17/03/2017","5.540,43","5.539,82","5.557,98","5.499,39","9,07B","0,40%"
"16/03/2017","5.518,24","5.461,91","5.518,24","5.458,42","8,24B","1,58%"
"15/03/2017","5.432,38","5.433,68","5.447,49","5.424,52","7,81B","0,01%"
"14/03/2017","5.431,59","5.415,95","5.449,76","5.412,96","8,48B","0,41%"
"13/03/2017","5.409,37","5.389,20","5.409,37","5.386,34","7,32B","0,35%"
"10/03/2017","5.390,68","5.414,91","5.415,72","5.369,75","8,19B","-0,22%"
"09/03/2017","5.402,39","5.393,94","5.405,59","5.387,00","7,16B","0,16%"
"08/03/2017","5.393,76","5.407,53","5.415,23","5.390,01","7,51B","-0,16%"
"07/03/2017","5.402,61","5.416,02","5.427,91","5.386,32","9,91B","-0,13%"
"06/03/2017","5.409,82","5.398,05","5.409,82","5.386,82","10,52B","0,34%"
"03/03/2017","5.391,22","5.402,58","5.410,90","5.384,79","11,02B","-0,31%"
"02/03/2017","5.408,25","5.394,73","5.431,17","5.394,73","7,65B","0,84%"
"01/03/2017","5.363,06","5.389,17","5.392,79","5.350,91","8,33B","-0,44%"
"28/02/2017","5.386,69","5.390,34","5.405,79","5.386,69","8,48B","0,07%"
"27/02/2017","5.382,87","5.387,82","5.393,66","5.368,42","10,56B","-0,06%"
"24/02/2017","5.385,91","5.371,02","5.391,26","5.370,79","12,00B","0,24%"
"23/02/2017","5.372,75","5.348,36","5.373,64","5.347,86","18,03B","0,26%"
"22/02/2017","5.358,68","5.353,11","5.360,41","5.331,43","19,54B","0,33%"
"21/02/2017","5.340,99","5.363,61","5.375,70","5.336,84","21,61B","-0,34%"
"20/02/2017","5.359,29","5.358,55","5.373,09","5.351,02","11,13B","0,16%"
"17/02/2017","5.350,93","5.366,85","5.370,33","5.340,86","18,48B","-0,50%"
"16/02/2017","5.378,00","5.389,07","5.395,28","5.357,71","22,51B","-0,05%"
"14/02/2017","5.380,67","5.402,56","5.409,35","5.370,49","14,73B","-0,53%"
"13/02/2017","5.409,56","5.396,56","5.418,38","5.388,68","18,81B","0,71%"
"10/02/2017","5.371,67","5.378,92","5.400,17","5.371,67","17,24B","-0,01%"
"09/02/2017","5.372,08","5.366,34","5.384,96","5.363,47","26,63B","0,21%"
"08/02/2017","5.361,09","5.380,11","5.382,07","5.349,46","33,51B","-0,38%"
"07/02/2017","5.381,48","5.387,65","5.396,10","5.380,60","17,67B","-0,27%"
"06/02/2017","5.395,99","5.369,52","5.395,99","5.369,44","15,81B","0,66%"
"03/02/2017","5.360,77","5.355,27","5.366,44","5.354,59","1,35B","0,13%"
"02/02/2017","5.353,71","5.327,02","5.353,71","5.326,99","17,08B","0,50%"
"01/02/2017","5.327,16","5.319,94","5.341,48","5.317,49","26,47B","0,62%"
"31/01/2017","5.294,10","5.316,67","5.321,35","5.294,10","19,74B","-0,16%"
"30/01/2017","5.302,66","5.321,55","5.331,52","5.302,66","19,93B","-0,19%"
"27/01/2017","5.312,84","5.304,96","5.321,68","5.297,26","14,72B","-0,09%"
"26/01/2017","5.317,63","5.305,11","5.327,51","5.291,44","19,67B","0,45%"
"25/01/2017","5.293,78","5.302,87","5.310,67","5.287,13","27,78B","0,03%"
"24/01/2017","5.292,09","5.267,73","5.297,49","5.267,73","15,17B","0,78%"
"23/01/2017","5.250,97","5.250,64","5.265,44","5.228,29","15,21B","-0,06%"
"20/01/2017","5.254,31","5.290,56","5.293,08","5.243,75","15,78B","-0,84%"
"19/01/2017","5.298,95","5.302,21","5.309,95","5.288,58","8,80B","0,08%"
"18/01/2017","5.294,78","5.273,29","5.294,78","5.273,29","11,70B","0,53%"
"17/01/2017","5.266,94","5.266,92","5.287,12","5.265,60","8,96B","-0,06%"
"16/01/2017","5.270,01","5.283,62","5.291,50","5.270,01","7,53B","-0,06%"
"13/01/2017","5.272,98","5.299,05","5.310,42","5.272,98","7,25B","-0,37%"
"12/01/2017","5.292,75","5.301,04","5.322,42","5.292,75","10,39B","-0,16%"
"11/01/2017","5.301,24","5.316,15","5.322,98","5.301,24","8,73B","-0,16%"
"10/01/2017","5.309,92","5.330,02","5.331,13","5.292,06","7,30B","-0,12%"
"09/01/2017","5.316,36","5.350,88","5.360,06","5.307,59","10,00B","-0,57%"
"06/01/2017","5.347,02","5.321,74","5.350,24","5.318,39","7,38B","0,40%"
"05/01/2017","5.325,50","5.302,63","5.328,49","5.302,63","7,96B","0,46%"
"04/01/2017","5.301,18","5.270,02","5.312,96","5.249,23","5,48B","0,48%"
"03/01/2017","5.275,97","5.290,39","5.292,18","5.246,85","3,42B","-0,39%"
"30/12/2016","5.296,71","5.307,36","5.334,79","5.296,71","6,19B","-0,11%"
"29/12/2016","5.302,57","5.205,27","5.311,61","5.200,27","5,59B","1,79%"
"28/12/2016","5.209,44","5.140,14","5.213,27","5.139,77","5,41B","2,09%"
"27/12/2016","5.102,95","5.028,36","5.112,78","5.028,20","5,79B","1,50%"
"23/12/2016","5.027,70","5.036,29","5.078,23","5.022,85","5,31B","-0,30%"
"22/12/2016","5.042,87","5.114,40","5.120,36","5.032,91","5,41B","-1,34%"
"21/12/2016","5.111,39","5.179,03","5.188,95","5.111,39","5,58B","-0,99%"
"20/12/2016","5.162,48","5.179,18","5.194,73","5.142,39","7,42B","-0,57%"
"19/12/2016","5.191,91","5.224,07","5.240,43","5.190,93","6,19B","-0,76%"
"16/12/2016","5.231,65","5.260,13","5.263,01","5.231,65","6,02B","-0,43%"
"15/12/2016","5.254,36","5.230,56","5.266,06","5.210,63","6,63B","-0,16%"
"14/12/2016","5.262,82","5.287,19","5.306,34","5.259,68","5,34B","-0,58%"
"13/12/2016","5.293,62","5.296,19","5.300,72","5.264,74","5,55B","-0,27%"
"09/12/2016","5.308,13","5.297,55","5.308,13","5.284,77","5,14B","0,08%"
"08/12/2016","5.303,73","5.268,24","5.303,73","5.263,44","6,77B","0,73%"
"07/12/2016","5.265,37","5.272,10","5.273,52","5.229,80","6,22B","-0,14%"
"06/12/2016","5.272,97","5.279,98","5.288,91","5.259,19","6,83B","0,09%"
"05/12/2016","5.268,31","5.239,90","5.280,32","5.239,90","7,13B","0,43%"
"02/12/2016","5.245,96","5.207,92","5.250,29","5.199,14","7,94B","0,91%"
"01/12/2016","5.198,76","5.168,63","5.211,92","5.168,07","10,94B","0,97%"
"30/11/2016","5.148,91","5.148,91","5.182,14","5.146,52","11,65B","0,24%"
"29/11/2016","5.136,67","5.108,75","5.164,58","5.108,75","12,47B","0,43%"
"28/11/2016","5.114,57","5.111,42","5.120,86","5.091,61","12,12B","-0,15%"
"25/11/2016","5.122,10","5.097,11","5.129,75","5.096,67","8,42B","0,28%"
"24/11/2016","5.107,62","5.179,22","5.194,24","5.102,42","7,90B","-2,00%"
"23/11/2016","5.212,00","5.192,35","5.212,00","5.182,35","8,68B","0,14%"
"22/11/2016","5.204,67","5.140,66","5.204,67","5.140,52","9,77B","1,09%"
"21/11/2016","5.148,32","5.150,83","5.158,76","5.130,44","9,11B","-0,42%"
"18/11/2016","5.170,11","5.195,08","5.196,91","5.139,20","7,16B","-0,44%"
"17/11/2016","5.193,02","5.180,48","5.202,31","5.162,81","7,53B","0,15%"
"16/11/2016","5.185,47","5.112,50","5.201,17","5.112,50","8,04B","2,11%"
"15/11/2016","5.078,50","5.121,48","5.169,36","5.073,42","7,66B","-0,73%"
"14/11/2016","5.115,74","5.194,93","5.196,78","5.043,35","9,16B","-2,22%"
"11/11/2016","5.231,97","5.380,64","5.380,69","5.231,97","10,09B","-4,01%"
"10/11/2016","5.450,31","5.444,04","5.482,11","5.443,73","8,65B","0,66%"
"09/11/2016","5.414,32","5.478,03","5.491,70","5.345,13","10,72B","-1,03%"
"08/11/2016","5.470,68","5.407,39","5.476,07","5.407,39","10,04B","1,57%"
"07/11/2016","5.386,21","5.361,02","5.395,32","5.341,86","8,40B","0,44%"
"04/11/2016","5.362,66","5.310,78","5.362,66","5.303,36","6,34B","0,62%"
"03/11/2016","5.329,50","5.395,87","5.402,05","5.329,50","7,16B","-1,41%"
"02/11/2016","5.405,45","5.415,02","5.420,36","5.393,51","9,55B","-0,19%"
"01/11/2016","5.416,01","5.430,74","5.439,03","5.415,03","8,01B","-0,12%"
"31/10/2016","5.422,54","5.413,57","5.429,07","5.406,01","13,51B","0,23%"
"28/10/2016","5.410,27","5.414,51","5.426,26","5.402,43","10,93B","-0,12%"
"27/10/2016","5.416,84","5.405,70","5.427,53","5.403,86","33,31B","0,32%"
"26/10/2016","5.399,68","5.387,70","5.406,58","5.381,70","19,88B","0,03%"
"25/10/2016","5.397,82","5.426,11","5.436,20","5.397,82","8,50B","-0,43%"
"24/10/2016","5.421,00","5.415,48","5.433,34","5.411,88","8,11B","0,22%"
"21/10/2016","5.409,24","5.407,23","5.416,95","5.395,42","7,91B","0,10%"
"20/10/2016","5.403,69","5.409,79","5.423,29","5.395,30","20,13B","-0,10%"
"19/10/2016","5.409,29","5.436,28","5.445,80","5.402,15","11,67B","-0,38%"
"18/10/2016","5.430,05","5.424,67","5.446,83","5.422,92","6,27B","0,37%"
"17/10/2016","5.410,30","5.390,96","5.422,35","5.386,22","6,15B","0,19%"
"14/10/2016","5.399,89","5.338,70","5.408,77","5.332,08","5,54B","1,11%"
"13/10/2016","5.340,40","5.368,22","5.384,56","5.339,48","5,26B","-0,45%"
"12/10/2016","5.364,61","5.364,35","5.380,56","5.350,39","5,55B","-0,32%"
"11/10/2016","5.382,00","5.372,69","5.385,76","5.345,07","8,49B","0,39%"
"10/10/2016","5.360,83","5.371,00","5.397,15","5.352,82","6,48B","-0,30%"
"07/10/2016","5.377,15","5.403,84","5.409,20","5.363,47","5,94B","-0,60%"
"06/10/2016","5.409,34","5.428,45","5.447,26","5.390,09","7,18B","-0,21%"
"05/10/2016","5.420,65","5.458,00","5.460,16","5.399,22","6,50B","-0,94%"
"04/10/2016","5.472,32","5.475,63","5.482,84","5.460,71","5,37B","0,15%"
"03/10/2016","5.463,91","5.403,86","5.463,91","5.403,86","5,39B","1,85%"
"30/09/2016","5.364,80","5.412,38","5.437,97","5.364,80","5,36B","-1,24%"
"29/09/2016","5.431,96","5.442,82","5.474,31","5.431,96","6,94B","0,12%"
"28/09/2016","5.425,34","5.390,76","5.432,98","5.382,24","6,72B","0,11%"
"27/09/2016","5.419,60","5.336,55","5.419,60","5.295,66","5,10B","1,26%"
"26/09/2016","5.352,14","5.375,16","5.375,88","5.337,02","3,77B","-0,68%"
"23/09/2016","5.388,91","5.375,71","5.388,91","5.355,93","4,39B","0,16%"
"22/09/2016","5.380,26","5.382,32","5.411,61","5.368,56","4,74B","0,71%"
"21/09/2016","5.342,59","5.295,88","5.348,00","5.275,19","4,65B","0,76%"
"20/09/2016","5.302,49","5.323,30","5.336,25","5.298,28","5,41B","-0,36%"
"19/09/2016","5.321,84","5.289,12","5.331,97","5.286,14","3,36B","1,03%"
"16/09/2016","5.267,77","5.287,42","5.305,09","5.252,26","4,74B","0,04%"
"15/09/2016","5.265,82","5.160,75","5.270,49","5.158,73","4,59B","2,33%"
"14/09/2016","5.146,04","5.188,40","5.189,36","5.128,17","5,08B","-1,33%"
"13/09/2016","5.215,57","5.266,11","5.268,54","5.211,87","4,38B","-1,26%"
"09/09/2016","5.281,92","5.355,34","5.358,51","5.281,92","4,33B","-1,66%"
"08/09/2016","5.371,08","5.383,06","5.383,54","5.364,61","4,14B","-0,19%"
"07/09/2016","5.381,35","5.382,22","5.393,09","5.357,52","3,72B","0,17%"
"06/09/2016","5.372,10","5.363,05","5.373,21","5.342,56","4,12B","0,28%"
"05/09/2016","5.356,95","5.378,62","5.396,92","5.347,59","4,94B","0,07%"
"02/09/2016","5.353,46","5.323,57","5.359,91","5.323,04","4,66B","0,35%"
"01/09/2016","5.334,55","5.368,52","5.376,64","5.320,08","4,72B","-0,96%"
"31/08/2016","5.386,08","5.355,12","5.399,16","5.353,29","4,95B","0,44%"
"30/08/2016","5.362,32","5.368,57","5.388,64","5.336,71","5,65B","-0,16%"
"29/08/2016","5.370,76","5.425,15","5.426,22","5.348,05","5,42B","-1,25%"
"26/08/2016","5.438,83","5.454,07","5.456,64","5.419,74","6,31B","-0,28%"
"25/08/2016","5.454,12","5.413,99","5.454,12","5.412,53","4,80B","0,93%"
"24/08/2016","5.403,99","5.406,81","5.418,45","5.385,24","5,57B","-0,24%"
"23/08/2016","5.417,14","5.434,03","5.438,50","5.351,07","5,92B","-0,18%"
"22/08/2016","5.427,18","5.425,90","5.435,19","5.398,80","6,47B","0,21%"
"19/08/2016","5.416,03","5.468,01","5.470,98","5.416,03","4,61B","-0,83%"
"18/08/2016","5.461,45","5.387,77","5.461,45","5.386,12","5,19B","1,67%"
"16/08/2016","5.371,85","5.341,93","5.377,42","5.338,64","4,34B","0,96%"
"15/08/2016","5.320,56","5.390,02","5.396,95","5.296,59","5,69B","-1,05%"
"12/08/2016","5.377,20","5.432,83","5.449,06","5.366,34","4,64B","-0,77%"
"11/08/2016","5.419,09","5.438,09","5.455,80","5.397,31","8,85B","-0,09%"
"10/08/2016","5.423,95","5.439,76","5.457,12","5.405,89","8,80B","-0,30%"
"09/08/2016","5.440,29","5.459,89","5.476,22","5.428,68","6,98B","-0,34%"
"08/08/2016","5.458,98","5.435,21","5.458,98","5.427,27","6,13B","0,71%"
"05/08/2016","5.420,25","5.380,11","5.427,52","5.377,42","5,79B","0,86%"
