id;kode_sarana;kode_sarana_lama;id_kartu;jenis_sarana;sub_jenis_sarana;seri;tahun_dinas;id_daops;id_depo;status;negara_asal;tgl_uji_pertama;tgl_masa_uji;tgl_masa_perawatan;pabrikan;id_pemilik;created_at;last_update;expired_month;expired_year;status_masauji
3819;GK309703;KKW 483;;Gerbong;18;62.0;1997;17;46;Aktiv;;28/12/2009;13/10/2019;0000-00-00;ARAD (RUMANIA);2;;;2019-10;2019;Expired
3820;GK309704;KKW 484;;Gerbong;18;62.0;1997;17;46;Aktiv;;28/12/2009;01/01/2021;0000-00-00;ARAD (RUMANIA);2;;;2021-01;2021;Expired
3821;GK309705;KKW 485;;Gerbong;18;62.0;1997;17;46;Aktiv;;28/12/2009;01/11/2019;0000-00-00;ARAD (RUMANIA);2;;;2019-11;2019;Expired
3822;GK309706;KKW 486;;Gerbong;18;62.0;1997;17;46;Aktiv;;28/12/2009;01/11/2019;0000-00-00;ARAD (RUMANIA);2;;;2019-11;2019;Expired
3823;GK309707;KKW 487;;Gerbong;18;62.0;1997;17;46;Aktiv;;28/12/2009;20/09/2020;0000-00-00;ARAD (RUMANIA);2;;;2020-09;2020;Expired
3824;GK309708;KKW 488;;Gerbong;18;62.0;1997;17;46;Aktiv;;28/12/2009;20/09/2020;0000-00-00;ARAD (RUMANIA);2;;;2020-09;2020;Expired
3825;GK309709;KKW 489;;Gerbong;18;62.0;1997;17;46;Aktiv;;28/12/2009;20/09/2020;0000-00-00;ARAD (RUMANIA);2;;;2020-09;2020;Expired
3798;GK308529;KKW 491;;Gerbong;18;62.0;1985;17;46;Aktiv;;28/12/2009;12/12/2019;0000-00-00;ARAD (RUMANIA);2;;;2019-12;2019;Expired
3799;GK308530;KKW 492;;Gerbong;18;62.0;1985;17;46;Aktiv;;28/12/2009;12/04/2020;0000-00-00;ARAD (RUMANIA);2;;;2020-04;2020;Expired
3800;GK308531;KKW 493;;Gerbong;18;62.0;1985;17;46;Aktiv;;28/12/2009;20/09/2020;0000-00-00;ARAD (RUMANIA);2;;;2020-09;2020;Expired
3801;GK308532;KKW 495;;Gerbong;18;62.0;1985;17;46;Aktiv;;28/12/2009;12/04/2020;0000-00-00;ARAD (RUMANIA);2;;;2020-04;2020;Expired
3802;GK308533;KKW 496;;Gerbong;18;62.0;1985;17;46;Aktiv;;28/12/2009;01/11/2019;0000-00-00;ARAD (RUMANIA);2;;;2019-11;2019;Expired
3803;GK308534;KKW 497;;Gerbong;18;62.0;1985;17;46;Aktiv;;28/12/2009;20/09/2020;0000-00-00;ARAD (RUMANIA);2;;;2020-09;2020;Expired
3804;GK308535;KKW 498;;Gerbong;18;62.0;1985;17;46;Aktiv;;28/12/2009;20/09/2020;0000-00-00;ARAD (RUMANIA);2;;;2020-09;2020;Expired
3805;GK308536;KKW 499;;Gerbong;18;62.0;1985;17;46;Aktiv;;28/12/2009;01/11/2019;0000-00-00;ARAD (RUMANIA);2;;;2019-11;2019;Expired
3828;GK306502;KKW 5;;Gerbong;18;62.0;1965;11;65;Aktiv;;28/12/2009;15/12/2019;0000-00-00;ARAD (RUMANIA);2;;;2019-12;2019;Expired
4034;GK306557;KKW 50;;Gerbong;18;62.0;1965;14;64;Aktiv;;28/12/2009;09/08/2020;0000-00-00;ARAD (RUMANIA);2;;;2020-08;2020;Expired
3806;GK308537;KKW 500;;Gerbong;18;62.0;1985;17;46;Aktiv;;28/12/2009;01/11/2019;0000-00-00;ARAD (RUMANIA);2;;;2019-11;2019;Expired
3430;GK308463;KKW 501;;Gerbong;18;62.0;1984;16;44;Aktiv;;28/12/2009;07/11/2020;0000-00-00;ARAD (RUMANIA);2;;;2020-11;2020;Expired
3431;GK308464;KKW 502;;Gerbong;18;62.0;1984;16;44;Aktiv;;28/12/2009;23/11/2019;0000-00-00;ARAD (RUMANIA);2;;;2019-11;2019;Expired
3432;GK308465;KKW 503;;Gerbong;18;62.0;1984;16;44;Aktiv;;28/12/2009;19/07/2020;0000-00-00;ARAD (RUMANIA);2;;;2020-07;2020;Expired
3433;GK308466;KKW 504;;Gerbong;18;62.0;1984;16;44;Aktiv;;28/12/2009;07/11/2020;0000-00-00;ARAD (RUMANIA);2;;;2020-11;2020;Expired
3434;GK308467;KKW 505;;Gerbong;18;62.0;1984;16;44;Aktiv;;28/12/2009;23/11/2019;0000-00-00;ARAD (RUMANIA);2;;;2019-11;2019;Expired
3435;GK308468;KKW 506;;Gerbong;18;62.0;1984;16;44;Aktiv;;28/12/2009;01/11/2019;0000-00-00;ARAD (RUMANIA);2;;;2019-11;2019;Expired
3436;GK308469;KKW 507;;Gerbong;18;62.0;1984;16;44;Aktiv;;28/12/2009;23/11/2019;0000-00-00;ARAD (RUMANIA);2;;;2019-11;2019;Expired
3437;GK308470;KKW 508;;Gerbong;18;62.0;1984;16;44;Aktiv;;28/12/2009;16/08/2020;0000-00-00;ARAD (RUMANIA);2;;;2020-08;2020;Expired
3438;GK308471;KKW 509;;Gerbong;18;62.0;1984;16;44;Aktiv;;28/12/2009;23/11/2019;0000-00-00;ARAD (RUMANIA);2;;;2019-11;2019;Expired
4035;GK306558;KKW 51;;Gerbong;18;62.0;1965;12;29;Aktiv;;28/12/2009;01/11/2020;0000-00-00;ARAD (RUMANIA);2;;;2020-11;2020;Expired
3682;GK3084315;KKW 510;;Gerbong;18;62.0;1984;16;44;Aktiv;;28/12/2009;23/11/2019;0000-00-00;ARAD (RUMANIA);2;;;2019-11;2019;Expired
3439;GK308472;KKW 511;;Gerbong;18;62.0;1984;16;44;Aktiv;;28/12/2009;01/11/2019;0000-00-00;ARAD (RUMANIA);2;;;2019-11;2019;Expired
3440;GK308473;KKW 512;;Gerbong;18;62.0;1984;16;44;Aktiv;;28/12/2009;01/11/2019;0000-00-00;ARAD (RUMANIA);2;;;2019-11;2019;Expired
3683;GK3084316;KKW 513;;Gerbong;18;62.0;1984;16;44;Aktiv;;28/12/2009;07/11/2020;0000-00-00;ARAD (RUMANIA);2;;;2020-11;2020;Expired
3441;GK308474;KKW 514;;Gerbong;18;62.0;1984;16;44;Aktiv;;28/12/2009;23/11/2019;0000-00-00;ARAD (RUMANIA);2;;;2019-11;2019;Expired
3662;GK3084295;KKW 515;;Gerbong;18;62.0;1984;16;44;Aktiv;;0000-00-00;16/08/2020;0000-00-00;ARAD (RUMANIA);2;;;2020-08;2020;Expired
3663;GK3084296;KKW 516;;Gerbong;18;62.0;1984;16;44;Aktiv;;0000-00-00;16/08/2020;0000-00-00;ARAD (RUMANIA);2;;;2020-08;2020;Expired
3442;GK308475;KKW 517;;Gerbong;18;62.0;1984;16;44;Aktiv;;28/12/2009;23/11/2019;0000-00-00;ARAD (RUMANIA);2;;;2019-11;2019;Expired
3443;GK308476;KKW 518;;Gerbong;18;62.0;1984;16;44;Aktiv;;28/12/2009;07/11/2020;0000-00-00;ARAD (RUMANIA);2;;;2020-11;2020;Expired
3444;GK308477;KKW 519;;Gerbong;18;62.0;1984;16;44;Aktiv;;28/12/2009;07/11/2020;0000-00-00;ARAD (RUMANIA);2;;;2020-11;2020;Expired
3837;GK306511;KKW 52;;Gerbong;18;62.0;1965;11;65;Aktiv;;0000-00-00;15/12/2019;0000-00-00;ARAD (RUMANIA);2;;;2019-12;2019;Expired
3684;GK3084317;KKW 520;;Gerbong;18;62.0;1984;16;44;Aktiv;;28/12/2009;23/11/2019;0000-00-00;ARAD (RUMANIA);2;;;2019-11;2019;Expired
3445;GK308478;KKW 521;;Gerbong;18;62.0;1984;16;44;Aktiv;;28/12/2009;23/11/2019;0000-00-00;ARAD (RUMANIA);2;;;2019-11;2019;Expired
3446;GK308479;KKW 522;;Gerbong;18;62.0;1984;16;44;Aktiv;;28/12/2009;07/11/2020;0000-00-00;ARAD (RUMANIA);2;;;2020-11;2020;Expired
3685;GK3084318;KKW 523;;Gerbong;18;62.0;1984;16;44;Aktiv;;28/12/2009;23/11/2019;0000-00-00;ARAD (RUMANIA);2;;;2019-11;2019;Expired
3664;GK3084297;KKW 524;;Gerbong;18;62.0;1984;16;44;Aktiv;;0000-00-00;01/11/2019;0000-00-00;ARAD (RUMANIA);2;;;2019-11;2019;Expired
3665;GK3084298;KKW 525;;Gerbong;18;62.0;1984;16;44;Aktiv;;0000-00-00;06/04/2019;0000-00-00;ARAD (RUMANIA);2;;;2019-04;2019;Expired
3686;GK3084319;KKW 526;;Gerbong;18;62.0;1984;16;44;Aktiv;;28/12/2009;06/04/2019;0000-00-00;ARAD (RUMANIA);2;;;2019-04;2019;Expired
3447;GK308480;KKW 527;;Gerbong;18;62.0;1984;16;44;Aktiv;;28/12/2009;07/11/2020;0000-00-00;ARAD (RUMANIA);2;;;2020-11;2020;Expired
3687;GK3084320;KKW 528;;Gerbong;18;62.0;1984;16;44;Aktiv;;28/12/2009;07/11/2020;0000-00-00;ARAD (RUMANIA);2;;;2020-11;2020;Expired
3688;GK3084321;KKW 529;;Gerbong;18;62.0;1984;16;44;Aktiv;;28/12/2009;07/11/2020;0000-00-00;ARAD (RUMANIA);2;;;2020-11;2020;Expired
4036;GK306559;KKW 53;;Gerbong;18;62.0;1965;14;64;Aktiv;;28/12/2009;06/12/2020;0000-00-00;ARAD (RUMANIA);2;;;2020-12;2020;Expired
3448;GK308481;KKW 530;;Gerbong;18;62.0;1984;16;44;Aktiv;;28/12/2009;01/11/2019;0000-00-00;ARAD (RUMANIA);2;;;2019-11;2019;Expired
3449;GK308482;KKW 531;;Gerbong;18;62.0;1984;16;44;Aktiv;;28/12/2009;16/08/2020;0000-00-00;ARAD (RUMANIA);2;;;2020-08;2020;Expired
3666;GK3084299;KKW 532;;Gerbong;18;62.0;1984;16;44;Aktiv;;0000-00-00;01/11/2019;0000-00-00;ARAD (RUMANIA);2;;;2019-11;2019;Expired
3450;GK308483;KKW 533;;Gerbong;18;62.0;1984;16;44;Aktiv;;28/12/2009;21/06/2020;0000-00-00;ARAD (RUMANIA);2;;;2020-06;2020;Expired
3689;GK3084322;KKW 534;;Gerbong;18;62.0;1984;16;44;Aktiv;;28/12/2009;01/11/2019;0000-00-00;ARAD (RUMANIA);2;;;2019-11;2019;Expired
3451;GK308484;KKW 535;;Gerbong;18;62.0;1984;16;44;Aktiv;;28/12/2009;07/11/2020;0000-00-00;ARAD (RUMANIA);2;;;2020-11;2020;Expired
3667;GK3084300;KKW 537;;Gerbong;18;62.0;1984;16;44;Aktiv;;28/12/2009;07/11/2020;0000-00-00;ARAD (RUMANIA);2;;;2020-11;2020;Expired
3452;GK308485;KKW 538;;Gerbong;18;62.0;1984;16;44;Aktiv;;28/12/2009;23/11/2019;0000-00-00;ARAD (RUMANIA);2;;;2019-11;2019;Expired
8999;GK3065218;KKW 54;;Gerbong;18;62.0;1965;18;51;Aktiv;;28/12/2009;01/10/2021;0000-00-00;ARAD (RUMANIA);2;;;2021-10;2021;Masih Berlaku
3453;GK308486;KKW 541;;Gerbong;18;62.0;1984;16;44;Aktiv;;28/12/2009;23/11/2019;0000-00-00;ARAD (RUMANIA);2;;;2019-11;2019;Expired
3690;GK3084323;KKW 542;;Gerbong;18;62.0;1984;16;44;Aktiv;;28/12/2009;01/11/2019;0000-00-00;ARAD (RUMANIA);2;;;2019-11;2019;Expired
3454;GK308487;KKW 543;;Gerbong;18;62.0;1984;16;44;Aktiv;;28/12/2009;16/08/2020;0000-00-00;ARAD (RUMANIA);2;;;2020-08;2020;Expired
3455;GK308488;KKW 544;;Gerbong;18;62.0;1984;16;44;Aktiv;;28/12/2009;23/11/2019;0000-00-00;ARAD (RUMANIA);2;;;2019-11;2019;Expired
3668;GK3084301;KKW 545;;Gerbong;18;62.0;1984;16;44;Aktiv;;28/12/2009;07/11/2020;0000-00-00;ARAD (RUMANIA);2;;;2020-11;2020;Expired
3669;GK3084302;KKW 546;;Gerbong;18;62.0;1984;16;44;Aktiv;;28/12/2009;07/11/2020;0000-00-00;ARAD (RUMANIA);2;;;2020-11;2020;Expired
3456;GK308489;KKW 547;;Gerbong;18;62.0;1984;16;44;Aktiv;;28/12/2009;23/11/2019;0000-00-00;ARAD (RUMANIA);2;;;2019-11;2019;Expired
3457;GK308490;KKW 548;;Gerbong;18;62.0;1984;16;44;Aktiv;;28/12/2009;16/08/2020;0000-00-00;ARAD (RUMANIA);2;;;2020-08;2020;Expired
3458;GK308491;KKW 549;;Gerbong;18;62.0;1984;16;44;Aktiv;;28/12/2009;21/06/2020;0000-00-00;ARAD (RUMANIA);2;;;2020-06;2020;Expired
4037;GK306560;KKW 55;;Gerbong;18;62.0;1965;14;64;Aktiv;;28/12/2009;06/12/2020;0000-00-00;ARAD (RUMANIA);2;;;2020-12;2020;Expired
3459;GK308492;KKW 550;;Gerbong;18;62.0;1984;16;44;Aktiv;;28/12/2009;16/08/2020;0000-00-00;ARAD (RUMANIA);2;;;2020-08;2020;Expired
3460;GK308493;KKW 551;;Gerbong;18;62.0;1984;16;44;Aktiv;;28/12/2009;01/11/2019;0000-00-00;ARAD (RUMANIA);2;;;2019-11;2019;Expired
3461;GK308494;KKW 552;;Gerbong;18;62.0;1984;16;44;Aktiv;;28/12/2009;23/11/2019;0000-00-00;ARAD (RUMANIA);2;;;2019-11;2019;Expired
3462;GK308495;KKW 553;;Gerbong;18;62.0;1984;16;44;Aktiv;;28/12/2009;23/11/2019;0000-00-00;ARAD (RUMANIA);2;;;2019-11;2019;Expired
3463;GK308496;KKW 554;;Gerbong;18;62.0;1984;16;44;Aktiv;;28/12/2009;01/11/2019;0000-00-00;ARAD (RUMANIA);2;;;2019-11;2019;Expired
3464;GK308497;KKW 555;;Gerbong;18;62.0;1984;16;44;Aktiv;;28/12/2009;01/11/2019;0000-00-00;ARAD (RUMANIA);2;;;2019-11;2019;Expired
3691;GK3084324;KKW 556;;Gerbong;18;62.0;1984;16;44;Aktiv;;28/12/2009;01/11/2019;0000-00-00;ARAD (RUMANIA);2;;;2019-11;2019;Expired
3465;GK308498;KKW 558;;Gerbong;18;62.0;1984;16;44;Aktiv;;28/12/2009;07/11/2020;0000-00-00;ARAD (RUMANIA);2;;;2020-11;2020;Expired
3466;GK308499;KKW 560;;Gerbong;18;62.0;1984;16;44;Aktiv;;28/12/2009;16/08/2020;0000-00-00;ARAD (RUMANIA);2;;;2020-08;2020;Expired
3467;GK3084100;KKW 561;;Gerbong;18;62.0;1984;16;44;Aktiv;;28/12/2009;16/08/2020;0000-00-00;ARAD (RUMANIA);2;;;2020-08;2020;Expired
3468;GK3084101;KKW 562;;Gerbong;18;62.0;1984;16;44;Aktiv;;28/12/2009;16/08/2020;0000-00-00;ARAD (RUMANIA);2;;;2020-08;2020;Expired
3469;GK3084102;KKW 563;;Gerbong;18;62.0;1984;16;44;Aktiv;;28/12/2009;14/02/2020;0000-00-00;ARAD (RUMANIA);2;;;2020-02;2020;Expired
3470;GK3084103;KKW 564;;Gerbong;18;62.0;1984;16;44;Aktiv;;28/12/2009;09/03/2019;0000-00-00;ARAD (RUMANIA);2;;;2019-03;2019;Expired
3471;GK3084104;KKW 565;;Gerbong;18;62.0;1984;16;44;Aktiv;;28/12/2009;14/12/2019;0000-00-00;ARAD (RUMANIA);2;;;2019-12;2019;Expired
3472;GK3084105;KKW 566;;Gerbong;18;62.0;1984;16;44;Aktiv;;28/12/2009;16/08/2020;0000-00-00;ARAD (RUMANIA);2;;;2020-08;2020;Expired
3473;GK3084106;KKW 567;;Gerbong;18;62.0;1984;16;44;Aktiv;;28/12/2009;16/08/2020;0000-00-00;ARAD (RUMANIA);2;;;2020-08;2020;Expired
3474;GK3084107;KKW 569;;Gerbong;18;62.0;1984;16;44;Aktiv;;28/12/2009;06/04/2019;0000-00-00;ARAD (RUMANIA);2;;;2019-04;2019;Expired
3838;GK306512;KKW 57;;Gerbong;18;62.0;1965;11;65;Aktiv;;28/12/2009;05/07/2020;0000-00-00;ARAD (RUMANIA);2;;;2020-07;2020;Expired
3475;GK3084108;KKW 570;;Gerbong;18;62.0;1984;16;44;Aktiv;;28/12/2009;14/12/2019;0000-00-00;ARAD (RUMANIA);2;;;2019-12;2019;Expired
3670;GK3084303;KKW 571;;Gerbong;18;62.0;1984;16;44;Aktiv;;28/12/2009;23/11/2019;0000-00-00;ARAD (RUMANIA);2;;;2019-11;2019;Expired
3476;GK3084109;KKW 572;;Gerbong;18;62.0;1984;16;44;Aktiv;;28/12/2009;16/05/2020;0000-00-00;ARAD (RUMANIA);2;;;2020-05;2020;Expired
3477;GK3084110;KKW 573;;Gerbong;18;62.0;1984;16;44;Aktiv;;28/12/2009;16/08/2020;0000-00-00;ARAD (RUMANIA);2;;;2020-08;2020;Expired
3478;GK3084111;KKW 574;;Gerbong;18;62.0;1984;16;44;Aktiv;;28/12/2009;16/08/2020;0000-00-00;ARAD (RUMANIA);2;;;2020-08;2020;Expired
3479;GK3084112;KKW 575;;Gerbong;18;62.0;1984;16;44;Aktiv;;28/12/2009;16/08/2020;0000-00-00;ARAD (RUMANIA);2;;;2020-08;2020;Expired
3480;GK3084113;KKW 576;;Gerbong;18;62.0;1984;16;44;Aktiv;;28/12/2009;16/08/2020;0000-00-00;ARAD (RUMANIA);2;;;2020-08;2020;Expired
3481;GK3084114;KKW 577;;Gerbong;18;62.0;1984;16;44;Aktiv;;28/12/2009;16/08/2020;0000-00-00;ARAD (RUMANIA);2;;;2020-08;2020;Expired
3482;GK3084115;KKW 579;;Gerbong;18;62.0;1984;16;44;Aktiv;;28/12/2009;07/11/2020;0000-00-00;ARAD (RUMANIA);2;;;2020-11;2020;Expired
3979;GK3065124;KKW 58;;Gerbong;18;62.0;1965;14;64;Aktiv;;28/12/2009;08/11/2020;0000-00-00;ARAD (RUMANIA);2;;;2020-11;2020;Expired
3483;GK3084116;KKW 580;;Gerbong;18;62.0;1984;16;44;Aktiv;;28/12/2009;16/08/2020;0000-00-00;ARAD (RUMANIA);2;;;2020-08;2020;Expired
3692;GK3084325;KKW 581;;Gerbong;18;62.0;1984;16;44;Aktiv;;28/12/2009;06/04/2019;0000-00-00;ARAD (RUMANIA);2;;;2019-04;2019;Expired
3693;GK3084326;KKW 582;;Gerbong;18;62.0;1984;16;44;Aktiv;;28/12/2009;01/11/2019;0000-00-00;ARAD (RUMANIA);2;;;2019-11;2019;Expired
3484;GK3084117;KKW 584;;Gerbong;18;62.0;1984;16;44;Aktiv;;28/12/2009;16/08/2020;0000-00-00;ARAD (RUMANIA);2;;;2020-08;2020;Expired
3485;GK3084118;KKW 585;;Gerbong;18;62.0;1984;16;44;Aktiv;;28/12/2009;16/08/2020;0000-00-00;ARAD (RUMANIA);2;;;2020-08;2020;Expired
3486;GK3084119;KKW 586;;Gerbong;18;62.0;1984;16;44;Aktiv;;28/12/2009;21/06/2020;0000-00-00;ARAD (RUMANIA);2;;;2020-06;2020;Expired
3487;GK3084120;KKW 587;;Gerbong;18;62.0;1984;16;44;Aktiv;;28/12/2009;16/08/2020;0000-00-00;ARAD (RUMANIA);2;;;2020-08;2020;Expired
3488;GK3084121;KKW 588;;Gerbong;18;62.0;1984;16;44;Aktiv;;28/12/2009;16/08/2020;0000-00-00;ARAD (RUMANIA);2;;;2020-08;2020;Expired
3694;GK3084327;KKW 589;;Gerbong;18;62.0;1984;16;44;Aktiv;;28/12/2009;23/11/2019;0000-00-00;ARAD (RUMANIA);2;;;2019-11;2019;Expired
3839;GK306513;KKW 59;;Gerbong;18;62.0;1965;11;65;Aktiv;;28/12/2009;05/07/2020;0000-00-00;ARAD (RUMANIA);2;;;2020-07;2020;Expired
3980;GK3065125;KKW 59;;Gerbong;18;62.0;1965;14;64;Aktiv;;28/12/2009;19/07/2020;0000-00-00;ARAD (RUMANIA);2;;;2020-07;2020;Expired
3489;GK3084122;KKW 590;;Gerbong;18;62.0;1984;16;44;Aktiv;;28/12/2009;16/08/2020;0000-00-00;ARAD (RUMANIA);2;;;2020-08;2020;Expired
3490;GK3084123;KKW 591;;Gerbong;18;62.0;1984;16;44;Aktiv;;28/12/2009;16/08/2020;0000-00-00;ARAD (RUMANIA);2;;;2020-08;2020;Expired
3491;GK3084124;KKW 592;;Gerbong;18;62.0;1984;16;44;Aktiv;;28/12/2009;16/08/2020;0000-00-00;ARAD (RUMANIA);2;;;2020-08;2020;Expired
3492;GK3084125;KKW 593;;Gerbong;18;62.0;1984;16;44;Aktiv;;28/12/2009;16/08/2020;0000-00-00;ARAD (RUMANIA);2;;;2020-08;2020;Expired
3493;GK3084126;KKW 594;;Gerbong;18;62.0;1984;16;44;Aktiv;;28/12/2009;23/11/2019;0000-00-00;ARAD (RUMANIA);2;;;2019-11;2019;Expired
3494;GK3084127;KKW 595;;Gerbong;18;62.0;1984;16;44;Aktiv;;28/12/2009;16/08/2020;0000-00-00;ARAD (RUMANIA);2;;;2020-08;2020;Expired
3495;GK3084128;KKW 596;;Gerbong;18;62.0;1984;16;44;Aktiv;;28/12/2009;21/06/2020;0000-00-00;ARAD (RUMANIA);2;;;2020-06;2020;Expired
3496;GK3084129;KKW 597;;Gerbong;18;62.0;1984;16;44;Aktiv;;28/12/2009;06/04/2019;0000-00-00;ARAD (RUMANIA);2;;;2019-04;2019;Expired
3497;GK3084130;KKW 598;;Gerbong;18;62.0;1984;16;44;Aktiv;;28/12/2009;16/08/2020;0000-00-00;ARAD (RUMANIA);2;;;2020-08;2020;Expired
3498;GK3084131;KKW 599;;Gerbong;18;62.0;1984;16;44;Aktiv;;28/12/2009;16/08/2020;0000-00-00;ARAD (RUMANIA);2;;;2020-08;2020;Expired
8997;GK3065217;KKW 6;;Gerbong;18;62.0;1965;18;51;Aktiv;;28/12/2009;29/11/2020;0000-00-00;ARAD (RUMANIA);2;;;2020-11;2020;Expired
4038;GK306561;KKW 60;;Gerbong;18;62.0;1965;12;29;Aktiv;;28/12/2009;01/11/2020;0000-00-00;ARAD (RUMANIA);2;;;2020-11;2020;Expired
3499;GK3084132;KKW 600;;Gerbong;18;62.0;1984;16;44;Aktiv;;0000-00-00;07/11/2020;0000-00-00;ARAD (RUMANIA);2;;;2020-11;2020;Expired
3500;GK3084133;KKW 602;;Gerbong;18;62.0;1984;16;44;Aktiv;;28/12/2009;16/08/2020;0000-00-00;ARAD (RUMANIA);2;;;2020-08;2020;Expired
3501;GK3084134;KKW 604;;Gerbong;18;62.0;1984;16;44;Aktiv;;28/12/2009;14/12/2019;0000-00-00;ARAD (RUMANIA);2;;;2019-12;2019;Expired
3502;GK3084135;KKW 605;;Gerbong;18;62.0;1984;16;44;Aktiv;;28/12/2009;16/08/2020;0000-00-00;ARAD (RUMANIA);2;;;2020-08;2020;Expired
3503;GK3084136;KKW 606;;Gerbong;18;62.0;1984;16;44;Aktiv;;28/12/2009;16/08/2020;0000-00-00;ARAD (RUMANIA);2;;;2020-08;2020;Expired
3504;GK3084137;KKW 607;;Gerbong;18;62.0;1984;16;44;Aktiv;;28/12/2009;16/08/2020;0000-00-00;ARAD (RUMANIA);2;;;2020-08;2020;Expired
3505;GK3084138;KKW 608;;Gerbong;18;62.0;1984;16;44;Aktiv;;28/12/2009;16/08/2020;0000-00-00;ARAD (RUMANIA);2;;;2020-08;2020;Expired
9000;GK3065219;KKW 61;;Gerbong;18;62.0;1965;18;51;Aktiv;;28/12/2009;20/09/2020;0000-00-00;ARAD (RUMANIA);2;;;2020-09;2020;Expired
3671;GK3084304;KKW 610;;Gerbong;18;62.0;1984;16;44;Aktiv;;28/12/2009;07/11/2020;0000-00-00;ARAD (RUMANIA);2;;;2020-11;2020;Expired
3506;GK3084139;KKW 612;;Gerbong;18;62.0;1984;16;44;Aktiv;;28/12/2009;21/06/2020;0000-00-00;ARAD (RUMANIA);2;;;2020-06;2020;Expired
3507;GK3084140;KKW 613;;Gerbong;18;62.0;1984;16;44;Aktiv;;28/12/2009;21/06/2020;0000-00-00;ARAD (RUMANIA);2;;;2020-06;2020;Expired
3508;GK3084141;KKW 614;;Gerbong;18;62.0;1984;16;44;Aktiv;;28/12/2009;16/08/2020;0000-00-00;ARAD (RUMANIA);2;;;2020-08;2020;Expired
3672;GK3084305;KKW 615;;Gerbong;18;62.0;1984;16;44;Aktiv;;28/12/2009;01/11/2019;0000-00-00;ARAD (RUMANIA);2;;;2019-11;2019;Expired
3509;GK3084142;KKW 616;;Gerbong;18;62.0;1984;16;44;Aktiv;;28/12/2009;21/06/2020;0000-00-00;ARAD (RUMANIA);2;;;2020-06;2020;Expired
3510;GK3084143;KKW 617;;Gerbong;18;62.0;1984;16;44;Aktiv;;28/12/2009;21/06/2020;0000-00-00;ARAD (RUMANIA);2;;;2020-06;2020;Expired
3673;GK3084306;KKW 618;;Gerbong;18;62.0;1984;16;44;Aktiv;;28/12/2009;07/11/2020;0000-00-00;ARAD (RUMANIA);2;;;2020-11;2020;Expired
3511;GK3084144;KKW 619;;Gerbong;18;62.0;1984;16;44;Aktiv;;28/12/2009;16/08/2020;0000-00-00;ARAD (RUMANIA);2;;;2020-08;2020;Expired
3840;GK306514;KKW 62;;Gerbong;18;62.0;1965;11;65;Aktiv;;28/12/2009;30/08/2020;0000-00-00;ARAD (RUMANIA);2;;;2020-08;2020;Expired
3512;GK3084145;KKW 620;;Gerbong;18;62.0;1984;16;44;Aktiv;;28/12/2009;16/08/2020;0000-00-00;ARAD (RUMANIA);2;;;2020-08;2020;Expired
3513;GK3084146;KKW 621;;Gerbong;18;62.0;1984;16;44;Aktiv;;28/12/2009;21/06/2020;0000-00-00;ARAD (RUMANIA);2;;;2020-06;2020;Expired
3514;GK3084147;KKW 622;;Gerbong;18;62.0;1984;16;44;Aktiv;;28/12/2009;16/08/2020;0000-00-00;ARAD (RUMANIA);2;;;2020-08;2020;Expired
3515;GK3084148;KKW 623;;Gerbong;18;62.0;1984;16;44;Aktiv;;28/12/2009;16/08/2020;0000-00-00;ARAD (RUMANIA);2;;;2020-08;2020;Expired
3516;GK3084149;KKW 624;;Gerbong;18;62.0;1984;16;44;Aktiv;;28/12/2009;16/08/2020;0000-00-00;ARAD (RUMANIA);2;;;2020-08;2020;Expired
3517;GK3084150;KKW 625;;Gerbong;18;62.0;1984;16;44;Aktiv;;28/12/2009;16/08/2020;0000-00-00;ARAD (RUMANIA);2;;;2020-08;2020;Expired
3695;GK3084328;KKW 626;;Gerbong;18;62.0;1984;16;44;Aktiv;;28/12/2009;23/11/2019;0000-00-00;ARAD (RUMANIA);2;;;2019-11;2019;Expired
3518;GK3084151;KKW 627;;Gerbong;18;62.0;1984;16;44;Aktiv;;28/12/2009;21/06/2020;0000-00-00;ARAD (RUMANIA);2;;;2020-06;2020;Expired
3519;GK3084152;KKW 628;;Gerbong;18;62.0;1984;16;44;Aktiv;;28/12/2009;16/08/2020;0000-00-00;ARAD (RUMANIA);2;;;2020-08;2020;Expired
3520;GK3084153;KKW 629;;Gerbong;18;62.0;1984;16;44;Aktiv;;28/12/2009;21/06/2020;0000-00-00;ARAD (RUMANIA);2;;;2020-06;2020;Expired
3981;GK3065126;KKW 63;;Gerbong;18;62.0;1965;14;64;Aktiv;;28/12/2009;06/12/2020;0000-00-00;ARAD (RUMANIA);2;;;2020-12;2020;Expired
3521;GK3084154;KKW 630;;Gerbong;18;62.0;1984;16;44;Aktiv;;28/12/2009;16/08/2020;0000-00-00;ARAD (RUMANIA);2;;;2020-08;2020;Expired
3522;GK3084155;KKW 631;;Gerbong;18;62.0;1984;16;44;Aktiv;;28/12/2009;16/08/2020;0000-00-00;ARAD (RUMANIA);2;;;2020-08;2020;Expired
3523;GK3084156;KKW 632;;Gerbong;18;62.0;1984;16;44;Aktiv;;28/12/2009;21/06/2020;0000-00-00;ARAD (RUMANIA);2;;;2020-06;2020;Expired
